mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,D#_Ebminor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,GMajor_count,G#/AbMajor_count,AMajor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,BMajor_count,F#/GbMajor_count,Gminor_count,G#/Abminor_count,Aminor_count,Dminor_count
ISTJ,SJ,"si, soy ISTJ 1w9 ",2eZLN1s3kJRTOnHRHsgBtm,37,0.287254054,0.121606857,0.064538108,0.075014987,-25.87332432,6.20127774,0.756756757,0.434958836,0.043972973,0.006640517,0.963891892,0.11048901,0.109610811,0.041298848,0.141443243,0.149976445,92.8167027,25.67653182,0.837316216,0.226387978,1,2,2,4,3,1,4,1,1,1,1,1,5,4,3,0,1,1,0,0,1,0,0,0
ISTJ,SJ,aries intj virgo istj ,0pL2Wc5silW2ymhlE7D568,50,0.4815,0.155573495,0.52718,0.225998617,-9.63098,3.160164917,0.78,0.418451958,0.072238,0.079984475,0.31288586,0.354539862,0.191482,0.143502429,0.337156,0.210442289,115.31064,25.98108266,0.063183063,0.161699344,0,6,1,9,7,1,1,2,1,1,1,1,3,1,3,1,2,2,4,1,1,0,1,0
ISTJ,SJ,ISTJ 🐧,2HXZOxWGHtvwGywelF3DIP,10,0.5709,0.10213874,0.7314,0.101143682,-4.4906,0.89535793,0.3,0.483045892,0.1869,0.147914645,0.15856,0.126064597,0.16284,0.11117372,0.6358,0.185027806,134.4377,34.10287064,1.66E-07,5.25E-07,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,2
ISTJ,SJ,istj kpop,3D2AzPt3k9dyIfEYdCphZe,21,0.648619048,0.110312047,0.837238095,0.098798231,-3.289047619,1.356307689,0.095238095,0.300792604,0.093661905,0.043888216,0.104938905,0.109851531,0.193533333,0.153814483,0.630761905,0.186377548,123.991,28.30930406,8.71E-05,0.000341808,0,0,0,0,0,1,0,1,0,3,0,4,1,0,0,2,0,1,1,0,1,2,4,0
ISTJ,SJ,music taste ng isang istj na pisces,02GQyXeDUE5cBcvhfzLbR1,50,0.6176,0.102947183,0.581474,0.194101554,-7.55576,3.231966234,0.84,0.37032804,0.052902,0.051130675,0.28340068,0.300209646,0.169694,0.113297199,0.496162,0.224607363,118.46632,27.33224376,0.045692472,0.151501753,0,6,2,6,2,1,0,0,2,0,4,0,4,4,7,1,0,2,1,6,0,2,0,0
ISTJ,SJ,ISTJ/ISTP 6w5,6dCR9Y9YqiWYRQhg7GUMHN,30,0.508,0.136262424,0.692166667,0.193099775,-6.6583,2.590852052,0.5,0.508547628,0.065223333,0.05480154,0.207766223,0.283302568,0.15852,0.106667251,0.402616667,0.202821804,122.9078333,27.16825923,0.05117021,0.157292076,2,2,3,2,2,1,2,1,1,1,1,1,2,2,1,0,0,1,0,0,1,1,3,0
ISTJ,SJ,➪𝙸𝚜𝚝𝚓,1KRA0qtTSgENyPYA31kpaA,30,0.605133333,0.1371975,0.551066667,0.186551266,-8.153166667,2.96975759,0.433333333,0.504006933,0.06865,0.091391427,0.280591151,0.284686991,0.148603333,0.111169751,0.459216667,0.250981601,107.3578667,24.44194632,0.119898454,0.237598811,2,2,0,0,4,0,0,3,1,1,0,4,1,1,0,1,4,2,0,0,2,0,1,1
ISTJ,SJ,istj :),1PCrwZeoKZUe4vUOYZnj6V,47,0.584042553,0.150987756,0.654553191,0.20338257,-6.92887234,3.463649574,0.531914894,0.504374939,0.059331915,0.031800172,0.261702838,0.291972413,0.167395745,0.11398809,0.467474468,0.225198621,127.2891702,30.57744988,0.099765016,0.232430832,1,4,6,3,0,0,1,3,0,1,3,2,3,2,7,2,1,2,0,1,3,1,1,0
ISTJ,SJ,casca | character playlist,4xzVeMFzOfmq9Kz8G7C7oC,25,0.44264,0.11543392,0.679212,0.208714694,-7.53424,5.323411228,0.6,0.5,0.048884,0.02887181,0.206740216,0.307338999,0.176452,0.185275568,0.36984,0.249576379,128.8184,32.02913102,0.217144427,0.360090182,2,2,1,1,1,0,2,1,0,1,1,1,1,3,1,0,3,0,0,0,1,1,1,1
ISTJ,SJ,ISTJ - Taylor's Version,7tuX5r84HFSZusZfzLmG9M,33,0.584969697,0.108233395,0.565545455,0.143361451,-7.468757576,2.07487087,0.878787879,0.331433983,0.048360606,0.031666198,0.267055242,0.301082129,0.132642424,0.073910233,0.374939394,0.159790672,120.6719394,28.15524672,0.000279217,0.001034843,1,5,1,0,3,0,0,0,5,0,5,0,6,2,2,0,0,0,0,1,0,0,2,0
ISTJ,SJ,ISTJ Gemini,1UfNu8dL1AJcnykIhfp7wF,47,0.588702128,0.147709161,0.459978723,0.190489814,-9.155702128,2.916113874,0.680851064,0.471186429,0.06542766,0.068242603,0.49335434,0.338414349,0.148455319,0.08865347,0.432621277,0.218507909,115.7751277,28.57676326,0.124784959,0.260693844,4,2,0,3,2,1,4,1,4,0,3,0,3,0,2,1,2,2,3,4,1,0,3,2
ISTJ,SJ,istj-t,7pUFryVLhIUsanyPD8pE2J,11,0.561181818,0.152988116,0.438490909,0.211891319,-8.487636364,5.358296339,0.727272727,0.467099366,0.038972727,0.00895512,0.503367273,0.369040135,0.154809091,0.085863106,0.359345455,0.202162095,125.9025455,30.0720288,0.084117431,0.278889204,2,2,0,1,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ISTJ,SJ,Istj mood,556TVhk0BKaNGbyo5T6xis,29,0.563689655,0.142441493,0.672268966,0.216014942,-7.242724138,3.785591961,0.586206897,0.501230014,0.060268966,0.070159345,0.237481252,0.297258813,0.177265517,0.132482954,0.427393103,0.24238531,114.9191724,29.39724487,0.185242931,0.324279369,2,0,1,0,3,0,0,1,1,1,2,3,1,4,0,1,3,1,2,1,0,1,1,0
ISTJ,SJ,ISTJ x INFP,7s6ZjHQDXXbBGIPR102Fnu,50,0.5781,0.133464701,0.611854,0.210903161,-8.17786,3.648464838,0.72,0.453557368,0.055678,0.049823961,0.30631724,0.333237066,0.169046,0.104603733,0.423474,0.233211652,118.60974,30.56442253,0.146176702,0.283296533,1,4,1,6,3,0,4,2,2,1,3,2,3,2,5,1,1,1,2,1,0,1,4,0
ISTJ,SJ,ISTJ x INFP,7s6ZjHQDXXbBGIPR102Fnu,50,0.5781,0.133464701,0.611854,0.210903161,-8.17786,3.648464838,0.72,0.453557368,0.055678,0.049823961,0.30631724,0.333237066,0.169046,0.104603733,0.423474,0.233211652,118.60974,30.56442253,0.146176702,0.283296533,1,4,1,6,3,0,4,2,2,1,3,2,3,2,5,1,1,1,2,1,0,1,4,0
ISTJ,SJ,istj,40K8mZuqVCPhGUsspsLON1,17,0.650588235,0.097774012,0.600647059,0.146694811,-6.390294118,1.886356003,0.529411765,0.514495755,0.130417647,0.112734956,0.249829412,0.27646976,0.187405882,0.164821617,0.456588235,0.150370816,114.6585294,32.00451068,0.000749996,0.002692155,1,2,0,2,0,0,2,3,0,0,0,1,1,0,0,0,1,0,0,1,0,1,2,0
ISTJ,SJ,istj 6w5,3gj7XWhzUJvtiILxfTPvGs,14,0.407857143,0.129888625,0.496357143,0.287984403,-9.722928571,3.767733709,0.714285714,0.468807231,0.049642857,0.036117452,0.395695909,0.402181359,0.134514286,0.075884202,0.206821429,0.140173432,128.6769286,33.60457936,0.099678649,0.218199113,0,2,0,1,0,0,0,1,0,1,4,0,0,1,0,0,0,0,1,1,0,0,1,1
ISTJ,SJ,istj,3c9h6YCYBY4uJdGUfcqrKR,11,0.581636364,0.181877031,0.734545455,0.206633184,-5.427272727,1.519178731,0.727272727,0.467099366,0.080918182,0.100743167,0.175220909,0.208984591,0.147654545,0.085591277,0.556363636,0.133210565,128.5218182,30.5388515,0.129979606,0.295260769,0,1,1,3,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
ISTJ,SJ,Istj playlist,46OOiBB4pP1gaE8kPkcuMX,50,0.57558,0.127694963,0.6199,0.161923924,-6.2848,1.984073906,0.66,0.478518121,0.075788,0.087606508,0.34800762,0.290999617,0.161468,0.082138408,0.456858,0.202776865,125.65706,34.75172934,0.005626628,0.025155765,1,3,2,1,1,0,1,0,1,0,5,4,4,6,4,2,5,2,1,1,2,0,2,2
ISTJ,SJ,istj vibes,3BYKQ1pcILH3aI5aoXSEwo,42,0.583928571,0.144609211,0.621738095,0.176915173,-6.466071429,2.171552568,0.547619048,0.503760539,0.068847619,0.060062712,0.259418333,0.266334884,0.158633333,0.101234745,0.391835714,0.209740703,125.7689524,29.3275295,0.000650506,0.00340262,4,2,1,1,3,0,1,2,4,0,3,3,0,2,4,1,0,2,3,0,0,2,4,0
ISTJ,SJ,istj type shit,6tHWqDrJSayBa1jv6EYsia,28,0.59875,0.13491743,0.578975714,0.192777719,-8.383178571,5.855444267,0.785714286,0.417855447,0.059578571,0.056639329,0.301527607,0.304017427,0.145078571,0.094656073,0.497275,0.248301055,110.4868571,26.26030101,0.107841266,0.202232677,1,6,0,2,1,0,0,0,2,0,2,1,4,1,4,0,0,1,0,0,2,0,1,0
ISTJ,SJ,💎 Sam Trapani 💎,6DA9MTqvy0fJJNcYexQscT,50,0.55468,0.148412613,0.57014,0.262257625,-8.56998,4.235675969,0.7,0.46291005,0.06242,0.055983332,0.381887028,0.36270647,0.195062,0.138473442,0.45448,0.212744576,116.01004,28.84952837,0.115734016,0.241547906,0,3,1,4,4,0,3,4,2,2,0,3,4,3,5,0,3,2,1,3,1,1,1,0
ISTJ,SJ,cassss ☆,2Jz2ORndwOlPxXuCqPWfpM,50,0.68866,0.113288616,0.71398,0.13905622,-4.58538,1.847752191,0.42,0.498569382,0.082824,0.057933962,0.2144435,0.225802855,0.20515,0.163211953,0.54866,0.200829283,124.9162,25.68240168,0.000556197,0.001900827,2,6,2,2,0,1,1,3,1,1,1,4,5,2,1,4,0,3,0,2,2,3,2,2
ISTJ,SJ,istj love songs,3jPgvr4uqzUlACTgS5pjiP,40,0.50975,0.142988748,0.43033,0.230864967,-9.759175,4.264770736,0.8,0.405095747,0.0490075,0.059095374,0.457323825,0.393176792,0.1379175,0.07266955,0.3150825,0.210473975,115.6143,30.34370183,0.070945905,0.173918753,2,11,3,2,1,0,4,0,1,1,2,0,5,0,2,0,1,0,1,2,1,0,0,1
ISTJ,SJ,Neotraditional Country,4cfGtp640V8F7T5EQeCNCP,49,0.633469388,0.074946676,0.658959184,0.166588935,-8.743061224,3.027145661,0.979591837,0.142857143,0.035479592,0.008941942,0.248253265,0.174520061,0.222234694,0.153356545,0.724020408,0.169842389,122.9170408,31.62904279,0.000707578,0.002307479,0,7,0,0,4,0,0,0,11,0,3,1,9,1,7,0,4,0,0,2,0,0,0,0
ISTJ,SJ,yoshikage kira | character playlist,1Jimkh5QUjHdz5nvBqXxr3,37,0.574324324,0.166791296,0.662778378,0.240991483,-8.265621622,4.388455064,0.702702703,0.463373192,0.068632432,0.087822558,0.186331838,0.263155566,0.192848649,0.145880057,0.499059459,0.250750978,119.6083784,25.03269136,0.157874214,0.279094186,2,2,1,4,4,0,1,0,0,1,0,1,2,4,2,1,3,1,4,0,0,1,2,1
ISTJ,SJ,ISTJ💙,2LwI8slT960OvQ25TmMwqU,36,0.561222222,0.166391811,0.712177778,0.207709828,-7.261361111,5.713660134,0.75,0.439155033,0.069402778,0.066158884,0.187387239,0.284416892,0.191536111,0.147564276,0.519936111,0.276092332,122.3220556,30.68906343,0.148136627,0.301427988,1,3,0,1,4,1,2,1,2,1,2,0,3,2,4,2,1,1,1,2,1,1,0,0
ISTJ,SJ,ISTJ 1W9,1u0zv1wr21tTR6tPZL8VgY,50,0.62316,0.123015904,0.61168,0.120258809,-7.0872,2.16649235,0.48,0.50467205,0.087284,0.074543299,0.15061896,0.138042513,0.190466,0.120490797,0.377864,0.218634768,124.6538,22.62136033,0.027509605,0.127299518,0,0,3,1,6,0,0,1,0,3,0,2,1,2,3,3,2,4,5,4,3,3,1,3
ISTJ,SJ,JUNGWON 🐈,764D6NdPiaIyTKBKrzCbYi,50,0.6544,0.154265343,0.708282,0.167597528,-5.70764,3.438931726,0.54,0.503457434,0.100544,0.086185396,0.17104794,0.223775064,0.166136,0.089348375,0.54398,0.188197409,112.18358,26.9194822,6.78E-05,0.000356939,1,3,0,7,1,2,1,0,0,3,0,4,4,4,2,3,0,2,3,2,1,5,2,0
ISTJ,SJ,playing with my istj,22CHXO3ydv063h2tPIt8fa,38,0.537236842,0.130763338,0.403947368,0.20493281,-9.421710526,2.821209966,0.921052632,0.273276313,0.033468421,0.00775047,0.697251053,0.269759832,0.128489474,0.057443635,0.401684211,0.196201235,104.2861842,22.33905294,0.008164294,0.022514275,0,2,0,3,9,0,1,1,2,1,1,0,5,3,3,0,0,0,1,5,1,0,0,0
ISTJ,SJ,ISTJ,4CKJgK7b4yj9uetsv4NB9E,36,0.542777778,0.142015112,0.631888889,0.20773249,-7.752527778,3.529043217,0.777777778,0.421637021,0.064091667,0.070178936,0.301399347,0.32747901,0.148175,0.108297385,0.4937,0.238225667,121.985,24.73321885,0.059058103,0.167311301,1,3,0,3,4,1,0,0,1,1,3,2,6,2,4,0,1,2,0,1,0,0,1,0
ISTJ,SJ,istj: the logistician,2MpmrZJJFUFYe1vW6BJnya,31,0.543354839,0.156162853,0.593548387,0.196110996,-7.83816129,3.186019702,0.806451613,0.401609664,0.05473871,0.039318144,0.258401,0.266332722,0.159712903,0.112973613,0.434235484,0.260359288,113.8635806,30.23421514,0.048102139,0.182211775,0,3,2,1,3,0,2,1,2,0,3,0,8,1,1,0,0,0,1,0,1,1,1,0
ISTJ,SJ,istj 9w1,2Iv6p6XgMF5Ru9MJwCAEms,35,0.587514286,0.164699257,0.475834286,0.202810571,-10.17282857,3.991468206,0.628571429,0.490240894,0.046511429,0.032011944,0.495412286,0.325219169,0.167285714,0.132826023,0.472368571,0.26070246,122.7141143,34.3418561,0.376979549,0.377576087,0,1,1,3,2,1,1,2,4,1,2,0,1,4,1,2,0,2,1,2,0,2,2,0
ISTJ,SJ,god complex ,17gpgqz0ETe2joQjQlUzRO,50,0.52468,0.138041319,0.63944,0.193619252,-6.58034,2.598550417,0.74,0.443087498,0.050006,0.054236449,0.203579668,0.248857792,0.168386,0.111806316,0.417246,0.218209346,130.62844,33.58365261,0.135203013,0.285557362,2,5,0,3,3,0,2,1,3,0,8,1,5,2,4,1,0,1,1,1,0,0,6,1
ISTJ,SJ,ISTJ playlist,7skij5qLAuFkpe4H3CgPKR,34,0.506647059,0.158451959,0.573617647,0.220984713,-8.162,4.062823082,0.794117647,0.41042563,0.040808824,0.032701565,0.319202059,0.317919767,0.190494118,0.143740176,0.395308824,0.232047671,116.7086765,27.86735806,0.165276635,0.301026449,0,5,1,2,3,0,1,1,2,0,3,1,1,1,3,0,3,1,0,3,2,1,0,0
ISTJ,SJ, OO,4u2MH7Qjkpf4NTNW3dIQEV,50,0.61606,0.120697025,0.86138,0.136540327,-3.72356,2.611502939,0.54,0.503457434,0.109506,0.080699385,0.08452616,0.130602003,0.230132,0.136508321,0.7078,0.197095543,132.4675,28.95125273,0.051111378,0.171344063,0,1,0,6,3,0,0,2,0,5,0,4,4,4,5,2,0,8,3,1,2,0,0,0
ISTJ,SJ,istj supremacy,7KttVFM51zEr21HQPOvDwX,50,0.60286,0.141851893,0.68184,0.169024133,-6.49532,2.544270397,0.6,0.494871659,0.062436,0.06650967,0.147602568,0.210523125,0.211858,0.125575402,0.52768,0.223080606,123.05656,26.35707848,0.063551195,0.191429466,1,7,2,4,2,0,0,2,2,2,4,2,5,0,3,0,0,3,1,2,0,2,4,2
ISTJ,SJ,chaton🐈‍⬛,1mgYFoRi45VyNuXswWVxTG,50,0.60634,0.155488383,0.61384,0.20440859,-7.4715,3.052043412,0.72,0.453557368,0.056112,0.033580641,0.234228764,0.25933694,0.17844,0.116456841,0.505314,0.248496169,122.93714,31.58553095,0.120220313,0.271790021,1,8,0,1,5,0,1,3,2,0,4,1,5,3,2,3,1,2,1,3,0,1,3,0
ISTJ,SJ,Entj + Istj ♡ ,467vj6LUX90tmwUxGtZkie,43,0.605023256,0.140319107,0.696674419,0.152109879,-6.287604651,1.595364851,0.651162791,0.482242822,0.060983721,0.055198028,0.228377549,0.2451398,0.225732558,0.228462529,0.612093023,0.230240125,126.7514651,34.39997996,0.050992611,0.168188242,0,7,0,2,5,0,2,6,2,0,0,1,4,2,3,0,0,2,0,1,1,0,4,1
ISTJ,SJ,garnet ,0l3adHiSWKLp0RJvQ6luli,44,0.675113636,0.108601944,0.694909091,0.150328449,-6.970886364,2.454682675,0.477272727,0.505257768,0.093377273,0.094113412,0.145545341,0.201767636,0.206377273,0.172720932,0.599931818,0.220892944,118.4260682,28.53106797,0.129621345,0.247252703,3,3,2,3,5,0,0,3,1,1,2,0,1,0,1,2,0,5,2,3,1,3,2,1
ISTJ,SJ,little miss perfect,72Po5AIJNPjrARfrtn3qg0,50,0.54306,0.122496882,0.55122,0.221097937,-7.90048,2.928090157,0.74,0.443087498,0.064268,0.067990493,0.371842278,0.336249648,0.150366,0.100746312,0.376972,0.190572281,126.05226,28.1026174,0.018680073,0.077945683,0,6,1,5,5,0,1,1,4,0,3,4,2,2,5,0,2,1,1,1,1,1,2,2
ISTJ,SJ,istj socratic seminar,2CeIpbkXoo616HZLRfKqrq,50,0.50132,0.153396437,0.51842,0.215213429,-8.99408,4.264600122,0.68,0.471212071,0.054836,0.044503821,0.41868268,0.355678883,0.150228,0.095804785,0.391264,0.248201255,115.84668,32.49403619,0.118585733,0.244526775,1,5,2,3,7,0,0,2,1,0,3,0,2,1,6,3,1,2,2,3,3,0,3,0
ISTJ,SJ,istj // the logistician ,5MS1uLS6mnexyWgfFaBFUR,26,0.537653846,0.142634902,0.607846154,0.202624321,-7.508384615,2.985350259,0.846153846,0.367946484,0.069230769,0.055682024,0.244834269,0.251550654,0.185346154,0.142474119,0.502038462,0.238382463,135.6893077,32.50127297,0.011187368,0.033549088,0,8,0,1,3,0,0,1,1,0,2,3,1,0,3,0,0,0,3,0,0,0,0,0
ISTJ,SJ,💫Haneul💫,1HisgpAR2j3p0tLY5EPRBy,9,0.562888889,0.168164684,0.545555556,0.158914372,-7.666222222,3.033635928,0.333333333,0.5,0.053766667,0.051893834,0.268343667,0.27735633,0.110166667,0.038682005,0.3997,0.26068949,121.7495556,32.89487041,0.013141878,0.038201155,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1
ISTJ,SJ,i hate myself,1zsrtf3M2w6mRAW8XCRtJv,26,0.503115385,0.138286464,0.540153846,0.193732949,-9.194423077,2.597465552,0.730769231,0.452344321,0.057465385,0.058183331,0.424647846,0.303730418,0.164507692,0.106461057,0.338392308,0.165896669,128.8849615,30.75952088,0.162863467,0.298268205,0,1,0,0,3,0,0,2,1,0,4,0,3,0,4,0,3,2,0,0,1,0,1,1
ISTJ,SJ,ISTJ ♡,5354SYHvlqXQMXCw09oyeO,42,0.538142857,0.148874242,0.493904762,0.206444915,-8.77752381,3.74138678,0.714285714,0.457229957,0.072454762,0.072378016,0.417595,0.339700884,0.164180952,0.189953767,0.349890476,0.206580442,118.976119,32.62577849,0.032336505,0.141489308,1,1,1,3,3,1,1,3,5,2,4,1,5,3,0,1,1,1,4,0,1,0,0,0
ISTJ,SJ,cassie silven,0WeliZnVMKX65U4xwT9cCq,46,0.467717391,0.171258565,0.433421739,0.241962434,-10.05082609,4.864075974,0.5,0.50552503,0.044352174,0.024291807,0.452545196,0.383364841,0.122347826,0.066050031,0.259915217,0.206114606,118.5941957,30.80962162,0.08919833,0.253863742,1,5,0,1,1,3,1,1,1,1,1,2,3,3,2,2,1,3,1,3,2,1,2,5
ISTJ,SJ,istj 8w7,4oGy05fC70tPSeA0qEXrwo,50,0.61072,0.172341384,0.743682,0.181857118,-6.87044,3.29692279,0.34,0.478518121,0.093444,0.095156524,0.187543298,0.24921452,0.23252,0.154355139,0.51552,0.190223739,134.72602,31.85258158,0.119302089,0.277752735,3,4,3,4,1,1,0,2,0,1,0,2,2,3,0,2,0,5,2,1,1,1,7,5
ISTJ,SJ,istj songs,74e6fdAyhRHTk0U2146JZj,10,0.6074,0.213089548,0.5487,0.158527285,-7.8887,2.224069646,0.7,0.483045892,0.05728,0.050157725,0.21491,0.193744617,0.12243,0.069300442,0.495,0.245574157,122.9927,32.63945918,0.089653085,0.17049504,0,0,1,0,2,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0
ISTJ,SJ,istj x infj,791d4ZKy3FIltkWgMS8AXg,48,0.605333333,0.138286833,0.671020833,0.1523457,-6.1588125,2.313543562,0.625,0.489246055,0.069635417,0.057512739,0.152103053,0.209275839,0.19094375,0.167890037,0.47029375,0.20672982,122.0648333,27.04856551,0.019254656,0.110785212,1,3,2,4,4,0,0,1,1,2,0,3,5,4,3,4,4,1,0,2,2,0,1,1
ISTJ,SJ,(:) istj공주,2zQSEWaMsgI7kjLrwzkq53,19,0.672631579,0.112328492,0.723315789,0.146171533,-4.641842105,1.991379261,0.473684211,0.512989176,0.111557895,0.111872315,0.177653158,0.175817719,0.202821053,0.156438119,0.549789474,0.199995439,124.6370526,27.94656642,2.36E-05,9.54E-05,1,0,1,0,3,0,0,1,1,0,0,1,0,1,0,1,1,1,3,0,0,2,2,0
ISTJ,SJ,"a 1, an istj, and a sagittarius walk into a bar",2eHrEOR7FYkH1KFoYNWJlh,32,0.56521875,0.148156355,0.473021875,0.234781757,-9.239875,3.325764513,0.78125,0.420013441,0.055884375,0.042917897,0.59345625,0.296947148,0.147503125,0.124666278,0.450134375,0.245963445,119.134625,38.59752458,0.040413582,0.115240459,0,3,2,1,1,0,2,0,2,0,4,2,1,2,3,0,3,0,2,1,1,1,1,0
ISTJ,SJ,hokuto hidaka 💎,2f8u5gHin8TSi2As2bRr78,31,0.496258065,0.154315255,0.55043871,0.236354662,-8.379870968,2.960462641,0.806451613,0.401609664,0.049416129,0.057140237,0.37676129,0.345607205,0.146048387,0.092326269,0.38806129,0.227049849,116.4849355,26.4127764,0.040853124,0.148705881,1,5,0,1,1,0,2,2,0,1,2,0,3,4,1,0,1,0,1,4,0,0,1,1
ISTJ,SJ,therapy,0hGs3MhTerQK5haAU6cfWi,50,0.50124,0.123825183,0.66964,0.193373674,-7.95586,3.735983153,0.6,0.494871659,0.052894,0.053668957,0.194273356,0.26975533,0.135136,0.073093174,0.35758,0.22079428,126.95276,30.94419697,0.364447762,0.375697926,0,5,2,1,4,0,2,2,1,2,4,0,3,4,4,2,0,5,1,1,2,1,2,2
ISTJ,SJ,Администратор | ISTJ,2vWJvmXRIOHVmPYFGnPrpj,50,0.56368,0.121456205,0.70458,0.180228437,-7.0698,3.272047047,0.32,0.471212071,0.065174,0.078036869,0.158706586,0.210332726,0.215434,0.154032726,0.482238,0.26009354,129.47656,27.80936673,0.043973065,0.140820756,2,3,4,2,1,1,0,4,1,1,0,6,2,3,0,2,1,2,0,3,2,1,9,0
ISTJ,SJ,istj estp rivals to coworkers to lovers to exes back to lovers,4YTmKw3P5xHHT1SoZsUkB1,50,0.66282,0.098010347,0.79702,0.094537217,-4.46546,1.275217328,0.56,0.501426536,0.063028,0.047280233,0.06378761,0.082146102,0.176672,0.119382982,0.6862,0.190775325,120.28874,21.94193195,0.00060732,0.002290872,1,2,1,3,2,1,2,3,3,4,2,3,2,7,2,1,1,2,2,0,2,2,1,1
ISTJ,SJ,ISTJ,2ohyVqBdeO907D7EhgN3SK,8,0.52975,0.186342043,0.503,0.293302379,-9.289875,4.845868916,1,0,0.038675,0.011201626,0.47765,0.394129645,0.17045,0.107289142,0.42825,0.264267586,123.99375,24.81107775,0.167613875,0.307155026,0,1,0,0,1,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0
ISTJ,SJ,lan wangji,6Zhtnf6bCvzbUMMeH9gXWn,17,0.504764706,0.100692309,0.471411765,0.161081524,-9.741058824,3.145047664,0.647058824,0.492592183,0.040341176,0.023026427,0.323302353,0.299192274,0.136335294,0.072386652,0.414088235,0.211875275,111.732,29.85007805,0.027572892,0.094081813,2,1,0,0,3,0,1,1,1,0,0,1,0,0,3,1,1,1,0,1,0,0,0,0
ISTJ,SJ,istj,6VK8MUEG8I2u0LkmH4Tf3r,18,0.531222222,0.137445842,0.752555556,0.152317865,-7.726888889,3.036175979,0.888888889,0.323380833,0.062822222,0.087088924,0.225763889,0.184552776,0.2663,0.244712201,0.610611111,0.259481415,126.5702778,31.75918312,0.008532029,0.030651652,0,3,0,2,4,0,0,0,0,0,0,1,2,1,3,0,0,0,0,1,0,1,0,0
ISTJ,SJ,Mbti mitski because I am mentally ill,7kjajGlZkacQbDymISUXnF,16,0.452375,0.115443998,0.4399375,0.257474521,-9.95475,4.112052051,0.8125,0.403112887,0.0402375,0.015119077,0.376663706,0.410187357,0.10566875,0.023646472,0.35375625,0.250057148,115.0195,25.74293561,0.026123639,0.097097935,0,2,0,2,4,0,0,0,0,1,0,1,2,0,0,0,1,0,2,0,0,0,1,0
ISTJ,SJ,valya,2f5rYeKfq54iRv4lxtfXtW,19,0.582684211,0.151221711,0.813789474,0.094740921,-4.477578947,1.652359334,0.526315789,0.512989176,0.097336842,0.071073618,0.084744842,0.125401528,0.217226316,0.17035761,0.512994737,0.207597823,130.9747895,25.79611075,0.042983811,0.132844339,0,0,2,1,2,0,0,3,0,1,1,0,3,0,0,0,0,0,2,1,1,2,0,0
ISTJ,SJ,you crave the academic validation - study playlist,1g0U0fhgAxFPIjFcsH6qUb,50,0.313632,0.174301747,0.1478956,0.140395283,-21.19332,6.446708182,0.42,0.498569382,0.053676,0.061910962,0.93404,0.096462314,0.11507,0.065714619,0.150842,0.16458854,101.7669,29.55720808,0.716483758,0.328583715,1,4,1,1,3,1,3,4,1,3,1,1,5,1,1,0,1,4,0,0,2,0,7,5
ISTJ,SJ,jamie,1MSAh4BV6qHsb8ewgCDDch,20,0.62105,0.146824448,0.45211,0.256028966,-11.84995,6.129978823,0.85,0.366347549,0.069025,0.06387912,0.4671685,0.36537024,0.185085,0.146808057,0.377795,0.263855103,135.89365,34.76718028,0.265245792,0.394094003,0,4,1,2,2,0,2,1,1,0,2,0,1,1,1,0,1,0,0,0,0,1,0,0
ISTJ,SJ,istj 1w9,2dov2f2KctTbphAqjcWHBd,50,0.5291,0.184860814,0.5115,0.193728218,-8.26806,3.91803538,0.7,0.46291005,0.071866,0.065736203,0.37800426,0.344592429,0.154776,0.106026238,0.3866,0.219432943,119.8106,29.61484862,0.04106667,0.145522864,4,10,2,0,1,0,1,2,2,0,5,3,3,2,2,1,3,2,2,4,0,0,1,0
ISTJ,SJ,Lovey Dovey Omihina,07DYqcR8NkF35HQSM8vSJe,41,0.50902439,0.14920665,0.364226829,0.194500485,-10.2142439,4.17089968,0.902439024,0.300406229,0.039973171,0.014724096,0.62986678,0.302630953,0.148990244,0.08944302,0.3635,0.232487204,110.7033659,31.74900191,0.033929289,0.146983636,1,4,0,3,3,0,3,1,1,0,4,0,5,3,3,0,1,2,3,4,0,0,0,0
