mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,Gminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,BMajor_count,F#/GbMajor_count,D#_Ebminor_count,Dminor_count
ENTP,NT,ENTP supremacy - a playlist,3bN8IazYXLjmFLDqvTabxI,10,0.7736,0.092675299,0.7664,0.098055766,-5.5823,1.438719187,0.5,0.527046277,0.10424,0.073830364,0.088446,0.081759465,0.19715,0.20951882,0.7275,0.222861816,129.1061,31.91887109,0.000313275,0.000719945,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0
ENTP,NT,ENTP,44mmctWU8iFW2fnVzXO52C,22,0.579727273,0.156129123,0.606318182,0.172892035,-6.307227273,2.77909718,0.681818182,0.476731295,0.061227273,0.038071139,0.214522727,0.286282458,0.167995455,0.084786188,0.495722727,0.269666683,126.7416818,34.38908872,0.02532007,0.057123105,1,0,0,1,3,1,2,2,1,1,1,0,2,0,1,0,1,2,2,0,0,1,0,0
ENTP,NT,Entp,71t2A8FJY8obkQbuvgnmOm,14,0.606214286,0.178880785,0.736428571,0.129925845,-6.018071429,1.554285711,0.357142857,0.497245158,0.087642857,0.065612378,0.160648786,0.195032238,0.241728571,0.233413158,0.396142857,0.221645544,123.8481429,24.1155462,0.009942041,0.024234222,0,1,1,1,1,0,3,0,0,0,1,1,0,0,2,1,0,0,0,2,0,0,0,0
ENTP,NT,Badass Music ENTP7w8,4WYWUg8t6qYArJ46Ex1UQe,50,0.67402,0.122778462,0.66092,0.167234022,-6.11458,2.047338851,0.42,0.498569382,0.112694,0.104865059,0.1631762,0.199282307,0.136192,0.073658497,0.504812,0.206117373,134.50776,29.13606641,0.014224636,0.045784371,3,2,4,7,1,2,5,1,1,0,5,1,2,2,4,1,0,4,0,1,1,1,0,2
ENTP,NT,💆entp,4tyQ3csXapBN87lLqbayzF,50,0.63366,0.147514871,0.54878,0.164957668,-7.59498,2.289288843,0.48,0.50467205,0.1137,0.137055232,0.31222372,0.270015452,0.157898,0.112030935,0.43639,0.236542816,118.41408,29.97027795,0.022580035,0.078622934,1,4,3,4,0,0,3,2,4,3,1,2,2,3,1,2,2,3,1,1,1,4,0,3
ENTP,NT,ENTP,5MDacpAlyvoCQaexfMkspN,37,0.666540541,0.166704761,0.727108108,0.159520598,-5.573459459,2.173673409,0.621621622,0.491672393,0.121294595,0.110081614,0.136299946,0.18742574,0.191848649,0.111266062,0.58027027,0.220842031,125.8615946,29.75645879,0.0449132,0.128394771,2,4,1,5,5,0,2,0,3,0,1,1,2,0,3,4,4,0,0,0,0,0,0,0
ENTP,NT,ENTP💜,1sBeknyjZHB0Hg8FrxYKL0,42,0.648452381,0.146884425,0.682214286,0.174206989,-7.160952381,3.065650179,0.642857143,0.484965605,0.072407143,0.061039873,0.168240038,0.227268248,0.23812381,0.164862319,0.65242619,0.248400806,120.745,27.60827162,0.039910347,0.143470773,0,4,0,3,4,1,5,2,2,2,2,0,3,0,3,3,2,1,0,2,2,1,0,0
ENTP,NT,EnTp 22,0sfCrM8f0OWud9RDnqO94q,50,0.69414,0.125251422,0.70884,0.135130075,-5.64666,2.024163547,0.62,0.490314351,0.0939,0.091761557,0.1569588,0.184025254,0.169242,0.134688304,0.515004,0.239750995,121.91278,25.42754976,0.027272089,0.117980471,0,3,2,1,8,0,1,1,3,1,3,1,3,1,4,2,2,1,1,4,5,2,1,0
ENTP,NT,the entp seven,7E3omHKaOSTE3LtPVoL71B,50,0.78144,0.119116674,0.6631,0.150818075,-6.1069,2.03433372,0.52,0.50467205,0.196788,0.133722739,0.12557384,0.154413891,0.156328,0.116461583,0.551846,0.227192632,124.23128,23.56242668,0.004188234,0.019477301,0,2,3,8,3,0,2,0,2,0,0,1,2,4,2,1,1,4,1,5,6,1,1,1
ENTP,NT,EnTp 22,0sfCrM8f0OWud9RDnqO94q,50,0.69414,0.125251422,0.70884,0.135130075,-5.64666,2.024163547,0.62,0.490314351,0.0939,0.091761557,0.1569588,0.184025254,0.169242,0.134688304,0.515004,0.239750995,121.91278,25.42754976,0.027272089,0.117980471,0,3,2,1,8,0,1,1,3,1,3,1,3,1,4,2,2,1,1,4,5,2,1,0
ENTP,NT,Entp,03a2wtRCc3077GmtfYqm7O,39,0.678102564,0.134933862,0.705589744,0.173980144,-5.799948718,2.523431612,0.41025641,0.498310235,0.10694359,0.102081943,0.134129846,0.167303182,0.217192308,0.169658045,0.546948718,0.210019166,117.9399744,28.01530976,0.112070078,0.245741958,1,1,1,4,1,1,7,0,3,1,2,0,2,3,1,2,2,4,1,0,1,1,0,0
ENTP,NT,the entp seven,7E3omHKaOSTE3LtPVoL71B,50,0.78144,0.119116674,0.6631,0.150818075,-6.1069,2.03433372,0.52,0.50467205,0.196788,0.133722739,0.12557384,0.154413891,0.156328,0.116461583,0.551846,0.227192632,124.23128,23.56242668,0.004188234,0.019477301,0,2,3,8,3,0,2,0,2,0,0,1,2,4,2,1,1,4,1,5,6,1,1,1
ENTP,NT,i <3 me / entp moment,10dnDgzn3DVK1YKTdE0yNe,50,0.659,0.109915366,0.77676,0.143452838,-4.79962,1.763071009,0.5,0.505076272,0.087432,0.065803432,0.059690214,0.107344906,0.17394,0.109643465,0.61382,0.177851198,132.11068,25.27728905,0.033042838,0.13222385,2,2,2,4,3,1,2,1,3,1,2,3,5,2,2,2,1,1,0,5,2,3,0,1
ENTP,NT,ENTP,4cR5TjF6FMyolu1YRRnrO1,50,0.68548,0.133074053,0.69666,0.150084277,-6.25304,2.802904222,0.44,0.501426536,0.084674,0.072634174,0.143369788,0.193349993,0.206084,0.155455514,0.59908,0.201790034,120.06084,25.96535492,0.064559429,0.194853787,4,3,1,6,3,0,6,0,3,1,0,2,4,2,1,3,1,2,0,3,1,2,0,2
ENTP,NT,Entp,3NvIYJDgTuMp7IFhjlU3D9,50,0.64222,0.155002474,0.76372,0.149560996,-5.06662,1.882378509,0.58,0.498569382,0.080276,0.047158069,0.065950168,0.134711022,0.187612,0.132643622,0.614108,0.227611474,128.43234,27.83900613,0.022249911,0.073746147,2,3,2,7,4,0,3,1,4,1,3,2,2,0,2,1,1,1,1,2,1,6,0,1
ENTP,NT,entp,2LQc6nNDHLrYwG6FTdU2K4,50,0.57842,0.161391537,0.72882,0.13971833,-5.56684,1.859868422,0.46,0.503457434,0.077842,0.080572797,0.094409783,0.133990626,0.209006,0.175167881,0.47259,0.240892312,124.73584,28.12894094,0.052023755,0.172491792,3,1,0,3,4,0,3,1,3,0,4,1,4,3,2,1,1,4,3,3,3,1,0,2
ENTP,NT,ENTP,0oF1y0Wty5mYstr4HQhqS4,50,0.63834,0.110007534,0.7825,0.125488962,-5.2347,1.622762588,0.42,0.498569382,0.086722,0.075125012,0.05749838,0.091106817,0.196084,0.174990372,0.6082,0.204054214,124.439,26.42997363,0.019312742,0.045479511,2,2,6,2,5,0,2,2,4,2,5,1,1,1,1,1,3,3,2,4,0,1,0,0
ENTP,NT,Entpannt,2T4DN52TTetNjO0uSjhr8X,6,0.569333333,0.102244152,0.716166667,0.211425085,-6.8695,1.953484451,0.5,0.547722558,0.036016667,0.006150583,0.154937,0.308947836,0.1226,0.058592559,0.506166667,0.234236134,109.8761667,23.9062237,0.01132063,0.026411126,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0
ENTP,NT,reze | chainsaw man,3JWhAKLuf2HWIhQzjfs04e,34,0.583764706,0.159341459,0.682323529,0.206656166,-6.778323529,3.608961394,0.588235294,0.499554168,0.069088235,0.073189069,0.206321294,0.224402026,0.192411765,0.179568324,0.460579412,0.243268738,125.3876765,24.45454013,0.077121888,0.209887874,0,2,1,1,4,1,3,1,1,3,0,1,2,0,2,0,2,2,1,5,1,0,1,0
ENTP,NT,Entpannt ,0P4OYw9qXrzQMGdS2ktX7v,50,0.65278,0.097142288,0.68174,0.139091779,-5.954,1.650859022,0.58,0.498569382,0.083454,0.059476832,0.1894086,0.190722085,0.17524,0.114106377,0.48598,0.215029043,118.86986,25.9294638,7.56E-05,0.000311693,1,6,1,2,5,0,3,0,1,1,6,1,5,0,4,0,0,2,2,5,1,3,1,0
ENTP,NT,entp,5HwVhFpnyumNZN7PbU4EWy,26,0.590576923,0.163027893,0.686384615,0.180706187,-6.953692308,2.872394343,0.538461538,0.508391127,0.121719231,0.116128512,0.077226538,0.105987202,0.255069231,0.179691034,0.505961538,0.208969755,118.0156154,29.9338945,0.081267131,0.174172829,1,2,2,2,3,0,3,0,0,0,0,1,3,0,2,1,0,2,1,2,0,1,0,0
ENTP,NT,🦊🦊🦊,5vjetUvdiUQJvze4RoRlPc,50,0.5638,0.146712547,0.74326,0.178538375,-6.56402,3.078446278,0.52,0.50467205,0.078354,0.06902184,0.138313182,0.191122499,0.179072,0.141424531,0.5935,0.222987073,133.44224,31.16457676,0.081944882,0.221334182,2,5,4,8,3,1,2,1,1,2,1,1,3,1,0,5,1,1,0,4,1,1,2,0
ENTP,NT,Entp Home,5zgOpidqbLbV6q7ERJ4QCQ,50,0.56316,0.156680796,0.59892,0.172599908,-7.89012,2.582649926,0.64,0.484873221,0.059672,0.049932354,0.253319857,0.255148752,0.162508,0.103815885,0.462176,0.196006492,117.90014,32.8074397,0.166793186,0.280843357,1,3,0,2,1,1,1,2,3,6,0,1,3,0,4,7,3,2,3,2,0,4,0,1
ENTP,NT,ENTP,6MIV8NnjOm7crlxFJ26XWN,50,0.63012,0.154103151,0.67658,0.194755953,-6.0901,2.745164731,0.52,0.50467205,0.078024,0.083735871,0.13918124,0.204236032,0.155642,0.109725003,0.54602,0.236488037,117.95706,29.30611244,0.027064538,0.084648193,1,1,2,3,3,2,5,2,3,4,1,1,3,1,1,5,1,0,1,2,2,3,1,2
ENTP,NT,entp mf ,6R2bdZ4gsKUuRZ8tVovnQ6,13,0.598846154,0.095316006,0.701615385,0.150040294,-6.393307692,3.387256151,0.230769231,0.43852901,0.113807692,0.113867609,0.126451092,0.181454803,0.219692308,0.193482038,0.502638462,0.238844822,129.2335385,25.04160545,0.146716079,0.274936179,2,0,1,1,0,1,0,0,2,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0
ENTP,NT,ENTP,1RDJi4nXAg01xcGK03QV5q,22,0.613409091,0.156373685,0.720954545,0.127101189,-5.797454545,2.035399615,0.590909091,0.50323628,0.058681818,0.042913242,0.071336818,0.125377496,0.175868182,0.111586752,0.624181818,0.200517815,114.8602727,28.3219387,0.108836651,0.272186871,0,0,0,1,1,1,1,1,1,1,2,0,2,0,2,3,2,1,0,0,0,2,1,0
ENTP,NT,ENTP 3w4,09XSwLJbzYBQL8LGyiNnpQ,50,0.617,0.151409028,0.66994,0.206048678,-7.0592,3.229564133,0.58,0.498569382,0.091834,0.080398509,0.224851356,0.280733603,0.184112,0.153486219,0.58516,0.219222872,118.78722,28.43532553,0.027515956,0.096738278,0,8,1,5,3,1,3,2,3,3,2,2,3,0,1,6,1,0,0,3,1,1,0,1
ENTP,NT,entparadigm,5pbAdCpIbYm0yhitqQrFQM,35,0.623314286,0.103511514,0.727714286,0.133807714,-5.465142857,1.605519948,0.342857143,0.481593992,0.104202857,0.075282966,0.092706229,0.117835638,0.232482857,0.183097668,0.590942857,0.160964545,129.7541143,32.81807232,0.019959062,0.103686283,2,5,3,1,0,0,6,2,3,0,1,1,1,0,0,1,2,4,0,1,0,1,1,0
ENTP,NT,entpvibes,1bKr5vDFgf8gHPAVtOkC6j,38,0.707657895,0.118133062,0.720973684,0.187437844,-6.623473684,2.974301433,0.578947368,0.500355492,0.145918421,0.124769751,0.060300079,0.085763041,0.225165789,0.139613382,0.555628947,0.21949677,122.3196579,28.35772698,0.103216576,0.237612512,1,2,1,8,1,1,1,1,3,3,1,1,2,0,1,2,0,2,0,3,1,2,1,0
ENTP,NT,entpvibes,1bKr5vDFgf8gHPAVtOkC6j,38,0.707657895,0.118133062,0.720973684,0.187437844,-6.623473684,2.974301433,0.578947368,0.500355492,0.145918421,0.124769751,0.060300079,0.085763041,0.225165789,0.139613382,0.555628947,0.21949677,122.3196579,28.35772698,0.103216576,0.237612512,1,2,1,8,1,1,1,1,3,3,1,1,2,0,1,2,0,2,0,3,1,2,1,0
ENTP,NT,ENTP,1LGm4YThR52SMQ06aZ1biC,21,0.678238095,0.171734943,0.758714286,0.146276158,-4.632238095,1.49032835,0.476190476,0.511766316,0.074757143,0.091752022,0.038335714,0.051126966,0.172557143,0.097384802,0.650047619,0.202221531,125.0508571,31.26240927,0.017399852,0.073658946,0,0,1,2,2,1,0,1,2,1,2,1,2,1,0,1,0,0,0,2,1,0,1,0
ENTP,NT,Entp,78Kk0o2LjF4x6t2zVzGQDs,35,0.574657143,0.124406105,0.718771429,0.14103318,-7.219457143,2.275832586,0.4,0.497050122,0.050682857,0.039261068,0.153744,0.163729159,0.174848571,0.114983,0.426911429,0.246505331,126.8371714,31.88423852,0.286626499,0.349770774,0,1,2,0,0,1,2,1,3,0,1,2,5,1,2,4,1,1,0,4,2,1,1,0
ENTP,NT,entp entp entp,7hhN08jWcEvGnXqyN8ecrp,50,0.64084,0.149435722,0.76788,0.160367262,-5.4771,1.912844001,0.6,0.494871659,0.100038,0.090738159,0.11487499,0.162599329,0.250462,0.218604902,0.61874,0.211829621,120.35512,29.6603047,0.088983174,0.222777069,1,2,1,4,8,1,4,4,4,2,0,1,2,1,1,3,2,2,0,3,2,2,0,0
ENTP,NT,entp,2p6Tsk5Me0QD5zQCysY9vU,50,0.54014,0.147730589,0.57512,0.199435391,-8.0666,2.967356303,0.6,0.494871659,0.074214,0.069941448,0.334207797,0.304969532,0.206168,0.179140119,0.411006,0.23005868,120.96326,30.70620482,0.094270512,0.187689549,1,6,2,2,4,1,1,1,3,2,1,0,6,1,1,2,5,1,2,4,0,0,2,2
ENTP,NT,ENTP,3Mo3UOMBwqgbMyjZKZx03D,50,0.718,0.13944833,0.68912,0.145927245,-5.83366,2.561478867,0.6,0.494871659,0.233584,0.141444987,0.155370744,0.154270143,0.21178,0.165701851,0.461668,0.20440761,131.90502,29.33923542,0.068801928,0.178583916,0,4,1,6,5,0,1,0,1,1,0,0,4,3,3,2,1,9,1,2,4,1,1,0
ENTP,NT,ENTP,1MIdUtzhgvaSbRA68IT9RV,50,0.58268,0.13450551,0.57062,0.191371622,-7.64714,3.227639872,0.68,0.471212071,0.0604,0.057104237,0.327777558,0.317602297,0.183392,0.138609074,0.449318,0.256515447,131.24128,27.67704154,0.052676998,0.170442984,2,6,4,3,1,2,2,3,0,4,2,0,6,2,2,0,1,2,4,0,0,2,0,2
ENTP,NT,Entp ,5q6EV1BQw41p5E7gOMFiw2,50,0.62092,0.148833949,0.74202,0.135632831,-5.43574,1.875785287,0.48,0.50467205,0.076812,0.067777438,0.09776231,0.134960493,0.19964,0.139133322,0.562756,0.220240716,122.20614,29.86767195,0.067903985,0.198925215,1,1,1,5,3,2,12,3,2,2,1,1,2,0,0,2,0,4,1,2,2,3,0,0
ENTP,NT,ENTP 💜🌑,0kDByZMYYUCb7hlyFCFJNu,21,0.658428571,0.156293177,0.726047619,0.120420296,-5.107285714,1.889267243,0.571428571,0.507092553,0.063671429,0.064326574,0.095179048,0.10444298,0.198990476,0.113329934,0.640952381,0.205867792,114.3430952,26.03064648,0.064745238,0.196478116,0,0,0,1,3,0,1,1,1,2,3,0,2,0,0,1,0,1,0,2,2,1,0,0
ENTP,NT,what being an ENTP sounds like,6SmiTof5o2kIEnp5DamB3m,50,0.61778,0.136774847,0.728,0.163366122,-6.02156,2.632189429,0.44,0.501426536,0.090326,0.092129206,0.14402804,0.20433021,0.182624,0.120540975,0.554376,0.196976885,120.47768,28.75323753,0.030213856,0.086821749,1,3,2,3,3,1,1,1,3,1,2,2,3,4,1,4,3,3,0,4,2,1,1,1
ENTP,NT,Entp,5Yi7bN9BTuOBQc9EI4xiiO,8,0.72525,0.143769409,0.708625,0.127759749,-5.1915,2.060831455,0.5,0.534522484,0.0996625,0.106159811,0.1665425,0.182003248,0.195875,0.104764276,0.519375,0.18715077,116.546125,32.63460402,0.15239525,0.317267469,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0
ENTP,NT,ENTPeda ENTJarras,7bhz5eK1yGKoSo7RfjIcEF,50,0.6961,0.171840606,0.70868,0.175242158,-6.044,2.211219859,0.42,0.498569382,0.101154,0.083251111,0.2070416,0.229287633,0.16723,0.118324721,0.62026,0.189044732,114.5594,27.34111777,0.000524979,0.002808815,2,3,7,1,2,3,2,0,2,2,2,0,2,1,2,4,2,3,1,4,2,1,0,2
ENTP,NT,tell me all the ways to stay away,3V58i9laro5CBGjIuYkA7d,30,0.536833333,0.142298638,0.6592,0.191645398,-7.339333333,3.470273102,0.566666667,0.504006933,0.058123333,0.049707112,0.151507163,0.264386869,0.21546,0.174305326,0.37518,0.186695573,122.8637667,32.59549843,0.077021787,0.176490768,0,2,1,2,2,1,2,0,0,1,1,3,3,1,2,0,0,1,2,3,2,0,1,0
ENTP,NT,ENTP vibes,6VlHr2qVDonMwR6NH6DAuw,19,0.672842105,0.132092671,0.776052632,0.111010747,-4.992473684,2.35997668,0.473684211,0.512989176,0.060063158,0.039038019,0.110211105,0.200515436,0.226778947,0.149227986,0.661947368,0.209936624,119.7142105,21.9511492,0.021060545,0.077631963,0,3,0,0,0,0,3,2,1,1,1,0,3,2,0,2,0,1,0,0,0,0,0,0
ENTP,NT, studying entp,4MoijlYL0Uj1mRKUyhAsha,50,0.61248,0.17295313,0.55152,0.199538676,-8.1357,3.268915374,0.52,0.50467205,0.08564,0.085368634,0.3246415,0.277102013,0.177522,0.126112095,0.469892,0.211414989,114.46644,28.0769595,0.070768853,0.207576427,2,3,2,5,2,2,3,0,5,1,3,2,3,3,0,1,6,1,2,2,2,0,0,0
ENTP,NT,entp list p,15PylSDcej1Y7MfwlhFfxb,50,0.6171,0.163437094,0.58202,0.185280206,-7.47652,3.106792277,0.68,0.471212071,0.05954,0.062524744,0.3251732,0.281055544,0.161222,0.134291034,0.48124,0.218859433,117.66452,25.27923186,0.026286132,0.139754761,2,7,0,0,4,3,4,5,3,5,2,1,3,0,1,3,3,0,1,0,1,1,0,1
ENTP,NT,ENTP,5XR1el13hvRzUqCgIhVqsz,50,0.63994,0.143196655,0.68252,0.172153259,-6.3141,2.687288355,0.54,0.503457434,0.091434,0.09374462,0.12424942,0.151501361,0.192146,0.156960615,0.508698,0.237420072,126.82312,31.29330374,0.030504386,0.094137399,1,5,1,4,5,0,5,0,6,4,3,0,3,2,1,2,3,1,0,1,1,1,1,0
ENTP,NT,my ENTP vibes,4xa4dAE48C9stwmpexSDUg,50,0.60108,0.140379928,0.70728,0.18525438,-5.8905,2.107161794,0.48,0.50467205,0.075938,0.057477495,0.085508812,0.135778124,0.212416,0.189707635,0.4885,0.21144954,120.13988,29.26673708,0.060952937,0.161112957,2,5,2,3,2,0,4,1,1,5,3,3,0,1,2,3,4,2,1,4,1,0,0,1
ENTP,NT,for my entp self,4vBVp1qLIZo85amRWMQ77f,50,0.64478,0.122859683,0.70892,0.161149802,-5.73878,2.560518963,0.66,0.478518121,0.086192,0.075828886,0.124699348,0.165294226,0.175458,0.113389392,0.552308,0.187359004,127.99376,26.76831826,0.009121435,0.03705287,0,8,2,2,2,1,1,3,2,5,2,1,6,2,0,2,4,0,0,4,0,2,0,1
ENTP,NT,entp🤙,0C85phyapoLexstDtXWd6O,50,0.59134,0.131381608,0.60942,0.175002051,-6.8636,2.384591472,0.4,0.494871659,0.069416,0.056308938,0.22242038,0.222385033,0.145748,0.077910983,0.4485,0.200557917,124.35456,32.49401873,0.019246268,0.057162396,2,1,2,1,3,0,2,0,2,3,5,2,2,3,3,3,1,3,0,2,1,5,0,4
ENTP,NT,ENTP,5IkLIbvv1YGSKRCxRnjHbm,50,0.6011,0.149277204,0.73968,0.145417266,-6.04772,2.10574246,0.42,0.498569382,0.10062,0.096685358,0.14062556,0.18214196,0.238804,0.170181345,0.54034,0.227945895,127.06184,33.64941691,0.113814868,0.256725922,4,2,2,3,1,1,5,0,4,0,1,1,2,2,6,5,3,1,2,4,1,0,0,0
ENTP,NT,ENTP typa shit ,0hXS5ZrKk4BrC3jDDKwJDW,50,0.59924,0.136547601,0.6916,0.179341881,-5.91508,2.442025329,0.56,0.501426536,0.049428,0.038222352,0.192058472,0.257013844,0.162396,0.108433326,0.53153,0.263759674,124.46668,25.15727508,0.032835506,0.101401571,2,7,1,3,2,1,1,1,1,3,0,1,4,0,2,7,2,4,0,2,2,1,1,2
ENTP,NT,ENTP,334QD6OvwmHqBuUzbWG51n,50,0.67232,0.149588475,0.66822,0.134964589,-5.90202,2.219514798,0.44,0.501426536,0.10356,0.100649525,0.1055092,0.135457772,0.180374,0.121873966,0.485432,0.222846649,126.35874,32.13817479,0.039296278,0.156706466,0,5,1,2,1,0,3,0,5,0,3,2,6,3,1,4,0,3,3,3,1,3,1,0
ENTP,NT,ENTP,3yMihu6m793FZdlocvYcKF,48,0.657020833,0.172031478,0.70025,0.186024993,-5.763104167,2.937595856,0.645833333,0.483321105,0.101333333,0.094738335,0.143670667,0.199932613,0.212670833,0.165875539,0.574633333,0.21336177,118.3135833,28.98408823,0.042809547,0.136051165,0,1,2,6,6,1,2,2,1,2,2,0,3,3,2,2,1,1,0,4,5,2,0,0
ENTP,NT,entp songs,2qj68OibMiqrasLkw7ZEMQ,39,0.567025641,0.133049157,0.744333333,0.159431941,-5.482589744,1.927625574,0.487179487,0.506369684,0.083825641,0.080840358,0.137036654,0.216786337,0.206376923,0.126507812,0.57674359,0.215746893,121.3791282,31.62973997,0.040167963,0.146059082,0,3,1,5,3,0,4,1,2,1,1,0,2,1,2,5,2,0,0,5,0,0,0,1
ENTP,NT,entp,0l90VLWYRtZHgCDT12eLgL,50,0.62818,0.141345241,0.66384,0.1698868,-7.06152,2.973488841,0.6,0.494871659,0.110438,0.104169936,0.1302022,0.168317499,0.238142,0.210384616,0.39818,0.235140467,125.82208,31.0393542,0.09870938,0.22241786,1,5,1,2,4,1,4,1,1,0,0,4,3,2,9,2,1,2,0,2,3,1,1,0
ENTP,NT,ENTP,4erxcrstFGhCPIFkb9ILeQ,50,0.63144,0.17297141,0.7688,0.15975006,-5.65214,2.547578666,0.56,0.501426536,0.102576,0.07834792,0.062632,0.107949233,0.272554,0.243227974,0.609094,0.214509299,123.95096,29.3154052,0.01490469,0.03696464,1,7,1,8,0,0,2,0,2,1,2,2,2,1,2,3,1,1,1,6,3,3,1,0
ENTP,NT,hot entp  7w8 moment,6PjPyf8NTsEPIEN52c4lM6,50,0.67986,0.163685364,0.67474,0.165280443,-6.08508,2.557974796,0.46,0.503457434,0.117392,0.086106047,0.1305288,0.156893023,0.187858,0.15898718,0.51206,0.204591321,128.24042,27.6708237,0.023758237,0.090964389,1,6,4,6,2,1,3,1,4,0,0,4,0,2,2,3,3,4,1,1,0,1,0,1
ENTP,NT,Entp,4BFbCaWOsRuS1iXue7KABG,50,0.73336,0.142530306,0.73026,0.153681331,-5.60966,3.166389153,0.4,0.494871659,0.126216,0.116483418,0.095882036,0.172150732,0.205372,0.147819497,0.5782,0.226471965,116.51654,26.72122899,0.074920072,0.199197089,0,0,4,5,1,0,2,1,4,1,4,1,3,0,2,5,3,4,1,3,0,3,2,1
ENTP,NT,ENTP,3bgxU803LqwjrlKseQ63pY,26,0.705961538,0.133024353,0.674923077,0.125710118,-5.561038462,1.64539064,0.307692308,0.470678724,0.152103846,0.12188286,0.128395385,0.161822775,0.194369231,0.132337368,0.568730769,0.233991035,116.9075385,23.92364834,0.001284186,0.005850397,1,0,0,2,1,0,2,0,3,0,1,2,1,0,2,0,1,3,0,4,1,0,0,2
ENTP,NT,ENTP feelings 🛐,0bK5FPgrjAiwzj4gQj9vJD,50,0.5992,0.106898388,0.69966,0.150686133,-6.4432,2.638774259,0.66,0.478518121,0.069646,0.043372695,0.088199282,0.112153823,0.151724,0.092766797,0.453998,0.201564737,128.71146,27.98733444,0.032952529,0.116618892,1,4,4,3,6,0,0,2,2,6,1,1,5,1,2,1,3,1,1,3,0,1,1,1
ENTP,NT,entp ,5CNh5nVNN6CLmmuT1eIV7t,50,0.69426,0.141362583,0.68286,0.201729462,-6.06304,3.0704202,0.6,0.494871659,0.093734,0.07951294,0.14657988,0.203872802,0.187278,0.13746908,0.459386,0.25646736,128.6036,25.18989183,0.195917209,0.322732643,2,6,4,6,3,0,0,1,1,1,2,1,3,0,3,4,3,3,0,2,3,1,0,1
ENTP,NT,entp 7w8,7iXcX5JJMad3unZNg94caQ,50,0.60544,0.152838204,0.71554,0.170263207,-7.04784,2.857109495,0.72,0.453557368,0.074346,0.062375418,0.15726222,0.197782047,0.218704,0.204531013,0.6247,0.223254613,127.58904,28.28923634,0.042909057,0.141361663,0,4,0,7,4,1,4,3,2,3,1,0,2,0,3,2,2,0,4,4,2,1,0,1
ENTP,NT,Entpannt ,2p89iJ1i0fkYpEOTZRpbGM,44,0.685454545,0.116946113,0.597295455,0.149546847,-7.240613636,2.249636086,0.545454545,0.503686201,0.122722727,0.109379778,0.351135455,0.268398806,0.181859091,0.139042261,0.479684091,0.232436411,116.5915909,32.29592631,0.00641862,0.023950809,0,5,2,3,5,0,2,2,1,1,2,2,0,3,1,1,1,1,2,3,3,1,0,3
ENTP,NT,yes i'm Entp,0z7MqiN6OK6KdHwbSxDuHG,50,0.62064,0.140066276,0.73248,0.169456664,-5.89046,2.741931534,0.54,0.503457434,0.103528,0.101673413,0.2013194,0.22911602,0.216142,0.179770421,0.60128,0.197731527,130.95318,31.97432638,0.123661799,0.289026295,0,2,3,3,1,1,4,1,2,6,2,1,6,1,0,6,2,1,2,2,1,2,1,0
ENTP,NT,ENTP GIRLIES,2xmZcCrrjULYnn2igTa0Of,50,0.6014,0.150945997,0.70834,0.161525333,-5.65516,2.468088977,0.46,0.503457434,0.074062,0.061640418,0.1214889,0.17968692,0.188822,0.142884275,0.561414,0.250092974,114.70844,23.50304829,0.014135257,0.052702772,4,5,5,3,3,0,3,2,4,1,2,0,2,2,2,2,2,0,3,4,0,0,0,1
ENTP,NT,My entp god complex,62IiUudfqgFL08yg2yu1z9,50,0.60556,0.129364721,0.713,0.161115246,-5.86282,2.316574914,0.46,0.503457434,0.094844,0.104444359,0.16887692,0.208466788,0.216892,0.152437053,0.58248,0.209274767,130.33178,32.09613171,0.026320217,0.13394475,3,4,2,2,1,2,4,2,3,4,1,1,2,1,3,3,2,1,1,5,0,0,0,3
ENTP,NT,ENTP,3v2ttJ9hbYbEIu8VLguahE,50,0.61576,0.134823476,0.76516,0.154483254,-5.62058,2.133913068,0.58,0.498569382,0.097564,0.0807404,0.08151418,0.12898184,0.203228,0.167838176,0.619,0.190485952,127.7169,33.28128036,0.009413178,0.029265606,3,5,2,5,4,1,4,3,1,3,2,1,3,1,2,1,2,3,0,3,1,0,0,0
