mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,GMajor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,BMajor_count,Dminor_count,D#_Ebminor_count,D#_EbMajor_count,Gminor_count,G#/Abminor_count
INTP,NT,INTP,3mPB3TFWCflQvxPfvierBO,46,0.516108696,0.143391651,0.6895,0.184655806,-7.25923913,2.454546396,0.586956522,0.49782134,0.058656522,0.068770487,0.172363003,0.218123879,0.171495652,0.103352572,0.414463043,0.214387611,128.6439348,32.67070931,0.234126131,0.336431898,2,2,1,1,4,0,2,3,2,2,1,3,5,3,4,2,0,3,2,0,1,1,2,0
INTP,NT,INTP,47aFOnbtlVxNZCVyuTf3jv,21,0.545047619,0.130399569,0.711666667,0.173450377,-7.573047619,3.757755547,0.761904762,0.43643578,0.0618,0.051988662,0.0878104,0.166579628,0.173771429,0.144400741,0.46352381,0.227187944,127.5678095,34.61416078,0.129829245,0.288604028,0,0,0,1,2,0,2,0,0,1,4,0,2,2,4,0,0,1,0,0,0,1,0,1
INTP,NT,intp²=?,00mHBhZurD86bZ4jTMLAPY,50,0.450862,0.156809208,0.60457,0.232173317,-8.81096,4.739174551,0.56,0.501426536,0.06359,0.079759271,0.293676486,0.313302417,0.196096,0.152561603,0.378128,0.247363438,129.26712,35.51319332,0.2935928,0.361946384,2,3,2,1,3,4,1,0,3,0,2,4,1,2,6,1,2,7,1,2,1,1,1,0
INTP,NT,INTP Music,0DCRKDP0zPe7moV7hDRHyB,50,0.53868,0.146911391,0.64896,0.21188724,-9.8742,3.582596328,0.76,0.431419111,0.045108,0.015507547,0.1509057,0.198823882,0.195,0.174332882,0.609794,0.271748189,126.3069,27.52907883,0.150026023,0.263082858,0,3,1,0,8,2,1,0,1,1,2,7,2,0,9,0,0,4,4,2,1,1,1,0
INTP,NT,Playlist de un INTP,1LEbRPNguvQnSnBBtpsIro,50,0.58642,0.166199056,0.69134,0.148932886,-6.09976,2.221888924,0.42,0.498569382,0.08042,0.089064288,0.109431874,0.167394691,0.171154,0.105812085,0.461962,0.220151334,119.80224,33.42606491,0.094488641,0.235541108,1,6,1,1,3,1,1,5,2,2,2,1,0,7,2,2,1,5,2,2,0,0,1,2
INTP,NT,Intp&Entp mood,3ldWFzja2vch2Lwu3UEA7P,50,0.53788,0.135553987,0.60896,0.183567811,-7.23606,2.401998992,0.6,0.494871659,0.065336,0.05719171,0.208294404,0.270351864,0.1921,0.161098237,0.398124,0.212078167,120.00622,29.74664157,0.033780947,0.130952716,3,4,2,5,3,3,2,1,2,3,0,2,2,1,2,1,5,2,2,2,0,1,1,1
INTP,NT,Intp playlist,4bzjKRko8lrI9qCRD5OTwn,50,0.55136,0.131892312,0.702416,0.198686153,-8.13582,3.529376037,0.52,0.50467205,0.055814,0.047916271,0.162200992,0.240443352,0.175474,0.129493095,0.4364,0.231331373,126.80548,29.74614506,0.294250992,0.392413741,3,2,2,4,4,3,1,1,1,4,2,5,3,2,2,2,0,3,1,0,0,1,2,2
INTP,NT,intp,5rYExmV6JtHVfVhTxYE9L8,50,0.60914,0.135873142,0.74382,0.191600955,-5.55934,3.058044043,0.7,0.46291005,0.069008,0.063634389,0.18970244,0.240580072,0.208408,0.128433804,0.60802,0.220508178,118.37504,31.94736085,0.019491615,0.118198011,1,10,2,0,4,3,1,2,5,0,3,4,1,1,3,1,1,1,2,2,1,1,0,1
INTP,NT,Intp,22ISXeOKlctYSSK9S5BBcL,26,0.526846154,0.126243793,0.643884615,0.155477414,-7.816153846,2.598311447,0.692307692,0.470678724,0.038865385,0.013682571,0.151361423,0.221888602,0.196707692,0.135596056,0.336596154,0.224707452,120.3610385,27.16213142,0.204106644,0.317367873,0,1,2,2,1,1,2,0,2,2,2,1,1,1,3,0,1,1,1,0,0,1,1,0
INTP,NT,intp core,6IPwmz6ksbTnCtRLJFaPEa,50,0.59334,0.122706654,0.69456,0.17103218,-7.41028,2.634122168,0.58,0.498569382,0.065728,0.060773685,0.181095808,0.210813024,0.169254,0.13136825,0.490832,0.22536922,120.76928,27.47824139,0.234090576,0.354848849,1,0,2,2,3,4,0,1,3,2,3,3,5,4,5,3,0,2,2,1,0,3,0,1
INTP,NT,intp playlist,07RpdcDQGJTH3NYElOkIcx,50,0.61632,0.153806855,0.67034,0.171763198,-6.16378,2.889763498,0.56,0.501426536,0.06843,0.054412064,0.2335308,0.260189365,0.155528,0.095317641,0.449916,0.210111831,116.33532,25.90750857,0.069316665,0.183156491,2,4,1,1,3,2,2,2,4,7,2,1,4,2,3,2,0,1,1,0,1,3,1,1
INTP,NT,infp + intp,5GarTRfSKCZM3LK4bRm2TB,50,0.5781,0.163159775,0.404482,0.167071853,-8.1742,2.891159241,0.74,0.443087498,0.049412,0.037628569,0.586226,0.27742177,0.142674,0.081105585,0.368892,0.166801734,110.5191,24.67572182,0.003745282,0.016297322,1,1,3,4,4,2,4,1,3,2,2,7,4,1,3,0,0,1,2,0,0,3,2,0
INTP,NT,istp/intp/intj,2xSIjfLPXY4q3vRgh5BH43,50,0.63606,0.152936483,0.67048,0.201790176,-7.24032,4.026036124,0.58,0.498569382,0.098234,0.08965019,0.131965106,0.207267641,0.206656,0.141799599,0.490476,0.236486574,121.05788,27.58690376,0.164168529,0.298657875,0,4,0,4,4,2,0,1,0,2,1,2,5,2,3,2,2,4,4,1,0,0,4,3
INTP,NT,pov: you are an INTP,01xsnhH9a9okh8vWQGYQ6e,50,0.58708,0.140526973,0.6272,0.164854419,-6.87282,2.847404975,0.76,0.431419111,0.072462,0.075957859,0.241471668,0.25458979,0.209554,0.159848951,0.462046,0.25133384,121.9542,28.67825351,0.08884165,0.234923719,2,7,2,3,2,0,5,2,3,1,2,4,4,1,2,3,2,0,3,0,0,1,0,1
INTP,NT,intp,6nKcRtzK5h8k9MASdt4IHv,30,0.591033333,0.147228999,0.537563333,0.253540661,-9.6021,5.639189764,0.733333333,0.449776445,0.0762,0.068856047,0.403437043,0.333308244,0.139703333,0.07222944,0.469433333,0.283925861,124.5323333,31.60407568,0.203770975,0.336517971,2,2,1,2,3,0,0,1,3,0,2,3,1,0,1,1,4,0,1,3,0,0,0,0
INTP,NT,CRAZY iNTp,27ZmxdrzNzN7vVnM9jc88f,50,0.42042,0.158098018,0.88516,0.168890299,-4.8036,2.502834467,0.64,0.484873221,0.154882,0.086918972,0.063902452,0.189774503,0.245372,0.178856512,0.292466,0.21766335,127.11626,28.61879771,0.219495722,0.334485457,3,2,2,4,2,1,1,0,5,1,8,2,1,1,5,3,0,3,2,1,2,0,0,1
INTP,NT,INTP weirdo,0vLCzThBgIJ7I9D8bCu8oV,50,0.62662,0.134030744,0.51028,0.160549826,-8.94786,2.674861232,0.8,0.404061018,0.083892,0.079776621,0.399771888,0.31697998,0.197368,0.134603503,0.310712,0.157713159,124.77584,30.04928751,0.007770903,0.022076656,1,8,1,4,4,2,0,1,2,0,7,0,3,1,2,0,2,3,6,0,0,2,0,1
INTP,NT,AVERAGE DEPRESSED INTP PLAYLIST,4AzRqod2pMwNUu89z1FXKf,50,0.64002,0.19131377,0.70328,0.181714178,-6.43798,3.014925128,0.56,0.501426536,0.12497,0.140611895,0.160071202,0.223260864,0.24483,0.197476032,0.589132,0.242423709,129.46476,29.52695011,0.06500664,0.197338527,1,3,0,5,0,0,0,3,3,3,0,6,8,6,1,2,1,1,1,0,1,0,1,4
INTP,NT,INTP,2LQUYSAWov3dLUMZzKCKdm,18,0.562555556,0.188440417,0.648888889,0.193502664,-8.138833333,3.036964995,0.555555556,0.511309993,0.099805556,0.11730848,0.193765467,0.274323416,0.168538889,0.14031725,0.3785,0.191690391,127.5167778,36.98232822,0.154194569,0.306266854,0,1,0,0,0,0,0,0,2,1,2,0,1,3,2,0,1,4,0,0,0,1,0,0
INTP,NT,INTP 9w8,1M4Oq1fjxHmzpkXVaFPgsn,20,0.44585,0.155581177,0.5703,0.174749174,-7.9952,2.368957501,0.8,0.410391341,0.045775,0.03235928,0.166799025,0.220126876,0.1369,0.086966116,0.350425,0.190897277,129.86255,32.92818712,0.044162035,0.125496975,0,3,1,1,2,0,1,0,2,0,0,3,1,0,2,1,0,0,0,1,0,1,0,1
INTP,NT,Dopamina🌌INTP-T🌌🌻,2j5bL45q8qysKjLp7EUTW2,50,0.4618,0.115289697,0.68878,0.200029517,-7.05968,2.451132412,0.52,0.50467205,0.05645,0.057585607,0.101336368,0.215694442,0.1851,0.162789506,0.320944,0.205422972,125.07942,25.78294584,0.032515353,0.125391729,1,2,1,3,1,4,1,1,2,2,3,2,2,4,4,1,1,3,4,1,2,1,1,3
INTP,NT,INTP - The logistician ,52DlZGvT4ZwD8ZlUpaxB0S,25,0.64008,0.16653376,0.75472,0.178934234,-6.1042,3.036635158,0.64,0.489897949,0.07804,0.055588923,0.1611716,0.251667979,0.166584,0.119977997,0.435384,0.240651449,118.30896,21.24867428,0.278580302,0.409621774,0,2,0,4,3,2,1,3,0,1,0,2,4,2,0,1,0,0,0,0,0,0,0,0
INTP,NT,intp,32yRDROqZL4E38t8swKij5,50,0.5136,0.123650759,0.4071,0.135287336,-9.1735,2.740508542,0.88,0.328260723,0.046038,0.029760314,0.5798338,0.285708228,0.172916,0.117751661,0.30059,0.163066002,119.25064,29.8212299,0.04037695,0.177295148,2,6,0,6,2,1,4,0,4,2,4,1,2,0,4,0,4,1,5,0,0,2,0,0
INTP,NT,INTP side,21rLVCiEJEKp1usHqb8cIY,16,0.519625,0.150459685,0.6250625,0.147949302,-6.629375,2.159630427,0.4375,0.512347538,0.0434625,0.016957825,0.174264375,0.220638009,0.1687125,0.175278745,0.3734375,0.126796934,110.8345,28.1056264,0.021304476,0.041396969,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,3,2,1,2,0,0,1,0
INTP,NT,intp playlist <3,7ldnqGg6VUai7rQiMmCXok,45,0.572977778,0.13485337,0.682355556,0.197183366,-6.931711111,3.342297819,0.6,0.495433694,0.086948889,0.093498273,0.218423996,0.280094896,0.18558,0.144706475,0.442717778,0.226573864,124.7379333,35.00597437,0.125046048,0.262272423,1,3,1,2,2,3,1,2,2,3,3,5,3,3,4,0,0,1,1,1,0,1,0,3
INTP,NT,INTP (^._.^)ﾉ,2pFfAZQVu4qwUoESjN65fM,50,0.540942,0.167354923,0.5101,0.263280336,-11.42714,5.167229843,0.58,0.498569382,0.04421,0.027488976,0.4820728,0.350264469,0.138486,0.084762605,0.457458,0.278677712,111.22898,23.36779601,0.571163281,0.350449339,1,4,3,3,3,2,2,1,5,0,1,6,1,5,0,2,3,5,1,1,0,0,0,1
INTP,NT,intp(,4XmZwDUfx1fv7T9lnkotL7,38,0.555368421,0.134492725,0.710210526,0.181762714,-6.729947368,2.09319479,0.473684211,0.506009406,0.067818421,0.073966288,0.181594167,0.2676724,0.216715789,0.163519796,0.383352632,0.215386262,120.2311579,32.96243177,0.255603512,0.341974739,0,1,0,3,2,3,0,1,1,1,0,2,4,2,3,2,1,7,0,0,1,1,1,2
INTP,NT,intp,1d9uLSXGhBWMx5U68dYXK0,50,0.43526,0.16903445,0.6317,0.200411134,-8.75046,3.336698064,0.64,0.484873221,0.047374,0.027308829,0.223243806,0.290855278,0.18595,0.164279579,0.416912,0.254420488,139.03666,28.58612298,0.223009087,0.304515551,2,5,2,1,6,0,2,1,4,2,0,3,1,2,6,2,2,5,2,1,0,0,0,1
INTP,NT,INTP Vibes,6Uq6POOmbERlUF2frVq9yn,50,0.62424,0.153372371,0.64038,0.184429057,-6.77016,2.568470436,0.56,0.501426536,0.079782,0.067808734,0.262514688,0.259964034,0.16666,0.140827825,0.500672,0.23137285,133.07292,28.78334244,0.053510606,0.139812833,1,4,0,2,1,1,1,6,4,4,1,3,3,3,3,1,3,2,2,0,0,1,2,2
INTP,NT,intp,2uydI6dIZRpDGgUkTQuGN5,15,0.514733333,0.110932712,0.691666667,0.117845339,-6.354933333,1.938090241,0.4,0.507092553,0.051986667,0.031653794,0.085520533,0.117611459,0.212133333,0.183747901,0.397,0.234921872,124.2755333,28.40613838,0.127592643,0.298845081,0,0,1,0,1,2,0,1,1,1,0,0,0,1,1,0,2,1,1,0,2,0,0,0
INTP,NT,for the intp,0lGr7PfUUbM3qAhJ0pztvm,50,0.5095,0.130548959,0.52518,0.175357558,-8.16534,2.334923165,0.86,0.350509833,0.040438,0.019159704,0.41954,0.329393307,0.165472,0.1233035,0.365108,0.205515802,112.9861,25.53366747,0.132006826,0.230308203,0,5,2,3,6,0,3,0,2,1,1,4,2,1,9,2,4,0,2,0,1,2,0,0
INTP,NT,Iɴᴛᴘ,0t14l1dHVPs9eWAM9X3mww,50,0.52532,0.184531225,0.405128,0.167664639,-10.96768,3.867298463,0.82,0.388087934,0.03615,0.016533667,0.5591994,0.307606716,0.153784,0.095019288,0.348156,0.228627901,123.20762,36.07804701,0.363372807,0.32615543,1,5,2,1,5,1,4,0,4,1,4,4,4,2,4,0,1,0,2,0,0,3,1,1
INTP,NT,Intpoder,7l0QcZ3XhLp8LnZG4cK21t,25,0.62932,0.117535711,0.57528,0.113157899,-8.68704,1.850832999,0.72,0.458257569,0.093848,0.061580856,0.366824,0.186701654,0.160628,0.105442403,0.75976,0.162514687,128.94948,37.99531985,0.000116282,0.000340334,1,3,0,0,2,0,0,1,4,0,1,0,1,0,4,0,2,2,0,1,0,1,2,0
INTP,NT,Intp 🎧,32VMVyaX1z2ItI5HNOezCo,24,0.555916667,0.172277308,0.706208333,0.187675942,-7.406083333,3.933953161,0.708333333,0.464305621,0.0883125,0.088975382,0.116421767,0.211897645,0.178225,0.138102848,0.466141667,0.216739744,119.9177083,35.54860078,0.246931531,0.335886281,1,1,0,2,1,0,0,1,3,1,1,3,2,2,2,1,0,0,1,1,0,1,0,0
INTP,NT,intp,0L2j9eX3e5WvCnjOSOCJXR,37,0.520189189,0.134913931,0.633567568,0.190857501,-7.714621622,3.746682958,0.567567568,0.502247202,0.060691892,0.049983133,0.191705108,0.244109785,0.139797297,0.105417963,0.373891892,0.242838495,119.3068919,28.59319735,0.137893765,0.26860214,0,2,3,1,2,1,3,1,4,3,1,1,1,2,3,2,1,2,0,0,0,2,0,2
INTP,NT,INTP BI & LEO ♌︎,3h7ECcB6HaJ4A23R0GaCRT,50,0.66898,0.141611785,0.602176,0.209186602,-6.98344,3.105806676,0.5,0.505076272,0.120762,0.101187252,0.35231042,0.335503976,0.188042,0.16135976,0.484396,0.202904612,122.47128,36.06590829,0.003126567,0.01166161,2,5,1,4,1,6,1,5,1,2,0,4,4,0,1,2,0,1,3,0,1,1,1,4
INTP,NT,✨INTP✨,7tIRXeVxMde8kxmZRRmhYk,49,0.576428571,0.139245886,0.701612245,0.173636092,-7.161734694,3.093506827,0.673469388,0.473803541,0.067802041,0.059005792,0.187106927,0.234258544,0.175018367,0.135996285,0.427387755,0.234244183,120.8372041,31.01589344,0.190188131,0.309664022,0,4,1,1,1,1,1,2,2,2,6,3,3,4,5,1,1,0,4,0,0,2,3,2
INTP,NT,intp’s mind going BOOM,1py9VerSMee3KHpOJhYziQ,50,0.56032,0.158609705,0.545848,0.216364687,-8.87484,3.893778829,0.64,0.484873221,0.0745,0.093208767,0.310837338,0.310009894,0.1694,0.106372722,0.41185,0.257425117,115.82672,30.17040953,0.119307745,0.249441314,0,5,2,2,3,1,1,1,3,2,4,3,2,4,4,0,3,2,1,2,0,1,2,2
INTP,NT,Intp vibes,2oJVttCrDnFoIVeUXDqQEA,47,0.57087234,0.145420024,0.640865957,0.183424291,-7.525829787,3.524402159,0.574468085,0.499768679,0.071704255,0.076908311,0.264987711,0.302624565,0.217757447,0.159748442,0.462378723,0.217825173,125.7829574,31.47145611,0.133308465,0.280234282,1,1,1,4,1,2,0,3,3,3,4,0,2,4,7,1,3,0,0,1,1,2,2,1
INTP,NT,INTP list,3pSkTFL7RGadEPmARnQtpv,50,0.6787,0.123086041,0.7894,0.10484235,-5.1054,2.429854165,0.56,0.501426536,0.117222,0.097984652,0.054381108,0.076157302,0.163672,0.161314907,0.550224,0.221411526,120.78488,25.8555285,0.07399377,0.231923248,2,0,1,7,2,0,2,4,0,3,0,5,5,1,5,4,0,3,1,3,0,1,0,1
INTP,NT,Intpesado,0Ba4XaaSdcpqsjMvll2dOr,50,0.6537,0.105952097,0.59748,0.139306334,-6.8527,2.269229396,0.84,0.37032804,0.061266,0.060237745,0.32358,0.180936358,0.168026,0.138117255,0.68522,0.188278483,133.34794,27.78614236,2.23E-05,7.66E-05,0,7,0,1,9,2,0,0,3,1,1,3,3,1,4,0,4,2,5,0,0,2,1,1
INTP,NT,intp,5Wrx2z1tpc3D6fiEjVu424,50,0.54848,0.136199769,0.61444,0.196897068,-7.06138,3.068639723,0.6,0.494871659,0.101356,0.119033055,0.2553016,0.289583589,0.187806,0.114838242,0.418448,0.204750677,127.99886,34.18415746,0.019412289,0.066953413,0,7,6,0,3,2,3,1,5,4,3,1,1,1,2,1,1,3,3,0,1,1,1,0
INTP,NT,intp?!,5CWZYyvcOmAVdc09GZFy8j,50,0.56324,0.147249138,0.65578,0.165304579,-6.71308,2.833771417,0.54,0.503457434,0.074082,0.079901965,0.168290948,0.199345001,0.153658,0.096392834,0.446158,0.234623657,126.14708,29.92993915,0.085716449,0.205554659,1,8,1,0,1,6,6,3,2,2,1,1,5,2,2,0,0,4,0,0,0,1,1,3
INTP,NT,INTP,3hFfO2L9u9NRORDZSiIRyt,19,0.539631579,0.148240124,0.676368421,0.199330047,-8.207894737,3.907966108,0.789473684,0.418853908,0.054168421,0.050644908,0.250559389,0.318477133,0.194952632,0.151593658,0.441431579,0.242784964,120.7105789,34.94762793,0.25360835,0.363737587,0,0,0,2,1,0,0,0,2,1,3,2,1,2,3,0,0,0,0,0,0,1,1,0
INTP,NT,INTP,1mN8Io042jecPwuy6biTfw,38,0.617315789,0.162502575,0.643342105,0.201968325,-6.809552632,2.967648898,0.5,0.50671171,0.117726316,0.131061679,0.207172079,0.239513225,0.175463158,0.141625373,0.519621053,0.249578537,116.2074474,31.47807807,0.029136497,0.092104557,0,4,3,1,2,2,1,2,0,1,0,4,2,2,3,3,1,3,1,1,0,0,0,2
INTP,NT,INTP,65ZJyuijfcEufuh4Iyceva,46,0.627434783,0.121795576,0.724021739,0.12209113,-5.606543478,1.740901053,0.5,0.50552503,0.069634783,0.052351858,0.12685572,0.175776411,0.186941304,0.133236559,0.506606522,0.201066727,133.426087,27.02712394,0.022389188,0.10478143,2,8,2,2,1,6,1,1,2,1,1,3,1,5,1,2,2,1,0,1,1,1,0,1
INTP,NT,intp 9w1,37JNuHlTrRrZPSUxcUnLbv,33,0.411,0.143491071,0.559187879,0.218444936,-8.000030303,3.390627057,0.727272727,0.452267017,0.039578788,0.020912612,0.270143576,0.342391612,0.147812121,0.085218212,0.359469697,0.221812278,110.4926061,31.2666117,0.123614422,0.282405842,2,2,0,0,5,2,3,2,3,0,1,1,3,0,2,1,0,0,2,0,0,2,1,1
INTP,NT,A playlist of a cringe INTP guy,3pKv8DEeCc8zqyN9ZMjKVY,50,0.53896,0.156232684,0.529322,0.223325434,-10.36212,4.077958381,0.4,0.494871659,0.05888,0.0540249,0.333630024,0.28013119,0.177488,0.129020582,0.393558,0.236144894,121.5798,32.18123104,0.370978209,0.416472212,1,4,3,0,2,7,3,1,2,1,1,4,1,4,2,1,0,4,0,6,1,1,1,0
INTP,NT,INTPvibes,443F3Yi6RUoPSwPXfWBltU,20,0.5406,0.114341778,0.58815,0.13951543,-6.62955,1.948814848,0.55,0.510417786,0.047865,0.054619355,0.2799185,0.248270991,0.163545,0.110355247,0.32575,0.171504757,119.1113,29.83457841,0.009719359,0.03619491,1,2,2,1,0,1,2,1,0,0,0,1,1,1,0,0,4,0,0,0,0,0,1,2
INTP,NT,INTPs rock,1tifFJjebQ9mPCxVa9hIOV,16,0.6620625,0.159761684,0.82525,0.116000287,-4.6655625,2.222575322,0.4375,0.512347538,0.118225,0.109113247,0.106600437,0.176066052,0.1791875,0.127642568,0.6898125,0.22533182,127.016125,32.3973808,0.021171788,0.084487651,1,0,0,1,1,0,2,1,0,0,0,0,2,3,0,1,1,1,0,1,0,0,0,1
INTP,NT,intp,1iOerOKxBHVnHiMgrG0dZu,50,0.6793,0.122322967,0.75922,0.128002438,-3.50686,1.577598744,0.54,0.503457434,0.0855,0.059860058,0.1918404,0.173730785,0.173026,0.157051547,0.57594,0.176745454,124.25914,28.87066086,1.11E-05,7.38E-05,2,5,2,4,4,0,1,7,3,2,6,1,1,1,1,4,1,2,0,2,1,0,0,0
INTP,NT,INTP x ENTJ.,6Ef5Yp7qakhmM99Z7GgRtS,40,0.59965,0.116610364,0.5625,0.189187737,-8.18815,3.663027692,0.525,0.505736325,0.067235,0.065546361,0.32060475,0.311051066,0.1730875,0.116302301,0.3839375,0.219526419,119.64745,27.19721297,0.058339572,0.193852168,2,2,1,3,2,4,2,3,1,3,0,2,1,3,1,0,6,2,1,0,0,0,0,1
INTP,NT,✨Intp healing✨,6rJuTp5DlDHJwZwpetB2Y4,50,0.7446,0.126075293,0.66428,0.125739452,-5.89946,1.656339118,0.58,0.498569382,0.13387,0.111577222,0.1508796,0.18935892,0.157304,0.131836448,0.551184,0.20709953,120.78486,21.11626745,0.009061256,0.058503351,1,3,2,4,1,1,1,1,1,2,3,3,6,2,4,3,2,1,1,2,0,0,2,4
INTP,NT,KAKASHI HATAKE,3FGoEXl1vh4fO3l42uT2Cd,50,0.634,0.125129321,0.68582,0.175432025,-5.81346,2.114546028,0.62,0.490314351,0.10764,0.09434926,0.1559586,0.206386895,0.232908,0.185877004,0.455936,0.230906916,120.26622,29.70493948,0.051920202,0.126811601,1,6,3,4,6,0,0,4,1,1,2,2,1,3,2,1,3,3,4,1,0,0,2,0
INTP,NT,INTP,63bQe1jFA0ny9r0lzyHcT3,13,0.526615385,0.141879373,0.794538462,0.153345262,-6.943692308,2.97043177,0.692307692,0.480384461,0.072207692,0.058872015,0.1246468,0.201700562,0.192423077,0.164146983,0.398061538,0.198179,118.7119231,30.76976709,0.24487418,0.353564024,0,0,0,1,0,0,0,0,0,2,3,0,1,1,2,1,0,0,0,0,0,2,0,0
INTP,NT,INTP,1SvNl24dIM0KCZJW0Hq2yV,31,0.557645161,0.160894903,0.595935484,0.212567156,-7.192935484,3.42351041,0.774193548,0.425023719,0.047290323,0.041215825,0.2167584,0.293412425,0.128325806,0.083684873,0.445825806,0.230213743,123.135,31.00450442,0.086529244,0.21804677,0,5,0,1,3,1,1,2,3,0,3,2,0,1,4,1,0,0,0,1,1,2,0,0
INTP,NT,INTP,6sTYvyeEySWaET5iRtB5nI,50,0.6429,0.160436426,0.65816,0.158236888,-7.20066,3.036145815,0.58,0.498569382,0.124258,0.111303269,0.268382568,0.276416667,0.190984,0.14248842,0.497376,0.213364349,118.73708,28.52408711,0.108904553,0.258202958,2,5,1,3,1,2,0,3,2,2,3,4,3,3,5,1,2,0,0,1,1,1,1,4
INTP,NT,INTP,0TFpTwHe2m5fxaOvsoozSi,39,0.60674359,0.145001038,0.664384615,0.174167889,-7.044487179,2.923074705,0.58974359,0.498310235,0.082607692,0.072089602,0.254189497,0.285647021,0.159117949,0.115087518,0.478005128,0.244561715,119.1610513,29.48831338,0.140628236,0.280466433,2,2,1,0,2,1,2,2,1,1,4,0,3,3,4,1,2,1,0,0,0,3,1,3
INTP,NT,INTP ig?,0HrmukVGhOKZc47t4JS3lu,50,0.60868,0.133178481,0.55394,0.17739802,-7.37148,2.426220536,0.58,0.498569382,0.08927,0.097717221,0.3013532,0.25028172,0.16521,0.108152602,0.4347,0.187501864,125.0505,29.6145446,0.010039767,0.037042999,3,4,1,1,3,4,4,0,3,1,2,4,2,4,1,4,2,2,2,0,1,1,0,1
INTP,NT,INTP,1sPzfyHnK4NWM3coKXQ4Mz,20,0.61545,0.176875358,0.62675,0.138342396,-7.00155,2.090620217,0.8,0.410391341,0.051475,0.029145964,0.29090692,0.209425117,0.17397,0.11282657,0.51185,0.213180989,133.38085,28.49937435,0.038693,0.142709561,0,2,0,1,0,0,0,0,1,1,2,3,3,0,1,1,0,0,2,0,0,1,1,1
INTP,NT,INTP,0ANQPsKTFSbpls3SEYtpqJ,50,0.59758,0.146605272,0.55708,0.15504928,-7.22594,2.473765538,0.58,0.498569382,0.056024,0.047792603,0.3506685,0.28091399,0.147032,0.104122934,0.408228,0.202674621,118.02356,33.15222551,0.037024975,0.161582253,2,3,1,3,2,4,0,0,1,2,2,3,4,1,0,4,4,2,4,0,0,3,4,1
INTP,NT,intp,6KB9mVzLbjSV7vwlV6j44N,47,0.601574468,0.147203755,0.704829787,0.186434779,-7.102446809,3.139239196,0.659574468,0.478975162,0.117380851,0.122380783,0.163170723,0.216098216,0.195093617,0.141853029,0.500002128,0.232314658,124.4866809,32.600456,0.17609426,0.322506246,0,2,1,4,3,0,1,1,0,2,6,5,1,4,5,2,1,2,1,2,0,2,0,2
INTP,NT,💕INTP x INFP 💕,7LYcZBKBfQX3mzhXte42ao,50,0.59804,0.163345004,0.56466,0.192126299,-8.91734,3.155914419,0.72,0.453557368,0.05595,0.041551435,0.367165945,0.303967672,0.157832,0.102548773,0.4921,0.207523124,118.26864,27.89815831,0.184565355,0.27896665,1,6,1,3,2,0,1,5,3,1,5,5,3,1,6,1,0,2,0,1,0,2,0,1
INTP,NT,💕INTP x INFP 💕,7LYcZBKBfQX3mzhXte42ao,50,0.59804,0.163345004,0.56466,0.192126299,-8.91734,3.155914419,0.72,0.453557368,0.05595,0.041551435,0.367165945,0.303967672,0.157832,0.102548773,0.4921,0.207523124,118.26864,27.89815831,0.184565355,0.27896665,1,6,1,3,2,0,1,5,3,1,5,5,3,1,6,1,0,2,0,1,0,2,0,1
INTP,NT,intplere terapi,0SaFE0Bspoip6LUGEIJ8Fn,50,0.53562,0.145336189,0.5679,0.214702856,-8.65408,3.679979463,0.62,0.490314351,0.054958,0.044723185,0.304196788,0.348616103,0.195556,0.122640836,0.43804,0.190749003,125.50756,30.89473436,0.141292605,0.270811518,0,5,2,1,2,5,3,1,5,1,1,4,3,3,3,2,2,3,0,1,1,2,0,0
INTP,NT,Intp,368g8tTWyozyKkPepWdfbT,31,0.638290323,0.17188624,0.678483871,0.168193117,-7.117096774,2.789947997,0.741935484,0.444802723,0.091,0.082529881,0.172668981,0.191252439,0.144890323,0.121098834,0.509774194,0.237497047,115.7102581,30.95868021,0.106031549,0.249070325,0,3,0,0,4,0,0,0,2,3,3,4,2,1,3,2,1,0,0,0,1,1,1,0
INTP,NT,INTP,0IZDidAmkEvvmEhLcnO6Y2,27,0.537333333,0.145404211,0.69337037,0.146085894,-7.061666667,2.669369617,0.592592593,0.500711744,0.054762963,0.042737051,0.1109842,0.183588231,0.202692593,0.154097521,0.420718519,0.251400693,120.5417778,34.82590249,0.183504417,0.307339921,0,2,1,1,1,2,1,0,1,2,2,0,3,2,3,1,0,1,1,0,0,1,1,1
