mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,Dminor_count,DMajor_count,D#_Ebminor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,Gminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,AMajor_count,A#/Bbminor_count,Bminor_count,BMajor_count,D#_EbMajor_count,Aminor_count,A#/BbMajor_count
ISTP,SP,Istp 954sp flemel rcuai,6OQpBr8Li1qeM3ihk2NR35,50,0.55078,0.144732588,0.73304,0.185012516,-6.84496,3.005745267,0.68,0.471212071,0.097968,0.092566061,0.0921851,0.151399184,0.196584,0.146896706,0.514122,0.208771023,127.1123,30.73770955,0.061335695,0.154305647,1,6,0,2,1,7,0,3,3,0,3,1,2,1,1,1,1,6,2,5,2,0,1,1
ISTP,SP,ISTP vibe,7A9yZuNxDdTzpp7wbi8jWX,50,0.70194,0.124635536,0.7694,0.127777549,-3.94138,1.829817688,0.46,0.503457434,0.077904,0.039489146,0.1123062,0.174763498,0.168706,0.141598957,0.55014,0.170486939,122.24916,26.64180799,0.007962828,0.027659958,0,1,3,3,1,2,5,3,0,3,1,2,5,1,3,1,5,1,3,3,1,0,2,1
ISTP,SP,🎧 istp,1QjnYC5zZLDkcs33fsJpfm,50,0.6397,0.143782751,0.47572,0.152656081,-9.7272,3.325219084,0.6,0.494871659,0.073544,0.056025319,0.4288306,0.26461668,0.164854,0.110061781,0.49976,0.216760148,121.62714,33.43624947,0.024203389,0.075201755,4,0,2,4,1,3,1,0,2,2,4,2,5,1,3,1,2,2,2,3,2,1,1,2
ISTP,SP,Istp,08xTKVO7TiOXpGFKgGxRBD,12,0.553833333,0.126383136,0.848916667,0.110230715,-4.782166667,1.344257472,0.75,0.452267017,0.177341667,0.150528055,0.022613917,0.039138632,0.194866667,0.118786304,0.441583333,0.171656877,141.54,32.57486762,0.050713575,0.166182109,0,1,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0
ISTP,SP,istp playlist,271AQuMjwNSUMM9LGQUryH,50,0.5184,0.132205777,0.72488,0.178568645,-6.7631,2.813450335,0.76,0.431419111,0.060634,0.041522134,0.111747868,0.18150339,0.175302,0.12988734,0.47995,0.235472243,128.03356,31.95282366,0.039646551,0.12463083,1,6,0,6,0,3,2,3,2,0,5,1,5,1,3,1,4,2,1,2,1,1,0,0
ISTP,SP,ISTP,6oSZzQsP9FQ9CFM21d3ErM,44,0.556022727,0.161092129,0.634613636,0.206891525,-6.850613636,3.272159107,0.636363636,0.4866071,0.061331818,0.054016155,0.184947841,0.276069014,0.203315909,0.171365962,0.473886364,0.227878917,116.1324545,32.28347931,0.085126143,0.247460316,0,5,0,2,0,1,1,5,0,1,7,1,3,2,2,1,3,2,0,3,0,1,2,2
ISTP,SP,ISTP.,1C0DTSOiZzyJHj94sHUHsD,50,0.67636,0.125852645,0.60422,0.121851078,-5.82724,1.542553245,0.72,0.453557368,0.095148,0.06684391,0.40077,0.252788926,0.219348,0.167172499,0.5755,0.187934015,121.17098,30.83010382,3.12E-05,0.000195158,2,6,3,7,0,1,0,1,3,0,1,2,2,2,3,0,2,5,0,3,4,0,1,2
ISTP,SP,istp songs,5qOoflWc2T1wSEBVrKli1f,19,0.650684211,0.138232113,0.686210526,0.186854542,-6.280473684,2.39412627,0.526315789,0.512989176,0.104042105,0.109172958,0.157102211,0.220413814,0.201594737,0.151373495,0.527526316,0.219663219,112.5208947,23.04874854,0.070365263,0.173284498,0,1,1,1,1,0,1,3,0,1,1,0,0,1,3,0,0,3,0,1,1,0,0,0
ISTP,SP,ISTP,1HH1BtoOu15gkFkJe0cwB9,50,0.42052,0.143901928,0.246894,0.15533922,-14.2518,4.071549362,0.8,0.404061018,0.038396,0.013666718,0.746946,0.216596274,0.150376,0.08261391,0.371392,0.180773309,108.27912,29.92963785,0.023376635,0.11608991,1,8,0,5,1,5,0,1,2,1,7,1,3,1,3,1,0,2,0,2,0,2,1,3
ISTP,SP,ISTP 6w7,3YPG30Yd172VMJGOG68sHX,10,0.6029,0.146906206,0.7824,0.155882577,-5.1998,2.296478454,0.6,0.516397779,0.10215,0.066969085,0.19154277,0.271181572,0.20675,0.222389534,0.34029,0.237843181,127.3882,30.69809007,0.28390241,0.398398793,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
ISTP,SP,Istp songs,6SCVEc7wNY32h0FYAHHSHN,38,0.626342105,0.152859285,0.663763158,0.205314713,-6.654684211,2.628265939,0.447368421,0.503896623,0.092557895,0.091008344,0.174588411,0.207357114,0.237744737,0.16818184,0.507578947,0.224700237,119.4062105,29.25478955,0.063455209,0.170629567,1,5,1,1,1,3,0,4,1,4,1,1,1,1,2,2,1,1,0,5,0,0,1,1
ISTP,SP,istp energy,0y7bb1Z2ZtLPT2k2kVgr8P,19,0.612368421,0.176762619,0.710105263,0.148798482,-6.505947368,1.85603764,0.684210526,0.477566933,0.059163158,0.037869897,0.040521737,0.064371406,0.226536842,0.154866406,0.534578947,0.270009941,126.9963684,30.1335566,0.053130689,0.178602517,1,2,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,2,0,2,3,0,0,0
ISTP,SP,istp,73xo2r2pDTEvCqQTaSQkrJ,50,0.62358,0.139689611,0.66064,0.133058183,-5.9805,1.715429824,0.42,0.498569382,0.077608,0.074532622,0.1324398,0.138020743,0.17091,0.08616353,0.490988,0.253733701,127.00554,25.50354955,0.009124494,0.052451834,3,2,4,8,0,2,1,2,1,4,1,2,1,2,1,0,1,3,2,3,0,0,6,1
ISTP,SP,ISTP,2lan82JvjB7zGi6x6mB3Dg,50,0.58296,0.162112705,0.69508,0.176722293,-6.351,2.655046154,0.54,0.503457434,0.068886,0.066328724,0.160575028,0.251973721,0.20438,0.176989201,0.47059,0.213554125,123.08252,28.70199911,0.045105195,0.135255173,1,3,1,3,2,3,1,4,1,2,0,2,2,3,3,0,4,4,1,5,2,2,1,0
ISTP,SP,ISTP  songs 💛🛠,7kl70WfNtPoHajyQo4oWRE,50,0.63896,0.164093796,0.66918,0.177966024,-6.5919,2.143323256,0.64,0.484873221,0.115236,0.103377169,0.18577222,0.23597653,0.206642,0.152860688,0.48453,0.221890127,121.0184,27.23893683,0.052527884,0.154084704,0,3,0,6,1,3,2,4,0,1,2,1,1,4,7,0,3,2,3,1,1,1,1,3
ISTP,SP,ISTP,6vt5e2qsmNk0lM4q9GkWCU,50,0.59516,0.156985032,0.74392,0.188765683,-6.28496,2.694623331,0.64,0.484873221,0.110034,0.121243854,0.102576198,0.156708513,0.220314,0.184197841,0.5082,0.192915124,123.76476,30.88724209,0.041712213,0.137102037,0,3,1,8,3,3,0,2,2,2,1,1,2,3,3,1,5,3,0,4,1,1,1,0
ISTP,SP,istp-t ,1oRkFvAk2oHUZrvdi9O2Ma,21,0.558142857,0.109819072,0.594761905,0.227746768,-7.945904762,3.288577168,0.904761905,0.300792604,0.052390476,0.039795413,0.239368976,0.298673926,0.193328571,0.13800512,0.457328571,0.222262743,120.1441429,23.72687456,0.058629781,0.135402394,0,4,0,3,0,3,0,1,2,1,2,0,1,0,1,0,1,1,0,0,1,0,0,0
ISTP,SP, Istp,781lHaGigtf2oLyxNM3ec9,5,0.6006,0.105376942,0.6218,0.124312912,-7.5788,1.958712638,0.8,0.447213595,0.0482,0.040189737,0.124845,0.203503164,0.2764,0.160138378,0.4372,0.253563996,106.3852,20.01113322,0.03262588,0.065319644,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ISTP,SP,“ die lol” peak istp energy,2zLh3st2II1kuAA7uwgdMf,50,0.60164,0.127825417,0.68376,0.187170288,-6.05544,2.537630287,0.58,0.498569382,0.087112,0.065977725,0.17492068,0.231138368,0.16603,0.101725861,0.449188,0.228920766,122.047,26.91579895,0.020300896,0.101539501,0,5,6,3,0,0,0,2,2,3,3,1,2,0,7,1,2,1,1,6,2,0,1,2
ISTP,SP,Istp,3G8i6OhXj3El7JhCLNzmyV,26,0.6,0.169168791,0.68,0.181508567,-6.601076923,2.360909146,0.615384615,0.496138938,0.094192308,0.074843997,0.211478846,0.25605671,0.220938462,0.157403975,0.49925,0.216792308,121.1192692,32.45015086,0.050961416,0.162151217,0,2,0,0,0,2,1,2,1,2,1,0,1,1,3,0,2,1,0,4,2,0,0,1
ISTP,SP,A ISTP-T nonbinary virgo here,7KsbsIJVgyNJ1yaLhJvtKC,13,0.643,0.113162862,0.762615385,0.123522966,-5.369615385,2.118044796,0.615384615,0.506369684,0.054853846,0.026584476,0.071433615,0.071206333,0.225807692,0.16901686,0.585769231,0.224814425,121.5553846,23.17689604,0.000771388,0.002507396,0,3,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,0,2,0
ISTP,SP,ISTP AL⁰  <aC0ňRaz0n33uw⁷,0yLdHhakVpvYaSwitY1wYH,19,0.7375,0.124493917,0.760555556,0.131275741,-4.613055556,1.98899092,0.333333333,0.48507125,0.119477778,0.087894881,0.163338333,0.19081766,0.196444444,0.135582982,0.610494444,0.245506297,127.3471667,34.96515209,0.015262474,0.06185332,1,2,2,2,0,0,1,0,0,1,0,0,0,0,1,2,0,1,1,3,0,0,1,0
ISTP,SP,ISTP  songs🐈‍⬛🖤,3yanvRDnmw2Sh4Dw1nNnGk,31,0.62716129,0.138083332,0.621096774,0.131811571,-6.768935484,2.119300355,0.225806452,0.425023719,0.124222581,0.12634724,0.211205484,0.20332442,0.166116129,0.107299494,0.411419355,0.182469227,128.1573226,31.91467262,0.013661008,0.066096224,1,1,3,0,2,1,1,3,0,3,0,0,1,2,2,2,1,1,1,2,0,0,4,0
ISTP,SP,istp-t,5lhBtrvr5Zja4pljqMB5C5,50,0.57856,0.161828349,0.65864,0.180877313,-6.85208,2.580267134,0.62,0.490314351,0.06892,0.071395287,0.15079671,0.198375427,0.17399,0.120378253,0.46702,0.23822434,116.64404,30.21145949,0.068451149,0.195109095,2,6,1,2,0,3,0,4,2,3,4,2,3,1,2,1,2,2,1,3,0,1,1,4
ISTP,SP,istp female assassin who is the villain,32iOYELKnjZBzcHERB9LGB,50,0.60194,0.127992412,0.7098,0.148857965,-6.2149,2.573370959,0.44,0.501426536,0.059772,0.049467953,0.10382176,0.166683835,0.190382,0.12824658,0.512496,0.23965027,116.39788,24.26339872,0.115817652,0.251655712,0,1,3,3,2,1,2,2,0,3,5,3,2,0,1,1,5,2,1,7,1,0,4,1
ISTP,SP,Prolific ISTP Beats,1uMIUCuwkcbUyQ1RsArERI,50,0.61372,0.15807245,0.6362,0.189737735,-7.11772,2.970257194,0.64,0.484873221,0.100256,0.093387774,0.169558666,0.219911179,0.211302,0.178295026,0.50386,0.24282731,112.94992,27.61712763,0.014116339,0.059874877,0,5,1,5,1,3,1,4,3,2,4,2,1,0,2,0,0,4,3,2,2,1,2,2
ISTP,SP,istp thinking,2Kmz2i7uUx1DFzO1XUJHdt,50,0.58436,0.120385564,0.65976,0.174819272,-6.52754,2.40677983,0.64,0.484873221,0.060856,0.04887701,0.211674158,0.243202415,0.187816,0.123425983,0.491238,0.233113548,128.09254,31.398998,0.063934478,0.197665299,2,4,2,2,1,3,0,2,1,2,1,1,4,1,2,1,3,5,1,3,3,2,2,2
ISTP,SP,istp x esfj,07uL3T6J8OCQkntU1pvQRC,39,0.579128205,0.138531809,0.532282051,0.169867123,-8.004615385,2.604248428,0.948717949,0.223455865,0.048012821,0.020473387,0.404864872,0.295524582,0.149223077,0.093440883,0.463292308,0.247658032,124.9552051,27.95868361,0.025972364,0.102393976,0,6,0,3,0,4,0,0,3,0,3,0,1,0,5,1,4,2,0,1,3,0,0,3
ISTP,SP,Me as istp,7bxVXgzlq7bDhzjaDvyXMx,50,0.48662,0.133994653,0.81724,0.149052321,-6.03376,2.786438643,0.68,0.471212071,0.058066,0.034900159,0.024635723,0.068961152,0.173814,0.141922897,0.4823,0.209386787,133.5949,29.54399299,0.06330124,0.167721874,0,2,0,5,2,4,1,3,6,0,1,2,3,1,5,0,1,2,1,5,4,1,1,0
ISTP,SP,istp & enfp,4BT0e5HzFrvRAMCsuajqrn,22,0.539409091,0.14609314,0.524727273,0.235236898,-8.057318182,3.292583692,0.727272727,0.455842306,0.037918182,0.01977099,0.317633182,0.32445557,0.211086364,0.2040712,0.429927273,0.226305024,109.9610909,29.52976503,0.015748326,0.045524369,1,0,0,1,1,0,0,0,4,0,1,0,0,0,3,1,1,2,1,1,2,0,1,2
ISTP,SP,istp,2TF1Zde59fG80laeMhtylV,19,0.582157895,0.165905349,0.642368421,0.13085115,-6.741315789,2.012530084,0.578947368,0.507257274,0.072668421,0.077961351,0.166002368,0.210095562,0.1491,0.08994893,0.434168421,0.262573979,113.0172632,27.46965458,0.020485032,0.041796437,0,1,1,1,0,0,0,2,1,2,2,1,0,1,2,1,2,0,0,0,0,1,0,1
ISTP,SP,my drugs of (istp-t),5otMjmTdjeaZfRPyIfMqI0,37,0.604675676,0.13812777,0.646513514,0.146969502,-6.059108108,1.489396145,0.648648649,0.483977514,0.069824324,0.068113061,0.207507622,0.188808528,0.175664865,0.087082226,0.508724324,0.259267067,123.0769189,26.40617171,0.026985829,0.134217888,2,1,2,2,0,2,0,2,4,2,1,1,0,1,3,1,5,2,1,1,1,1,0,2
ISTP,SP,ISTP Taurus energy ig 🚶‍♀️,3QO5LVRtit8lmvizEPnKaO,50,0.64908,0.141134592,0.63796,0.188932658,-6.4138,2.357281684,0.5,0.505076272,0.079218,0.066340823,0.158393569,0.180383353,0.175872,0.141324896,0.488962,0.235068272,125.62838,24.36647833,0.049374856,0.127317078,1,5,3,6,1,3,1,4,2,0,1,3,1,0,2,1,2,0,2,5,2,0,4,1
ISTP,SP,Istp,0WMDdr68ubadtIJSOHTEl1,49,0.600632653,0.144800681,0.489938776,0.176047035,-7.339040816,2.473550838,0.693877551,0.465657315,0.04817551,0.030951855,0.507871429,0.285254682,0.195806122,0.101818518,0.437106122,0.232890007,109.5522041,32.08710465,0.03123425,0.135235093,3,6,1,1,1,4,0,2,0,1,5,1,2,2,6,1,1,6,1,2,0,0,0,3
ISTP,SP,Istp,3w9qvF1SNrqoflWQQGwwvY,50,0.63126,0.135919365,0.66502,0.185715988,-6.9049,3.214682314,0.44,0.501426536,0.093894,0.088450324,0.219836246,0.257519235,0.18027,0.126104683,0.508422,0.211307045,121.6412,30.84335212,0.048502776,0.168631459,3,3,1,3,2,2,0,2,0,3,3,3,3,3,2,0,2,2,2,9,0,1,0,1
ISTP,SP,infj loves istp,5XfCkTsJjNTnG3LbJOm3ky,50,0.49866,0.141802048,0.53204,0.195812067,-9.44012,3.787388717,0.68,0.471212071,0.035712,0.011420241,0.356361999,0.329024099,0.14889,0.083455869,0.395028,0.241030666,123.48978,33.38260071,0.267899462,0.331917029,1,2,0,3,0,5,0,3,2,3,4,0,3,2,3,1,1,4,0,3,4,1,3,2
ISTP,SP,istp songs,3Z2HMVeEDkaFpEHkTn6eVB,50,0.53758,0.17158827,0.556514,0.21056427,-8.10562,4.465908473,0.62,0.490314351,0.052948,0.043876209,0.336008554,0.354377198,0.140848,0.086967468,0.377736,0.182953156,128.29376,32.07225867,0.080513818,0.173729456,1,7,0,1,1,3,1,6,1,0,2,1,0,1,2,1,2,6,1,3,1,2,3,4
ISTP,SP,ISTP Supremacy,2IPWZVm6H4ccQNaWssuDtf,50,0.54276,0.130895122,0.68608,0.21076913,-5.94896,2.130096452,0.64,0.484873221,0.053664,0.029329659,0.158373944,0.240778482,0.195322,0.153475929,0.45101,0.241710687,123.00108,30.90564038,0.030000352,0.135943332,3,1,1,5,3,2,0,3,1,0,2,2,2,1,4,0,2,4,1,3,3,2,1,4
ISTP,SP,Rylan: ISTP Vibes,1MlYZxBkFC1acoLtGVClKD,50,0.51542,0.123545429,0.70616,0.171024209,-5.44956,2.115437776,0.84,0.37032804,0.053338,0.045933905,0.158165094,0.229473088,0.168756,0.129197977,0.40308,0.227327791,124.75444,28.89320699,0.040891409,0.147474588,1,3,1,5,0,8,0,0,3,0,1,2,0,1,1,0,3,5,0,3,3,6,0,4
ISTP,SP,ISTP playlist ,5obIyHqsD3RY6Zic8bQh5f,34,0.643852941,0.176104847,0.675323529,0.165212025,-6.246617647,2.465166944,0.529411765,0.506640397,0.146167647,0.10625797,0.178028735,0.207088873,0.227285294,0.161380959,0.442879412,0.249440751,119.0930588,26.95623759,0.055940365,0.197352106,2,2,2,4,0,5,0,1,0,3,0,2,2,0,3,1,1,1,3,1,0,0,1,0
ISTP,SP,ISTP ,1bfMsWQ50IZjfZq2LWFs72,40,0.5609,0.140948399,0.47625,0.188895813,-9.617225,3.117797098,0.975,0.158113883,0.07437,0.073227728,0.49502425,0.318338851,0.147865,0.075721987,0.441185,0.228914416,125.71685,32.68899752,0.017486853,0.062481956,0,9,1,1,0,4,0,0,1,0,3,0,1,0,4,0,3,6,0,0,3,1,0,3
ISTP,SP,istp feelings,4Lpiljjuv2HoLkRIDEenGG,50,0.7358,0.084571187,0.84544,0.080632996,-3.23794,1.697422348,0.68,0.471212071,0.103054,0.068964168,0.06490432,0.061774684,0.207506,0.140555277,0.66166,0.153725519,123.94998,22.70798667,0.001918004,0.011261875,1,5,2,8,0,2,0,0,0,3,0,1,3,1,4,1,4,4,3,3,2,1,1,1
ISTP,SP,ISTP💛,2qRyzK6EtSXMu1JXVFQeNg,29,0.669586207,0.129565901,0.689206897,0.180122851,-6.344206897,2.262926146,0.655172414,0.483725281,0.1033,0.108778395,0.142524103,0.187055381,0.179096552,0.127750584,0.552344828,0.244091943,111.7112414,20.02738029,0.090186685,0.217676131,1,1,1,3,0,4,0,2,1,2,1,1,3,0,0,1,2,2,0,1,0,1,1,1
ISTP,SP,"istp, the nihilist",3e7PzDiikznTINcltp84BA,50,0.338778,0.115795769,0.081068,0.082596555,-24.60606,6.831684035,0.6,0.494871659,0.047246,0.015820901,0.98154,0.026728575,0.105634,0.043385785,0.126916,0.092599472,97.1259,30.40064172,0.8533586,0.190517295,1,3,3,3,1,3,1,2,1,1,3,2,1,5,6,1,2,1,1,0,1,5,2,1
ISTP,SP,ISTP,2zwra3Pt3svtyfAPiSLrTN,18,0.732222222,0.130040969,0.600222222,0.16668941,-6.674666667,2.502093994,0.222222222,0.427792632,0.067683333,0.029427503,0.231883333,0.221611163,0.170916667,0.165920247,0.481166667,0.208402961,110.9387222,20.08680418,0.043884821,0.156033744,1,0,2,0,0,2,0,0,0,2,0,3,0,1,0,0,1,0,0,4,1,0,1,0
ISTP,SP,Istp things w/ hanji,40f8f3Ix0Ut93ZvWwTppMo,40,0.548575,0.131456123,0.59895,0.154916512,-7.080575,2.063514862,0.45,0.503831474,0.045595,0.020120381,0.244107718,0.239434778,0.17212,0.094194249,0.4425225,0.243103518,116.61505,28.75616646,0.071444855,0.212792688,1,1,2,2,2,3,0,3,2,1,2,7,4,1,0,2,2,1,2,1,1,0,0,0
ISTP,SP,ISTP songs,1o7ufSKxAiLyiiyJwtx6ij,50,0.64176,0.152317547,0.68122,0.179851672,-6.4003,2.274215032,0.54,0.503457434,0.088172,0.078479565,0.14754276,0.213351243,0.215234,0.146246823,0.54186,0.170224823,124.00086,30.49823859,0.025543096,0.060214589,3,4,0,2,0,3,1,7,1,3,2,2,1,1,3,1,3,2,1,3,4,1,1,1
ISTP,SP,ISTP,5hA6AyZ4Ry6LYPkDywLu3e,50,0.55088,0.142848948,0.67262,0.196520123,-6.4997,3.009695254,0.48,0.50467205,0.05832,0.038027353,0.17269322,0.249448348,0.197144,0.153834185,0.419354,0.226530778,117.27712,32.6920534,0.02450354,0.083826621,2,3,1,2,1,4,1,1,1,4,2,2,3,4,2,0,2,1,2,4,3,1,4,0
ISTP,SP,pure rnb shiiii; istp,01IF6Ybsatai8w7EqHOdXA,9,0.644,0.135529517,0.402,0.111013513,-9.537222222,2.404843902,0.111111111,0.333333333,0.119677778,0.091856951,0.432888889,0.260373983,0.201933333,0.156848462,0.379,0.205568723,87.26388889,12.69483722,0.007420067,0.011324136,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0
ISTP,SP,ISTP,1K3m7CXwwp6F6WGDpyM8te,46,0.564065217,0.141315471,0.700934783,0.139961328,-6.132282609,1.832433775,0.565217391,0.501206274,0.065271739,0.076052744,0.097421835,0.124596912,0.200236957,0.145710288,0.532456522,0.19986759,124.0514565,32.07314729,0.036199425,0.108398006,1,4,1,2,0,7,0,6,0,4,1,4,5,1,0,0,1,3,1,2,0,1,0,2
ISTP,SP,İstp,3povF4C86pgTVbXcEnniji,50,0.67714,0.16520686,0.71172,0.176221456,-5.6497,2.466762749,0.5,0.505076272,0.142936,0.117570633,0.12336444,0.147882634,0.201254,0.163579021,0.460372,0.210479794,120.1413,30.21989191,0.044712964,0.114862885,1,1,2,5,0,3,1,6,1,5,1,3,3,1,5,2,3,1,1,3,1,0,0,1
ISTP,SP,🛠 ISTP 🛠,0gydPsXitBC5cbY4kpnLlf,30,0.708633333,0.127678336,0.6094,0.189358008,-6.760833333,2.564472939,0.4,0.498272879,0.118456667,0.109452228,0.1710886,0.175707629,0.19711,0.151741314,0.580733333,0.173006863,115.5882333,24.90813706,0.060261386,0.166805939,0,3,0,0,0,0,3,2,0,2,2,0,1,1,2,4,1,2,1,4,0,0,1,1
ISTP,SP,"estj, entj, intj, istj, istp",6Q4l73KN7JDLOebGK4jkBl,33,0.629,0.151752471,0.678272727,0.156150623,-6.378,3.06762407,0.606060606,0.496197663,0.08510303,0.079852972,0.144079364,0.177678334,0.218081818,0.159427708,0.529666667,0.23501086,126.5639697,27.51059058,0.098734635,0.231491649,1,4,0,2,0,2,0,1,2,1,3,2,1,1,1,1,1,3,1,0,0,1,5,0
ISTP,SP,eh istp,4bw0qzVFEW3F08eOGhJTBb,50,0.59996,0.095964271,0.69038,0.150125783,-6.47962,2.361495495,0.48,0.50467205,0.071396,0.061144706,0.126751391,0.179306823,0.18597,0.12256745,0.418748,0.217326099,119.95926,21.75424368,0.15670734,0.303856044,3,8,1,3,0,1,1,4,0,3,2,1,1,1,1,5,0,3,4,2,1,1,1,3
ISTP,SP,istp ??,1yQ342psMa7JfFXrt0Icpo,30,0.591566667,0.109116731,0.686966667,0.200541591,-6.8575,3.358661903,0.633333333,0.490132518,0.078336667,0.087832778,0.218207067,0.231795185,0.180156667,0.134616758,0.55765,0.240204265,120.3489667,28.44705015,0.154849783,0.320050042,1,2,1,1,0,1,0,3,2,0,0,1,4,0,2,0,0,1,1,3,3,2,1,1
ISTP,SP,istp,73QX5voZUCjcfDHHGKIMic,50,0.61116,0.174353659,0.58558,0.206223486,-7.02464,3.155262554,0.52,0.50467205,0.094762,0.103491904,0.2509389,0.284768681,0.155992,0.124374444,0.49028,0.239686023,125.68828,32.05030567,0.037464099,0.120105455,2,6,2,2,1,2,2,4,3,4,3,0,3,0,1,2,1,1,2,3,2,2,2,0
ISTP,SP,istp thinking,6Phexht1THjR1s59K039w8,50,0.50292,0.138168758,0.67272,0.167865233,-6.59656,2.152714121,0.66,0.478518121,0.06256,0.066319422,0.12137876,0.202615336,0.165938,0.117806888,0.37511,0.233471781,115.39716,32.66073896,0.146849934,0.283398242,2,2,1,1,1,5,0,3,2,0,7,1,4,2,2,1,4,3,3,1,0,2,2,1
ISTP,SP,ISTP ,6vwniQTEYSOsEjmijGtGRX,49,0.596204082,0.142711974,0.748693878,0.15983992,-5.861020408,2.239524387,0.469387755,0.504233776,0.100412245,0.102533447,0.144447429,0.209178094,0.195302041,0.124349644,0.495795918,0.20455928,121.7758776,34.07062405,0.074301687,0.203579812,2,4,3,5,3,1,0,4,0,1,3,1,2,3,3,0,1,1,4,1,2,0,4,1
ISTP,SP,ENTP ESTP ISTP INTP 8w7 5w6 6w5 7w8 mix,0TMcQsQCVBpRv377iZMx3L,50,0.6542,0.161163879,0.76074,0.164206044,-5.47402,2.562557631,0.6,0.494871659,0.1217,0.113666162,0.118573718,0.156669232,0.216474,0.168940993,0.566482,0.230174707,124.19766,29.88565402,0.050416818,0.18767498,2,1,2,6,0,5,0,4,3,4,1,0,2,0,4,1,3,3,4,3,0,0,0,2
ISTP,SP,istp,2UOqwetfPEvfasKNfrsKso,32,0.617,0.155320896,0.595875,0.206628504,-7.4785,3.747756585,0.65625,0.482558704,0.057671875,0.060210246,0.292565625,0.283848934,0.213609375,0.193855715,0.51275,0.217419173,125.8825313,32.76029646,0.001990257,0.006982319,0,7,2,1,1,3,0,2,2,1,3,1,1,0,2,1,0,1,1,1,0,0,1,1
ISTP,SP,Istpbrainwaves,6RapulVP0nxRBBxOAZcM6r,50,0.56408,0.153313184,0.7169,0.166372983,-6.43042,2.973231411,0.58,0.498569382,0.067202,0.06278874,0.103137108,0.178325794,0.201262,0.143831561,0.413314,0.229672628,118.46418,29.25307994,0.184658628,0.288331041,0,3,1,4,1,3,0,4,1,0,1,6,3,3,4,2,4,3,0,0,1,0,4,2
ISTP,SP,ISTP songs,3M4e5WKoxz7bgc7G5xfADm,46,0.576891304,0.145521778,0.695543478,0.162662392,-6.158108696,1.730830915,0.456521739,0.503610155,0.075773913,0.062189758,0.151389948,0.200778033,0.162069565,0.102711263,0.421586957,0.212738084,124.6076739,33.16326563,0.011611364,0.028908571,2,3,2,0,0,2,1,4,1,2,3,2,2,2,1,1,3,1,2,5,2,1,2,2
ISTP,SP,entp x istp,3Vt6IqxQvywETt5OTmeylc,50,0.52892,0.113909352,0.65524,0.177553161,-6.01318,2.1245177,0.56,0.501426536,0.040728,0.01289879,0.23684064,0.293526301,0.15829,0.084991402,0.367486,0.217310667,126.27322,26.10952917,0.026904471,0.085621999,3,5,2,4,0,2,1,3,1,1,4,4,1,0,0,0,2,1,0,5,2,2,3,4
ISTP,SP,istp mood,1G0U6wMTzpJiPZykROU5ha,50,0.50772,0.132441599,0.63698,0.188412107,-7.03528,2.738765207,0.5,0.505076272,0.056152,0.065658751,0.209574252,0.279633075,0.18517,0.154585418,0.430502,0.236424679,114.49156,28.94653279,0.115272953,0.23756359,2,7,4,4,2,3,0,2,3,1,3,3,0,3,2,1,0,0,0,4,2,1,3,0
ISTP,SP,istp mood,1G0U6wMTzpJiPZykROU5ha,50,0.50772,0.132441599,0.63698,0.188412107,-7.03528,2.738765207,0.5,0.505076272,0.056152,0.065658751,0.209574252,0.279633075,0.18517,0.154585418,0.430502,0.236424679,114.49156,28.94653279,0.115272953,0.23756359,2,7,4,4,2,3,0,2,3,1,3,3,0,3,2,1,0,0,0,4,2,1,3,0
ISTP,SP,Istp 6w5,2no8kQrcGaLRNMdLW7adqD,29,0.370586207,0.140198206,0.27672,0.224357374,-15.06627586,6.69674703,0.24137931,0.43549417,0.042431034,0.00985111,0.833905172,0.299059461,0.112027586,0.045349034,0.244855172,0.193064563,120.4793448,32.4734193,0.690988862,0.336926438,5,2,0,0,2,3,0,3,0,2,0,3,0,4,1,0,1,0,0,0,0,0,3,0
ISTP,SP,5,1Gdcg3CCzZHi2MmHcL38ld,50,0.62636,0.139897158,0.58412,0.117410085,-7.71038,2.070928855,0.48,0.50467205,0.112022,0.114927412,0.19845044,0.193470741,0.200012,0.161195661,0.429634,0.207355367,122.1949,29.61304491,0.028328901,0.137169395,3,2,4,6,1,2,1,3,0,3,2,2,1,2,3,0,2,1,2,3,1,0,2,4
