mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,Dminor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,Bminor_count,BMajor_count,Cminor_count,F#/GbMajor_count,Gminor_count,A#/Bbminor_count,A#/BbMajor_count,D#_Ebminor_count
ESTP,SP,😎 ESTP ‽,59xlC7rF7tXu91jevUSxTi,14,0.678785714,0.073552889,0.841714286,0.088771469,-3.527785714,1.346104132,0.714285714,0.468807231,0.093557143,0.062780052,0.031918571,0.031380466,0.227535714,0.116662614,0.531785714,0.164344937,132.7816429,28.16433214,1.59E-06,4.24E-06,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,2,0,1,0,0,0,1,0,1
ESTP,SP,estp kpop songs,5FUDD6OVrQtD0DaxK7eMqq,50,0.71512,0.097272737,0.8305,0.089106277,-3.41308,1.413179016,0.5,0.505076272,0.106814,0.065406088,0.07266318,0.119610818,0.207504,0.159449346,0.6308,0.152033428,127.88758,23.76819415,0.003309982,0.020378881,6,3,3,2,1,0,0,1,3,1,5,4,2,5,3,3,2,1,1,0,2,1,0,1
ESTP,SP,estp,19KTuKd4B6AYGyfnNHnUhe,50,0.75976,0.087893386,0.67768,0.122767316,-5.25084,2.19353411,0.5,0.505076272,0.150388,0.117744812,0.3017318,0.225758916,0.170328,0.131240519,0.55044,0.207306749,127.99806,26.91340936,0.000165995,0.000922795,3,1,7,2,1,0,2,0,1,1,3,3,2,2,4,2,2,2,3,3,3,1,1,1
ESTP,SP,💥ESTP & INFP💫,79tsVuZwhRCSci6HsHQqrz,50,0.57988,0.125239141,0.57588,0.136083204,-7.04422,2.326069061,0.4,0.494871659,0.06802,0.056576836,0.18169806,0.192659322,0.175154,0.105423986,0.320716,0.173902197,121.6489,24.21097651,0.060894815,0.16593133,2,2,2,3,0,1,5,1,3,0,1,2,1,3,4,0,2,7,1,0,1,7,2,0
ESTP,SP,Work est+,5K4wGki1FKStWTESKdDxM3,50,0.76174,0.10640907,0.68822,0.127279908,-6.19316,1.854799041,0.54,0.503457434,0.127826,0.075430903,0.09559108,0.110335241,0.202574,0.165617067,0.57912,0.210045247,122.81886,24.40389091,0.008445752,0.050856079,5,5,5,1,2,0,2,0,3,3,1,2,1,3,2,5,5,0,0,0,0,2,2,1
ESTP,SP,ESTP LUCI⁰  BRO? XD UwU :],6ft8botz6zl6ouDsox9tNs,24,0.715818182,0.090770058,0.710772727,0.138150343,-5.9495,1.817845683,0.318181818,0.476731295,0.106595455,0.094719654,0.124369909,0.146682539,0.138631818,0.094410766,0.642045455,0.180979209,119.8812727,17.43628363,0.029872245,0.131672627,0,2,2,0,2,0,0,0,1,0,2,1,1,1,1,0,3,1,0,0,0,5,0,0
ESTP,SP,HB: Biographien ESTP,2aGh1LVefi1c5fktIRC8ZA,50,0.64584,0.072948783,0.416176,0.099700888,-15.80854,2.632410319,0.6,0.494871659,0.89966,0.113879387,0.90276,0.139277078,0.484588,0.283346743,0.45146,0.135619547,97.53734,29.70158541,0.224626978,0.336645087,6,0,0,2,0,2,1,0,1,0,0,4,4,3,2,2,5,4,1,4,0,3,5,1
ESTP,SP,Playlist de una enfp y una estp,2Xa0dJ0x6tejqIB7IQasW3,50,0.6952,0.135250033,0.7094,0.13996326,-6.0333,1.966775017,0.56,0.501426536,0.089138,0.095439304,0.22123998,0.222822379,0.194536,0.153896086,0.61312,0.251495335,126.0029,28.68554321,0.003500413,0.01912348,9,5,4,1,2,1,2,2,3,0,1,2,1,4,2,1,1,0,1,0,2,1,3,2
ESTP,SP,Estp 😼,3SKDyJKcvOjfxojK71dV1t,13,0.620461538,0.07764193,0.813384615,0.111470129,-6.144923077,2.517371462,0.769230769,0.43852901,0.1247,0.122310922,0.108593077,0.087123515,0.201461538,0.147272834,0.539761538,0.251733237,117.0152308,31.56212354,0.364811848,0.448993888,2,0,4,0,2,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
ESTP,SP,ESTP,2jaghBYU4euMuhvVaqvZb0,34,0.546029412,0.146490146,0.816294118,0.168261256,-4.988558824,2.758827981,0.588235294,0.499554168,0.100252941,0.091829523,0.123014115,0.212961048,0.179102941,0.175386507,0.600176471,0.231605656,132.5097647,32.18570088,0.004963812,0.02119027,2,3,0,0,0,0,1,2,0,0,0,5,0,2,2,3,2,3,2,2,2,2,1,0
ESTP,SP,ESTP Vibes,2L0idxIQz7ebGEIMwz7qhI,50,0.76422,0.106310537,0.7148,0.13398218,-4.80792,2.665403181,0.5,0.505076272,0.154016,0.12988052,0.1849391,0.176798375,0.177174,0.155547895,0.69484,0.191684409,116.46722,24.53639566,0.019638142,0.132280674,2,4,1,0,4,0,4,1,3,0,0,7,1,5,1,2,4,1,3,1,0,1,1,4
ESTP,SP,estp 🪐♊︎,4ta0UUV1HZ7yF9uExjx5mh,17,0.569882353,0.14636294,0.669823529,0.15621269,-6.390529412,2.382813912,0.705882353,0.469668218,0.052258824,0.029310921,0.230060912,0.296840045,0.155141176,0.106095146,0.437052941,0.266325267,122.432,30.63280855,0.081269641,0.223769266,3,1,3,0,1,0,0,1,1,0,0,1,0,1,2,1,0,1,0,0,0,1,0,0
ESTP,SP,ESTP SLAYY,7oH8ujItZJSB0s5hM0M5eO,40,0.64865,0.152867221,0.702075,0.141876867,-6.060025,1.788135047,0.55,0.503831474,0.076925,0.062074012,0.197913675,0.195089551,0.1564925,0.135045273,0.6121,0.241520801,123.252075,24.78886514,0.066192023,0.206606217,2,3,2,0,3,0,2,3,1,1,1,0,2,3,3,2,3,1,1,2,1,0,3,1
ESTP,SP,ESTP Playlist,4PXyOBtQ6ohnHHH7WmJhGy,50,0.65088,0.154083418,0.7489,0.145032473,-4.9983,1.77283334,0.5,0.505076272,0.099758,0.090892543,0.082235818,0.132614122,0.211114,0.1923051,0.487042,0.233132699,129.39398,27.83186113,0.012298048,0.077991538,2,2,5,2,2,1,3,0,4,1,0,2,0,5,4,1,3,4,1,1,2,4,1,0
ESTP,SP,ESTP songs,2cwvJk009PkrKImdROrElT,30,0.635966667,0.120545451,0.867833333,0.116048469,-5.572266667,2.49750289,0.733333333,0.449776445,0.117406667,0.091323332,0.0781266,0.105067095,0.293816667,0.248377949,0.680733333,0.214614158,135.212,26.3119345,0.13203485,0.294304543,1,1,2,1,2,0,0,3,1,1,1,3,0,4,1,1,3,3,0,2,0,0,0,0
ESTP,SP,estp 7w8,2IW71DWp4aFy24Dl5EXQ6F,39,0.735205128,0.120818084,0.577230769,0.139450135,-7.340076923,1.995670661,0.307692308,0.4675719,0.128392308,0.093633416,0.21255359,0.207417153,0.144323077,0.093327176,0.508282051,0.225633605,113.364359,28.69446763,0.033829141,0.119041192,3,3,3,1,1,0,1,0,5,1,2,2,2,0,4,0,3,2,0,0,1,3,0,2
ESTP,SP,Treino estp,082InfRCSfBtwpjlTT5Dvk,21,0.677238095,0.099411219,0.783,0.128803727,-6.085380952,2.303219909,0.428571429,0.507092553,0.060209524,0.04829181,0.101049095,0.185086255,0.215433333,0.215079528,0.499619048,0.178450126,131.0003333,16.02100279,0.205917571,0.342957838,1,1,2,0,2,0,0,0,0,0,2,0,1,1,3,2,0,0,2,1,0,0,0,3
ESTP,SP,ICIC'ESTPARIS,30vsnrmpho2UIhH8Bbadgc,50,0.72728,0.09796835,0.67908,0.099633172,-6.92902,1.460358853,0.26,0.443087498,0.214766,0.118266183,0.342842,0.179820322,0.13477,0.069896408,0.467568,0.162575247,126.19936,28.66367369,8.73E-06,3.43E-05,3,0,5,4,0,0,1,0,3,0,2,2,1,2,5,1,3,0,4,0,3,7,0,4
ESTP,SP,estplaylist,5kvAHfuj2VbxxRHOsnaxxp,41,0.774658537,0.120510499,0.706512195,0.13765321,-5.222926829,2.537888319,0.463414634,0.504854483,0.209404878,0.120632721,0.129017805,0.137594179,0.232921951,0.178934223,0.536736585,0.227932983,109.1924634,28.8584879,2.45E-05,9.81E-05,1,1,8,1,3,0,3,0,5,1,1,3,0,0,3,1,2,0,1,1,0,5,1,0
ESTP,SP,To: ESTP From: Canary,78Uoq5AX08x5hDqJGxWJoY,50,0.5295,0.131435753,0.88202,0.081357234,-4.74594,2.087498243,0.42,0.498569382,0.129972,0.107152942,0.044070263,0.111655454,0.204444,0.140245192,0.459304,0.226497852,126.73916,29.58182647,0.023857668,0.122534159,2,2,0,4,4,0,3,2,3,1,1,3,2,1,4,3,1,0,2,4,1,4,1,2
ESTP,SP,ENTP ESTP ISTP INTP 8w7 5w6 6w5 7w8 mix,0TMcQsQCVBpRv377iZMx3L,50,0.6542,0.161163879,0.76074,0.164206044,-5.47402,2.562557631,0.6,0.494871659,0.1217,0.113666162,0.118573718,0.156669232,0.216474,0.168940993,0.566482,0.230174707,124.19766,29.88565402,0.050416818,0.18767498,1,2,6,0,5,0,4,3,4,1,0,4,1,3,0,3,3,0,2,2,0,4,2,0
ESTP,SP,Feeding my ego/ESTP,4NQda0CDn45SY2daYDL1uw,50,0.58298,0.175591419,0.72842,0.177742544,-6.67412,2.990809648,0.64,0.484873221,0.157418,0.125988753,0.100244643,0.139144746,0.202458,0.132123077,0.362028,0.214603744,120.33828,29.78538162,0.209962871,0.307933585,1,0,11,1,7,0,1,0,3,1,0,2,0,7,3,2,3,1,2,0,2,3,0,0
ESTP,SP,pov : you kin the estp dilfs,0A9amKcplBqNZOxdSxThRC,24,0.718375,0.11665289,0.753416667,0.133463858,-4.86275,1.613761047,0.541666667,0.508977378,0.0882625,0.060289813,0.033712292,0.060143038,0.207845833,0.151353743,0.672083333,0.196732199,125.6719583,16.2514785,0.000300934,0.00105676,1,1,2,0,3,0,1,0,3,0,1,3,1,1,0,0,1,0,1,2,0,2,1,0
ESTP,SP,estp,0v4449tphtbrS8Jy1KlvDA,50,0.71304,0.139990956,0.67118,0.155710444,-6.80346,2.706552301,0.6,0.494871659,0.174774,0.141517777,0.13224966,0.164360533,0.205578,0.116493301,0.502824,0.237430629,126.6583,26.93281709,0.102504005,0.262438412,1,2,8,1,4,1,2,0,0,2,0,7,1,1,3,4,4,1,1,1,2,4,0,0
ESTP,SP,🧡Mood of a sleep deprived ESTP🧡,3QEsWc47e8FAqrTni6QyY1,50,0.66522,0.154143227,0.65856,0.158510047,-6.7656,2.701544335,0.42,0.498569382,0.095018,0.086452065,0.17988164,0.21327243,0.189292,0.121241237,0.40408,0.223895319,125.7424,23.19289825,0.034585907,0.095352104,4,2,2,3,3,0,3,2,6,0,1,3,1,3,1,2,3,0,5,1,1,3,1,0
ESTP,SP,EstPab,6mNXbpr2IUMikkRGAwfF8l,50,0.742,0.123414847,0.69636,0.130305882,-6.20696,2.168245627,0.36,0.484873221,0.13257,0.099458206,0.2953646,0.235148829,0.149844,0.09573755,0.64534,0.184154838,126.1039,22.27162358,0.014866877,0.086942507,1,0,2,2,4,0,2,0,4,2,2,3,2,1,3,0,3,0,3,3,4,5,2,2
ESTP,SP, ᴇꜱᴛᴘ x ᴇɴᴛᴘ ꜰɪɢʜᴛ!,6dlzDbN1iQKxe9e0M2Ww8N,50,0.6986,0.156071151,0.7213,0.141229188,-5.52112,2.317347117,0.52,0.50467205,0.147474,0.125397205,0.07077156,0.122258522,0.20272,0.155463083,0.589442,0.23273379,123.6054,27.11783353,0.107284894,0.252218201,2,4,6,0,1,0,3,1,4,2,1,3,1,2,2,3,3,3,1,1,1,3,2,1
ESTP,SP,estp,2Gzbi7QHTs58LrfxMl0kj4,46,0.78073913,0.131982059,0.7195,0.128248673,-5.404130435,2.741798587,0.586956522,0.49782134,0.229536957,0.133406977,0.12624587,0.132975839,0.22008913,0.181251745,0.609630435,0.200377461,114.9744565,31.64191103,0.007767299,0.032409566,2,2,7,0,2,0,5,3,2,0,1,4,1,4,3,2,1,1,0,2,1,3,0,0
ESTP,SP,"loq,estp,melen,fito...",6ElHWfhwUuQtT7sHDXcED7,50,0.5879,0.127842737,0.82252,0.115437277,-5.76124,2.155864461,0.6,0.494871659,0.060324,0.043170188,0.14819486,0.150398238,0.302882,0.280218119,0.67404,0.208300015,128.67302,27.42459705,0.002119688,0.006711046,7,2,0,0,4,0,1,3,2,1,2,10,1,1,4,3,5,1,1,0,2,0,0,0
ESTP,SP,ESTP 8w7!!!,5xUB8A75VZbJokQJUE4ISC,50,0.68866,0.172303909,0.68656,0.163909527,-6.49984,2.893398343,0.56,0.501426536,0.188704,0.111610573,0.084169044,0.150880609,0.238122,0.174721362,0.50778,0.23159864,124.6854,34.06551266,0.067159708,0.207925512,2,2,4,0,3,0,2,0,0,0,3,5,3,6,2,3,3,3,1,2,2,2,0,2
ESTP,SP,Playist of an ESTP,2nRA19ESjP4OKXW5hc3OYt,50,0.4432,0.145984763,0.764868,0.167112933,-6.7333,3.311585028,0.62,0.490314351,0.073584,0.075543717,0.074417946,0.165014766,0.191746,0.150631284,0.40386,0.200417015,131.8468,32.1626686,0.144209452,0.292004026,5,0,3,1,2,1,3,0,2,1,1,8,1,1,1,6,3,1,1,2,2,3,1,1
ESTP,SP,Intj x Estp friendship,1KYTcBVgaUSzWYSPdk3BAo,16,0.7224375,0.21381954,0.70725,0.10397147,-5.707,2.714193484,0.4375,0.512347538,0.12830625,0.101387504,0.062429688,0.102131884,0.16464375,0.139614459,0.642375,0.22772026,117.880875,30.01936863,0.000252366,0.000884067,0,2,1,0,0,0,1,2,1,0,3,1,0,0,0,1,1,1,0,1,1,0,0,0
ESTP,SP,estp ver. kpop,4xquCZgczoOmePw6Szy8XM,25,0.70504,0.10420152,0.76164,0.081485111,-3.71236,1.271692143,0.24,0.435889894,0.097476,0.072738775,0.1247176,0.120158748,0.20828,0.147108152,0.58448,0.197811173,107.32272,16.80327201,8.97E-05,0.00035179,1,0,0,1,0,0,3,0,3,1,1,2,1,1,2,0,3,0,1,1,1,2,0,1
ESTP,SP,ESTP,6XmggAhP8fUBKlRnDlMziB,50,0.64502,0.139859622,0.78446,0.147323497,-5.1349,2.568101866,0.54,0.503457434,0.096038,0.079078158,0.05838608,0.136407132,0.200052,0.171854487,0.61926,0.177024593,124.8933,28.13300859,0.001513695,0.005806564,4,3,3,0,5,0,3,2,1,2,0,4,3,1,3,3,5,3,2,0,0,3,0,0
ESTP,SP,CONFIDENT ESTP PLAYLIST⚡️,51fSIZwQecFBDKCRycvL42,34,0.719441176,0.149978825,0.728470588,0.1609141,-5.423617647,2.054173918,0.411764706,0.499554168,0.100932353,0.091912665,0.085245647,0.096067448,0.162123529,0.122803164,0.637,0.228863331,126.0037353,24.52407254,0.015980158,0.059996539,1,3,2,0,1,0,1,2,3,1,1,3,0,0,1,2,6,2,1,0,1,3,0,0
ESTP,SP,estp + infp,0EZl62fk7tNPr85dg6IOIa,49,0.598530612,0.129301022,0.706306122,0.17255702,-5.341795918,1.63452632,0.714285714,0.456435465,0.072402041,0.044577528,0.064508508,0.110706727,0.225461224,0.173200423,0.449767347,0.185237151,130.8942857,30.76204756,0.000786153,0.003649022,2,2,2,0,9,0,1,4,3,2,0,2,2,4,3,3,1,4,1,1,1,0,2,0
ESTP,SP,estp 7w8,0KCl5yc1Y7S5H1H9k63P0E,50,0.68066,0.114088331,0.76542,0.172591069,-5.86324,3.146154196,0.5,0.505076272,0.089286,0.071439651,0.16189106,0.216494062,0.199776,0.136774044,0.60648,0.183954768,130.10168,24.91505297,0.066614783,0.228945043,4,2,4,4,2,2,1,3,2,2,1,3,1,2,4,1,4,2,3,0,2,1,0,0
ESTP,SP,estp,6K6gVD8Dr7rNFuPnAqEEbG,48,0.638958333,0.152296318,0.745875,0.15806067,-5.1585,2.060877917,0.5,0.505291153,0.099864583,0.091011892,0.101124083,0.185737004,0.2034875,0.144908782,0.564333333,0.242059632,131.18075,27.43115506,0.014211166,0.080282063,3,6,3,1,1,1,3,0,1,0,0,6,0,3,4,0,5,6,2,1,1,1,0,0
ESTP,SP,✨ESTP with a large ego✨,7AvDqnNJUKEsl1Bg0fYWhW,50,0.75988,0.127402246,0.69944,0.149723304,-5.99594,2.506145316,0.5,0.505076272,0.107208,0.09979819,0.1214434,0.17419479,0.225458,0.164985097,0.61808,0.223270116,121.9288,24.43936218,0.01801372,0.117310782,6,2,5,1,2,0,3,2,4,0,3,3,1,2,1,2,4,0,0,2,2,4,1,0
ESTP,SP,DaGr8estPlayList,2T5EyMOrDwwh8zTUjEJ7a8,50,0.72842,0.131186748,0.61956,0.12452328,-6.62706,2.806961902,0.5,0.505076272,0.200044,0.134642575,0.1555874,0.151046485,0.188178,0.132087825,0.402926,0.206268296,129.47244,30.02222573,0.000541545,0.003631787,3,2,10,0,3,0,1,0,1,0,4,1,3,2,2,3,3,2,2,1,2,4,0,1
ESTP,SP,pov: you're the flirty estp,2nKEuh3SUu1FcZVHSRowRe,44,0.571045455,0.148072571,0.731295455,0.177156425,-5.535431818,2.293499159,0.477272727,0.505257768,0.091018182,0.075030671,0.063761327,0.136389961,0.202795455,0.160974957,0.484931818,0.19894973,139.7261364,30.88818313,0.023380364,0.101752094,5,3,1,2,4,0,2,3,2,1,5,4,0,2,0,1,3,0,0,0,1,5,0,0
ESTP,SP,estp,7aV3R576h7ZjkXQ9UFIlFB,50,0.59306,0.120887772,0.71068,0.206746758,-5.22884,2.57020869,0.56,0.501426536,0.075944,0.064115085,0.21289324,0.287576544,0.175264,0.091982061,0.461068,0.209103151,124.80148,25.96133224,0.003003584,0.021212693,0,2,1,0,2,1,2,2,1,4,4,3,1,8,2,3,4,2,4,1,2,0,1,0
ESTP,SP,estp personality songs 😎,746BTf4mLDV6UvoMHIZyfs,50,0.59774,0.172227757,0.7843,0.139459635,-5.93248,2.32074996,0.56,0.501426536,0.088098,0.07941473,0.075144066,0.103182637,0.200436,0.136661119,0.544042,0.229965948,126.0783,25.90205425,0.031631711,0.101171688,5,1,4,1,3,0,3,4,1,0,3,3,0,3,2,3,5,1,1,1,1,3,1,1
ESTP,SP,ESTP,6Kslh1esH1Z1BDpKNCsRdx,18,0.671666667,0.153644739,0.696611111,0.122148,-5.077888889,1.634133981,0.333333333,0.48507125,0.081316667,0.060966551,0.112855,0.11346728,0.209716667,0.183753301,0.566944444,0.247433526,121.4790556,30.32974649,0.019295429,0.079566527,0,0,1,0,1,1,3,1,1,1,2,0,0,1,1,0,1,0,0,0,2,1,0,1
ESTP,SP,estp ?@%#!,56t0zDf9yz0I1A1bvCl2c1,50,0.66018,0.144411782,0.70916,0.168702898,-6.05862,2.638043863,0.56,0.501426536,0.103042,0.100920001,0.1090762,0.164220946,0.20079,0.170967347,0.530358,0.247341247,128.07346,31.64439473,0.052040497,0.151968972,3,1,6,0,1,1,5,1,3,1,1,4,1,6,3,1,0,2,1,1,4,2,1,1
ESTP,SP,ESTP 🍹,78bDJbmnZKWFVDLtCUYzUn,6,0.518,0.147539825,0.816,0.099839872,-4.880166667,1.337910523,0.5,0.547722558,0.094616667,0.043110343,0.0237925,0.050365805,0.203933333,0.20005066,0.505666667,0.287472897,142.4285,33.49997066,0.003916925,0.009593708,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ESTP,SP,ESTP <3,1fVRuXCRyjrZQUjirlf0qc,4,0.79675,0.129995833,0.7825,0.112562575,-3.64975,2.035211598,0.5,0.577350269,0.113575,0.04988536,0.148905,0.227183218,0.105425,0.021305457,0.5365,0.211786843,131.76175,28.21894674,0.026559405,0.052960504,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
ESTP,SP,estp x cancer,3lu1yCJv4hQWAxbj33tkTD,50,0.58146,0.163577506,0.563506,0.237118744,-8.3068,3.657004981,0.6,0.494871659,0.063772,0.05005729,0.291904611,0.325596741,0.158996,0.099806204,0.49181,0.225721584,122.52148,28.74205529,0.030046119,0.123828245,6,1,0,0,4,1,1,3,2,1,3,9,2,0,3,3,2,1,1,2,2,2,0,1
ESTP,SP,₊˚꒰୨୧︰pov: youre an estp ,7v3hJmK0myJ6VDb2zfdOWg,50,0.70766,0.129311301,0.77982,0.165433098,-4.63554,2.405647464,0.66,0.478518121,0.12383,0.087206956,0.10122888,0.164433881,0.193618,0.129743445,0.52873,0.18271566,130.78196,26.5895308,0.049690349,0.18170883,4,3,7,0,2,0,0,2,2,1,2,9,1,2,1,2,3,1,1,2,1,2,1,1
ESTP,SP,estp as my alter ego,2zZExqShhpCnPQxSdmFBZw,24,0.678708333,0.11471912,0.774583333,0.108548093,-5.032375,1.35041233,0.708333333,0.464305621,0.108675,0.080474334,0.07118025,0.084462491,0.209016667,0.140939709,0.529254167,0.211006085,118.3653333,28.16145295,0.000868481,0.002847996,2,1,2,0,2,0,1,1,2,0,0,4,0,2,0,2,1,1,1,1,1,0,0,0
ESTP,SP,estp pl,6xybPx0klCAdOzHCvmwRvB,50,0.58146,0.136457994,0.314778,0.136097884,-11.28076,3.470125379,0.84,0.37032804,0.05494,0.043765941,0.679946,0.256306702,0.1801,0.13067254,0.328896,0.17533538,115.15014,27.85648597,0.065470593,0.188006441,5,0,4,0,5,2,2,3,2,5,0,3,0,2,2,4,0,2,0,6,2,0,1,0
ESTP,SP,Vibe estp,1D61LaatwSglKMSnDPFJA8,18,0.717777778,0.165203459,0.695888889,0.162526338,-5.882555556,2.348062085,0.611111111,0.501631326,0.119772222,0.123778625,0.153204444,0.169025133,0.167688889,0.119140292,0.495388889,0.239909331,117.7462778,18.65547337,0.128107672,0.257765826,1,2,3,0,1,0,0,1,0,0,2,2,0,1,0,0,2,1,0,0,0,1,1,0
ESTP,SP,➪𝙴𝚜𝚝𝚙,6UMnVStHXWvbRoLHIbLpCA,30,0.7126,0.15533803,0.742633333,0.131828646,-5.9011,2.098298265,0.466666667,0.507416263,0.134413333,0.134776095,0.110384233,0.166343916,0.23631,0.204178403,0.621066667,0.241690017,140.3063667,27.32354994,0.004314493,0.01544082,1,2,3,0,1,0,2,0,1,1,2,1,0,1,1,2,5,2,1,1,0,2,1,0
ESTP,SP,estp songs,5S9San71kKHWRNZmbvFQaA,50,0.66572,0.14893733,0.7143,0.167530107,-5.6541,2.513101111,0.52,0.50467205,0.08531,0.056180737,0.09887162,0.178283786,0.207828,0.137707624,0.469722,0.229234197,126.52136,26.24467762,0.015536722,0.081215303,5,3,3,1,3,0,1,0,4,0,2,3,0,4,3,1,4,4,1,0,2,2,3,1
ESTP,SP,Estp,2jXdfe16qeUePp2x35BfaM,27,0.650148148,0.127524267,0.777074074,0.129762779,-7.527777778,2.2187327,0.259259259,0.446576085,0.085048148,0.047320766,0.260737037,0.140822917,0.220014815,0.214632695,0.771259259,0.139348096,109.2097407,20.7011381,0.000513919,0.002241315,4,0,0,0,1,0,3,0,0,0,0,1,0,0,10,0,6,1,0,0,0,1,0,0
ESTP,SP,if(s) FiSe isfp sp/sx 486 [R]/L/Oan moment,4z2V9TeeJvKAVTwMZQ5wj4,23,0.524434783,0.157524263,0.629565217,0.204419983,-7.216434783,2.723477253,0.739130435,0.448977759,0.04183913,0.029533275,0.245802,0.263424248,0.144843478,0.086294416,0.496173913,0.229113638,122.2658261,34.11570084,0.050565425,0.125169553,6,0,1,0,2,0,0,0,0,0,0,3,0,1,2,0,4,2,0,1,0,0,1,0
ESTP,SP,ESTP – The Top Charter (ETLC),3tXP56YM1fmQr4jkSdd7IZ,37,0.703243243,0.134981564,0.779027027,0.16150275,-4.72427027,1.939706975,0.702702703,0.463373192,0.096405405,0.090647109,0.078724784,0.117994491,0.168391892,0.129097453,0.562851351,0.242911131,124.6433784,24.41435824,0.028243405,0.118071575,3,3,6,0,2,2,2,2,1,0,0,4,0,2,0,0,3,3,0,1,1,1,1,0
ESTP,SP,estp songs,5epUdqIi9jYQZJlsaR7drB,43,0.632953488,0.145259858,0.727372093,0.183770305,-5.318813953,1.985159347,0.558139535,0.502485517,0.116855814,0.116072964,0.156092302,0.239196969,0.209730233,0.166335721,0.510790698,0.229069605,127.0297907,27.91628922,0.012091974,0.072353776,3,5,3,0,3,0,1,2,0,0,1,4,0,6,2,1,6,2,0,0,2,2,0,0
ESTP,SP,estp,6UFcNbs6H2wASsTc1CiCQ7,41,0.703414634,0.165241032,0.740487805,0.137473656,-4.812243902,1.870137652,0.487804878,0.506060827,0.131046341,0.123629564,0.095199537,0.144331472,0.22827561,0.164679429,0.617560976,0.187072185,128.7283171,33.06330279,0.01600337,0.101970052,3,3,6,0,0,0,5,0,3,1,1,4,1,1,2,3,2,1,1,0,0,3,1,0
ESTP,SP,ESTP - A,4tywHQbwvAv8Yup7QYHryt,50,0.69934,0.145893533,0.78276,0.132093745,-5.61806,2.257467955,0.52,0.50467205,0.15488,0.114619694,0.089141958,0.11460589,0.243762,0.2121104,0.6188,0.193403142,126.72778,25.5422354,0.049067277,0.177277218,3,3,3,0,1,0,5,0,1,0,1,5,1,2,1,8,6,1,1,2,1,4,1,0
ESTP,SP,estp,7klHax373T49zhs3mJyptK,50,0.67024,0.174493618,0.70658,0.158144869,-5.71464,1.812247244,0.52,0.50467205,0.112702,0.094393117,0.138986298,0.17751661,0.22454,0.173458202,0.54974,0.213158158,125.56858,23.42974008,0.023413083,0.095961875,2,4,6,0,1,0,3,2,3,0,2,5,1,2,0,2,2,4,2,2,3,4,0,0
ESTP,SP,estp es br pa,13eGyF5Im3ylEqG3QCvfRL,24,0.626708333,0.150270041,0.575375,0.156831899,-7.387833333,3.004132164,0.375,0.494535355,0.19655,0.198079615,0.3537875,0.297848982,0.239858333,0.17186354,0.598875,0.244273957,122.1833333,31.55835817,0.00270372,0.009853563,1,1,1,1,1,0,4,1,1,0,0,1,1,2,2,1,3,0,0,1,0,1,0,1
ESTP,SP,esfp 🤝 estp vibes ,2pFHEZz2LZa1iUKJlLblL6,50,0.68962,0.104195634,0.650436,0.184465966,-6.2386,2.579749505,0.66,0.478518121,0.101872,0.089573992,0.24684586,0.255690379,0.170854,0.117831726,0.53654,0.198490447,122.06836,29.29601234,0.067170305,0.222217661,4,4,1,1,3,2,4,3,3,1,0,1,1,3,1,3,1,2,1,7,1,0,3,0
ESTP,SP,Estpigcant,4tHkEx0w7psTEpFkoGZnyw,50,0.56028,0.109506693,0.85692,0.110497731,-3.05726,1.173853671,0.9,0.303045763,0.056784,0.051534602,0.10812546,0.152918839,0.178352,0.118902519,0.63772,0.208338817,135.1633,33.15126556,0.000516455,0.002811584,5,0,4,0,5,1,0,3,1,2,0,9,2,5,0,3,0,5,0,1,1,1,2,0
ESTP,SP,Se dom!! - ESTP and ESFP,3LTz5bXOahsSg1X6LKSF6A,47,0.481425532,0.153803622,0.656808511,0.242793134,-6.594446809,3.235520789,0.617021277,0.491368607,0.064791489,0.056581372,0.19682234,0.277742834,0.183987234,0.137284789,0.422053191,0.231974099,118.6448723,32.06070131,0.046431001,0.132303395,2,1,2,0,2,0,3,4,1,5,2,6,0,4,3,0,0,1,2,1,3,3,2,0
ESTP,SP,ESTP HOT🥵,4bNsk6mtWyZ5fKiIEiYALx,19,0.777210526,0.115776883,0.712105263,0.140136796,-5.957210526,2.389346995,0.631578947,0.495594628,0.156857895,0.128341469,0.037224211,0.045835179,0.136015789,0.090047427,0.694631579,0.225881289,123.8137895,25.12459062,0.012722313,0.047470538,1,0,1,0,1,0,1,0,1,0,0,5,0,1,0,0,3,2,0,1,1,1,0,0
