#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,song_frequency
18,i'm yours,"morato,Ngyn",115,11B,36,-,02:39,29,"lo-fi, lo-fi hip hop, lo-fi beats",i'm yours,2026-04-02,63,85,0,30,0,10,-10,A Major,4,3wkwsX09HfY31jTzVFLuEb,QT2VB2615699,1
19,Letters Continue Electronically,Tyler Miller,136,10B,35,-,03:26,26,,Letters Continue Electronically,2025-10-10,56,38,0,21,0,10,-11,D Major,4,33qdU1sJwvQ6K1Y58y9wVn,QT4K42590956,1
20,Juniper,donny daydream,122,9B,16,-,03:10,17,,I'll look out for you,2024-09-06,51,96,0,18,0,30,-15,G Major,5,5YmsFhJauj3GoCwmHVJeBP,QZTB72453285,1
21,You Become,Nilo Blues,97,2B,32,-,03:12,12,,You Become,2025-10-24,53,50,0,36,0,10,-9,F#/G♭ Major,4,2iMCr12Knj6D4KzSQZePwA,QT3F52519984,1
23,Your Feet,Robert Elsie,131,7B,34,-,02:39,30,,Night,2026-04-03,69,53,0,82,0,10,-13,F Major,4,0dnaQx0AcStneyRW4u1IEL,AEA2L2637247,1
24,High Life,Harry Howard,150,11A,37,-,01:56,14,,High Life,2024-10-29,63,31,0,65,0,30,-10,F#/G♭ Minor,4,46XIMzdsfg4I81Bu4zBBPC,TCAIU2473797,1
25,Silent Hug,Jiesitin,159,4A,42,-,03:02,26,chinese r&b,Silent Hug,2024-08-11,45,86,0,55,0,10,-8,F Minor,4,7E2IRNvfrij1xxm6mzyMsF,TCAIM2446854,1
28,slow motion,"Vincentz,Plastic Ocean",95,11B,61,-,03:27,19,"chinese r&b, j-r&b","If the skies were grey,",2025-08-23,66,64,0,43,0,20,-8,A Major,4,5y3oFqfZAI0TSteXZOY8Wj,QZZ792527046,1
29,Treasure,Christopher Tung,164,1B,68,-,02:28,15,christian lo-fi,Treasure,2026-04-24,58,46,0,14,0,30,-10,B Major,3,4eRoZLj2fzyLyvg7ElTLhS,AUQ9D2635049,1
31,Tiny Details,Markus Kan,84,11A,30,-,03:49,17,,Tiny Details,2026-03-30,58,21,0,49,0,30,-7,F#/G♭ Minor,3,25mMCgF6JsyNIlFiZs5m7I,QZNWY2671707,1
33,Unfair love,Jvnsu,95,10B,62,-,03:15,28,,Who?,2026-02-23,60,46,0,41,0,10,-5,D Major,4,37BTqEoLPbyoVZE2Su4HLT,KRMIM2615666,1
34,Not Meant to Be,Jack Mellow,91,8A,37,-,02:07,13,,11:11,2026-03-11,46,17,0,77,0,10,-13,A Minor,4,1ITETpdBgwSiMyHLrsprC8,SE6XX2579305,1
35,Hear my voice,Zancore,140,6B,38,-,02:16,18,,Hear my voice,2026-01-15,74,79,0,61,0,0,-10,A#/B♭ Major,4,40C26DgYjfTaP4dKSnxEND,HKC993825585,1
36,Random Thoughts,flow blow,83,4B,33,-,02:39,28,,Random Thoughts,2026-03-31,43,96,0,34,0,10,-10,G#/A♭ Major,4,4XQp42IVFU3mzf9aWDNEEp,KRMIM2622302,1
37,He is always here,LYRA SERENADE MSC,90,10B,27,-,03:59,23,,He is always here,2024-07-10,72,32,0,19,0,50,-16,D Major,4,6e49cTbjJxk1H7dPOsRQN8,GXBAV2298342,1
38,Vermillion Coastlines,haz,140,12B,50,-,04:45,18,,Vermillion Coastlines,2026-04-10,63,28,0,42,0,10,-9,E Major,4,3ppQ4DFtVKr3KGRd0T4YVd,QZNWV2646737,1
39,Waiting For Someone,"Marcus,Halim",75,10B,39,-,02:35,19,,Waiting For Someone,2025-06-20,73,45,0,51,0,10,-11,D Major,3,5FGfFa6bQ3rWvRUh8MwLvf,QZTB62570044,1
40,IMPATIENCE,DeCC,115,10B,14,-,03:22,19,,IMPATIENCE,2024-11-29,68,14,0,7,0,0,-15,D Major,3,6u427T9LwwymAYk1KBdYWQ,QZVEM1824337,1
41,Unconscious,Colhart,120,12B,49,-,02:40,16,,A Moonlight Burning,2025-07-25,63,55,0,37,0,10,-6,E Major,4,4PZkdW653LuNezKvIeXOdQ,QZTB32579973,1
42,Life On Saturn,Simon Rivón,134,5B,40,-,03:46,15,,Life On Saturn,2026-03-20,43,71,9,11,0,0,-9,D#/E♭ Major,4,2Pvpjr2TZqojXn5D2g12il,QT6G92516979,1
43,Small Talk,John Buckley,80,10A,67,-,02:31,30,,Small Talk,2026-04-10,53,11,0,55,0,40,-6,B Minor,4,7a3Z4gIy7FQNBUrMXdFyBA,QZNWT2641362,1
44,Burning Hearts,Mezzo,150,4B,38,-,02:49,18,,Burning Hearts,2024-08-09,45,70,0,61,0,10,-7,G#/A♭ Major,3,3Pr3qoz1HU2XpWiYbhnAwy,QZRP52434687,1
45,PEACE OF MIND,cor3d,126,8B,64,-,03:02,23,,PEACE OF MIND,2026-01-30,79,60,0,82,0,10,-7,C Major,4,04MjJvF6br7F2mGhSGWNAn,QZHN42639147,1
46,Feeling U,Chris,83,4A,62,-,02:23,14,,Call It a Day,2024-10-10,53,33,0,32,0,10,-9,F Minor,4,2VTVbBJVZ6Yyd3hsgroG5I,TCAIS2478689,1
48,EYE ON YOU,jstnwng,138,9B,38,-,02:57,17,,EYE ON YOU,2025-05-09,73,87,0,44,0,10,-6,G Major,4,1M8UjDVKGndJXTdj5XBM0G,QZVEM2598196,1
49,LA BOO BOO,soloswcr,130,2A,41,-,02:32,17,"thai pop, c-pop",MINE,2025-12-12,72,52,0,73,0,10,-8,D#/E♭ Minor,4,02ce65lSc2FizVt4yMPNic,QT6EV2513802,1
50,last red light,teo tala,75,9B,58,-,02:56,9,,last red light,2026-04-24,52,50,0,60,0,20,-7,G Major,4,6vnjqeNIlzngZCzkXCH77D,QZNWZ2604606,1
4,I Am Your Gummy Bear (The Gummy Bear Song),Gummibär,128,8A,89,2025-01-05,03:12,67,children's music,I Am Your Gummy Bear,2007-11-13,93,5,0,99,0,0,-8,A Minor,4,6nFYXpBgrNcZjbtNEuc6yR,USR3R0700073,1
5,"Jump Up, Super Star!","VGR,Jenny",105,4B,86,2025-01-06,04:01,53,,"Jump Up, Super Star!",2017-07-30,62,3,0,59,20,10,-2,G#/A♭ Major,4,1qYM274Q2i3Ssu4zSdzRu9,QM4DW1799693,1
13,Counting Stars,OneRepublic,122,12A,71,2025-01-06,04:17,89,soft pop,Native,2013-01-01,66,7,0,47,0,10,-5,C♯/D♭ Minor,4,2tpWsVSb9UEmDRxAl1zhX1,USUM71301306,5
18,Ghost Rule,DECO*27,105,10B,89,2025-01-06,03:30,58,"vocaloid, j-pop",GHOST,2016-09-28,56,3,0,47,0,20,-5,D Major,4,1OAp6qN5KmoGUQ2edICKsC,JPJ931600129,2
19,Classic,MKTO,102,3B,79,2025-01-06,02:55,81,,MKTO,2012-00-00,72,4,0,76,10,10,-5,C♯/D♭ Major,4,6FE2iI43OZnszFLuLtvvmg,USSM11301446,3
21,Don't Stop Believin',Journey,119,12B,75,2025-01-06,04:10,14,"aor, classic rock",Escape (Bonus Track Version),1981-00-00,50,13,0,51,0,40,-9,E Major,4,4bHsxqR3GMrXTxEPLuK5ue,USSM18100116,3
25,M@GICAL CURE! LOVE SHOT! (feat. Hatsune Miku),"SAWTOWNE,Hatsune Miku",192,11B,95,2025-01-11,03:21,67,vocaloid,M@GICAL CURE! LOVE SHOT!,2024-03-19,53,2,54,82,10,10,-4,A Major,4,63yoRZd5zl6Ah30hfDm97k,JP92Q2400289,1
26,Rockefeller Street,Nightcore Collectives,163,9B,92,2025-01-11,02:27,48,nightcore,Best of Nightcore,2022-06-10,70,31,1,81,0,20,-4,G Major,4,7cw0YzZhNmKbnKyouopv5B,QM6N22225527,1
29,Take A Chance On Me - From 'Mamma Mia!' Original Motion Picture Soundtrack,"Julie Walters,Stellan Skarsgård",107,1B,88,2025-01-12,04:01,63,musicals,Mamma Mia! The Movie Soundtrack,2008-01-01,70,8,0,49,0,30,-5,B Major,4,2MfEQfjPh7upzVnX5Ziyj9,GBUM70809225,3
32,メルト -MIKU EXPO 2014 in INDONESIA Live-,ryo (supercell),170,10B,98,2025-01-12,04:44,51,vocaloid,HATSUNE MIKU EXPO 2014 IN INDONESIA [Live],2014-10-06,29,0,1,32,0,90,-2,D Major,4,6nWONiqCJwFxKKfAJSKaev,JPE561401790,1
33,Bad Apple!! feat.nomico,nomico,138,12A,75,2025-01-12,05:17,1,,10th Anniversary Bad Apple!! feat.nomico PHASE3,2018-08-10,49,0,0,25,0,10,-3,C♯/D♭ Minor,4,57JRZbE80MLsYbmb24cPee,JPW561805000,1
34,Mad at Disney,salem ilese,114,8B,62,2025-01-14,02:16,55,,Mad at Disney,2020-07-24,74,42,0,72,0,60,-7,C Major,4,0BVPAjPQx7Zetk9RDQCC3W,QMEZE2076989,1
35,Mimukauwa Nice Try,nunununununununununununununununununununununununununununununununununununununununununununununununununununununununununununununununununununununu,126,10A,65,2025-01-18,03:25,4,vocaloid,Mimukauwa Nice Try,2024-12-10,91,0,0,32,20,20,-7,B Minor,4,0kFj7et49LhQG4pQPFwi4q,TCJPC2479383,1
37,Confessions of a Rotten Girl,SAWTOWNE,170,8A,94,2025-01-21,03:26,66,vocaloid,Confessions of a Rotten Girl,2025-01-19,53,0,41,60,10,30,-3,A Minor,4,1dHVuQPNmn5rhRgOdD0WlF,QZFZ62518097,1
38,Don,Miranda!,120,2B,74,2025-01-25,03:03,77,latin pop,El Templo del Pop,2008-04-01,82,2,0,96,0,0,-5,F#/G♭ Major,4,0WajUW5XINeraP2w0F3F8E,ARF840400173,2
39,Basics in Behavior (feat. Or3o) - Blue Version,"The Living Tombstone,OR3O",104,5A,80,2025-01-26,03:57,69,electro swing,Basics in Behavior (Blue Version),2018-07-05,32,18,0,36,0,10,-3,C Minor,4,4qld5YulAobGzvI1F0Bo8t,QZDA61801636,1
41,You Are an Idiot!,"APOCALIPSIS,mentalHAZRD",172,10A,100,2025-01-26,02:05,56,"vocaloid, ","【2006】You Are an Idiot!, Yaai!",2006-09-07,56,10,89,6,30,70,-3,B Minor,4,3imrD5LAvhlmdofGi1tiXm,QZNJZ2468878,1
42,Nyanyanyanyanyanyanya!,daniwellP,142,3B,99,2025-02-08,03:46,48,vocaloid,Nyanyanyanyanyanyanya!,2011-08-31,79,13,83,52,10,0,-1,C♯/D♭ Major,4,12dIZe3xCPeetNkdovFxxk,JPE561115073,1
43,ChuChu Lovely MuniMuni MuraMura PrinPrin Boron Nururu ReroRero,MAXIMUM THE HORMONE,129,4B,96,2025-02-08,03:06,60,"j-rock, anime, visual kei",Bu-ikikaesu,2007-03-14,51,0,0,93,10,30,-1,G#/A♭ Major,4,4vLhi74fctCnK4OFbiiS6P,JPVP00702207,1
45,Less Than Three - Ricardo Autobahn Remix,"Disko Warp,Becky,Ricardo Autobahn",160,11A,90,2025-02-28,02:53,41,"happy hardcore, nightcore, j-pop, ",Less Than Three Remixes,2020-01-14,62,0,63,84,0,30,-9,F#/G♭ Minor,4,5bBuBpDFWGu7yA2lQSKzln,QZ5FN1883655,1
49,You Get Me - From  Talking Friends ,"Tom²,Angela",124,10B,68,2025-03-13,02:45,44,,You Get Me (From  Talking Friends ),2012-01-01,65,57,0,69,0,10,-4,D Major,4,3w8Rsid0CYMkPilk1oWIaO,USWD11262884,1
50,Chúntaros Style,El Gran Silencio,114,8A,83,2025-03-15,03:58,64,"rock en español, ska, mexican rock, mexican ska, latin alternative, latin rock",Chúntaros Radio Poder,2001-01-01,73,1,0,81,0,10,-6,A Minor,4,4a0XUfmjQiRb0diHn9jVjA,MXF060000085,1
53,We Built This City,Starship,144,7B,91,2025-03-15,04:56,79,,Knee Deep In The Hoopla,1985-09-10,66,5,0,66,0,0,-5,F Major,4,6OnfBiiSc9RGKiBKKtZXgQ,USRC18503424,1
54,Wake Me Up Before You Go-Go,Wham!,82,8B,57,2025-03-15,03:51,80,christmas,Make It Big,1984-10-23,62,27,0,90,0,0,-12,C Major,4,0ikz6tENMONtK6qGkOrU3c,GBBBN0009712,1
56,Don't You Want Me,The Human League,118,8A,74,2025-03-15,03:56,79,"new wave, synthpop",Dare!,1981-00-00,73,18,0,96,0,20,-8,A Minor,4,3L7RtEcu1Hw3OXrpnthngx,GBAAA0200924,1
57,I'm So Excited,The Pointer Sisters,92,4B,86,2025-03-15,03:49,64,disco,Best Of,1989-10-21,69,10,0,69,0,10,-6,G#/A♭ Major,4,2u8MGAiS2hBVE7GZzTZLQI,USRC18203285,1
58,Thriller - 2003 Edit,Michael Jackson,119,1B,85,2025-03-15,05:12,59,,Number Ones,2003-11-17,78,9,0,84,0,80,-5,B Major,4,0wQy2OO7jKjm0OOmA7gv3f,USSM10313532,1
59,The Power Of Love,Huey Lewis & The News,119,7B,83,2025-03-15,03:54,78,,Greatest Hits: Huey Lewis And The News,2006-01-01,77,10,0,96,0,10,-5,F Major,4,2olVm1lHicpveMAo4AUDRB,USCA20600519,1
63,El Serrucho,Mr Black El Presidente,116,6B,96,2025-03-17,03:23,57,"champeta, salsa choke",El Presidente de la Champeta,2019-02-01,95,4,0,78,10,10,-4,A#/B♭ Major,4,7uv8kwqs2bBxuWrRVPxee6,COC011329673,1
66,Go Go Go Go! - Nightcore Version,Felsenstein,169,9A,91,2025-03-23,02:56,60,nightcore,Go Go Go Go! (Nightcore Version),2019-11-01,59,0,1,64,10,40,-6,E Minor,4,3ECkz4odYU5HCv36zPYRwQ,DEPI81900678,2
67,インフェルノ,Mrs. GREEN APPLE,92,12B,93,2025-03-25,03:32,70,"j-pop, j-rock, anime",インフェルノ,2019-07-18,53,1,0,69,0,40,-2,E Major,4,64yajM6CxtLghmgB53VeXT,JPPO01902850,1
70,I LUV IT,PSY,125,4A,76,2025-04-12,03:08,58,k-pop,PSY 8th 4X2=8,2017-05-10,87,3,0,89,0,0,-3,F Minor,4,0sEWGO1ajAmgln6B4lkuKb,KRA401700079,1
71,Chained To The Rhythm,"Katy Perry,Skip Marley",95,8B,80,2025-04-29,03:57,72,"pop, reggae",Witness (Deluxe),2017-06-09,56,8,0,47,10,20,-5,C Major,4,7qvxFz3JodM0A7xEM7k3YD,USUM71700560,2
76,＋♂,Giga,180,4A,91,2025-05-10,03:35,60,vocaloid,＋♂,2014-03-20,44,0,0,47,20,10,-3,F Minor,4,4h7Wgr6pSH5MJxfSrrFUWc,JPVI02402455,1
83,Ready Or Not - Radio Edit,Cascada,145,8B,99,2025-06-27,03:00,60,"europop, eurodance",Evacuate The Dancefloor,2009-00-00,63,0,0,50,0,10,-5,C Major,4,2lhWOCEHyh6mjIA1sK1RcU,DEHK90911204,2
84,Hai Yorokonde,Kocchi no Kento,147,10A,68,2025-06-28,02:41,70,"j-pop, anime",Hai Yorokonde,2024-05-27,78,8,0,83,0,30,-12,B Minor,4,6woV8uWxn7rcLZxJKYruS1,TCJPA2438357,1
85,けっかおーらい - Kekka Orai,Kocchi no Kento,155,9B,93,2025-06-28,02:52,65,"j-pop, anime",けっかおーらい - Kekka Orai - My Hero Academia: Vigilantes Opening Theme Song,2025-04-07,70,12,0,71,0,30,-4,G Major,4,7Ea65yIjXDZDfg39hsvcE6,JPU902500397,1
86,Bitten By You,Monkey Majik,115,11B,75,2025-07-15,04:02,30,"j-pop, anime",Bitten By You,2019-10-23,68,14,0,97,0,0,-6,A Major,4,4EyjvMJ6llJ5stWDlwo8v6,JPB601903146,1
88,Wrap Me In Plastic - Marcus Layton Radio Edit,"CHROMANCE,Marcus Layton",90,4A,61,2025-07-30,03:12,62,,Wrap Me In Plastic (Marcus Layton Radio Edit),2019-11-15,92,24,0,68,0,0,-2,F Minor,4,3n2P3ipLt5mPFVaM0fJHNR,DEE861904185,1
89,Futari no Kimochi no Honto no Himitsu,"Yasuna (CV: Chinatsu Akasaki),Soonya (CV: Mutsumi Tamura)",132,11A,85,2025-07-30,02:56,54,,TV Anime  Kill Me Baby  Kill Me Baby Super Best Album,2017-11-01,87,16,0,98,0,0,-6,F#/G♭ Minor,4,2iwFF3ugw24Dq7NQBGnmoj,JPPC01103791,1
91,Catchy Song (feat. T-Pain & That Girl Lay Lay),"Dillon Francis,T-Pain,That Girl Lay Lay",120,10B,90,2025-08-05,02:48,56,"moombahton, edm, ",The LEGO Movie 2: The Second Part (Original Motion Picture Soundtrack),2019-02-07,80,0,0,84,0,20,-6,D Major,4,17yOpPoiu2Ue962Do8LsdS,USNLR1900025,1
92,Everything Is AWESOME!!! (feat. The Lonely Island),"Tegan and Sara,The Lonely Island",148,4B,96,2025-08-05,02:43,62,comedy,The Lego Movie (Original Motion Picture Soundtrack),2013-02-04,70,1,0,74,10,40,-4,G#/A♭ Major,4,58vnVBWfKWIjSVvKTZJly2,USNLR1300792,1
93,CAN'T STOP THE FEELING! (from DreamWorks Animation's  TROLLS ),Justin Timberlake,113,8B,83,2025-08-05,03:56,78,,CAN'T STOP THE FEELING! (from DreamWorks Animation's  TROLLS ),2016-05-06,67,1,0,70,0,10,-6,C Major,4,6JV2JOEocMgcZxYSZelKcc,USRC11600876,1
99,Spit It Out,BBpanzu,145,6A,97,2025-09-03,02:01,64,,Spit It Out,2025-06-19,69,18,60,84,10,30,-7,G Minor,4,6hORZWxLscSHXg6iGqP84m,QZTB72521960,1
100,Happy Place,"ZAMination,Zachary Preciado",145,2B,93,2025-09-04,02:26,68,glitch,Happy Place,2024-12-21,42,0,0,55,10,30,-5,F#/G♭ Major,4,2eunobIVSTIr6ZvBJroKDF,QT3EY2440974,1
101,Wacky World,"ZAMination,Lizzie Freeman,Alex Rochon",115,4B,89,2025-09-05,02:33,62,"glitch, ",Wacky World (Remaster),2025-03-08,68,8,0,89,0,40,-4,G#/A♭ Major,4,4jjDuH5t7NkqwPTmAM6LUF,QZHNA2565243,1
102,Why Did It Have To Be Me?,"Josh Dylan,Lily James,Hugh Skinner",118,10B,78,2025-09-13,03:18,59,musicals,Mamma Mia! Here We Go Again (Original Motion Picture Soundtrack),2018-07-13,55,13,0,79,0,10,-6,D Major,4,6rekLbbb3i42gCgFIXOFvE,GBUM71801871,1
104,Jax Toy,"Jakeneutron,Michael Kovach,Amanda Hufford",122,9B,72,2025-10-10,03:32,73,,Jax Toy,2024-02-05,81,2,1,78,10,10,-11,G Major,4,2VQdlLE28peS0ZxTu2fakd,QZDA62403883,1
105,Man in the Mirror,Michael Jackson,100,4B,80,2025-10-19,05:18,71,,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995-06-16,79,43,0,27,0,10,-6,G#/A♭ Major,4,2u2udGmop1z67EPpr91km7,USSM18700004,1
106,Body Moves,DNCE,102,4A,69,2025-10-21,03:56,55,,DNCE,2016-11-18,66,0,0,87,0,0,-5,F Minor,4,2igbKtoBMXdYgYPkCpl0V4,USUM71609357,1
108,Binomi,Maretu,162,4B,89,2025-10-29,03:03,49,vocaloid,Binomi,2023-03-24,64,7,0,51,0,80,-2,G#/A♭ Major,4,1fsPmVwT0PXbfKX81GkpLl,TCJPZ2483456,1
109,Dynamite,BTS,114,11A,77,2025-11-09,03:19,82,k-pop,BE,2020-11-20,75,1,0,74,10,0,-4,F#/G♭ Minor,4,5QDLhrAOJJdNAmCTJ8xMyW,QM7282022872,6
110,No Good Deed,Cynthia Erivo,113,1A,53,2025-12-23,03:50,67,musicals,Wicked: For Good – The Soundtrack,2025-11-21,41,20,0,18,0,10,-7,G#/A♭ Minor,4,5o0hD6Bs6RdyZxfYBoEEc8,USUG12508502,1
