mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,Dminor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,GMajor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,Bminor_count,BMajor_count,D#_Ebminor_count,Gminor_count,G#/Abminor_count,A#/BbMajor_count
ENFP,NF,ENFP 엔프피 팝송,7ESDQORnBfSpaddqtfWXft,50,0.63528,0.111283063,0.61184,0.149332304,-6.27842,1.912656301,0.74,0.443087498,0.090006,0.107634452,0.27043562,0.248945987,0.185428,0.122480063,0.52578,0.22172996,118.40896,30.64935232,0.000300615,0.001576177,3,5,1,2,1,1,2,1,4,0,2,4,4,2,6,0,5,1,1,0,0,0,1,4
ENFP,NF,ENFP-T VIBES,09m05fNgLQigIUq1op4fJK,50,0.60988,0.131149337,0.66066,0.16232653,-6.23176,2.397823516,0.54,0.503457434,0.053598,0.039776162,0.24479962,0.289583607,0.149286,0.117103983,0.450614,0.233752426,127.08798,24.25984135,0.007220371,0.028280298,1,4,1,4,2,5,0,4,2,2,3,2,2,2,1,2,3,3,2,0,1,0,3,1
ENFP,NF,ENFP,0H7ldjdGlZ6c02cIkKCfC3,18,0.622277778,0.159095164,0.611111111,0.237498455,-9.308555556,5.487227021,0.5,0.514495755,0.144144444,0.130111297,0.460376222,0.362076717,0.209283333,0.152447446,0.465166667,0.247938856,121.8342222,27.77855193,0.185954447,0.335301924,0,0,1,1,1,0,0,0,2,2,0,0,2,1,0,2,2,1,2,0,0,0,0,1
ENFP,NF,ENFP/INFP Villain playlist,2wC8dO68yLM8gAKguB4Cyn,50,0.55196,0.139997662,0.624686,0.208692615,-7.91156,3.485598371,0.4,0.494871659,0.083248,0.092084144,0.200276188,0.254059757,0.190806,0.112093664,0.458812,0.203853458,123.34834,29.49822776,0.039286139,0.161302783,3,3,1,3,2,1,2,7,1,5,2,0,0,2,4,2,2,3,3,0,1,1,2,0
ENFP,NF,Enfp,01BumFBJuPjI0s6X1PKXO3,50,0.68024,0.113089374,0.85312,0.07762538,-3.20094,1.102823175,0.64,0.484873221,0.100926,0.071908286,0.06604106,0.081711753,0.196248,0.1476692,0.64188,0.158950851,131.04244,23.53758757,0.000805653,0.005526942,0,5,2,3,0,1,1,0,1,3,5,1,1,2,6,2,5,1,4,1,2,3,0,1
ENFP,NF,🦄👽 ENFP FOREVER!!! 😈✨,4ComzY8ZYp57JIRBgoM8qx,50,0.57604,0.116417959,0.72548,0.178046685,-6.1621,2.731181603,0.82,0.388087934,0.057488,0.036533304,0.17643454,0.224968178,0.19508,0.150443208,0.5531,0.218314719,128.85494,29.27330993,0.00652744,0.023666312,1,5,1,3,0,4,4,3,5,0,8,0,2,4,3,0,2,0,2,0,0,2,0,1
ENFP,NF,Flow state for ENFP,6bdGnHKEjSunEeVOUhHNi7,12,0.56875,0.153165463,0.42025,0.155361236,-12.23491667,5.322562771,0.416666667,0.514928651,0.048625,0.027224191,0.416558333,0.332980784,0.146166667,0.077814726,0.362591667,0.189767659,119.0939167,30.92543209,0.428804167,0.399536496,0,1,1,0,0,1,0,0,0,1,1,0,0,0,2,2,0,1,0,0,1,0,1,0
ENFP,NF,Personality Change,0yIwzYGwMMwQtD3qaaBfx6,48,0.706416667,0.153683681,0.695020833,0.099633261,-6.146833333,1.567570207,0.416666667,0.498223795,0.187172917,0.115806397,0.116985146,0.135198963,0.18795,0.168582512,0.525166667,0.205633979,119.0257083,28.42194142,0.019402692,0.121242763,2,4,4,9,2,0,0,2,0,5,0,1,0,3,2,2,2,3,5,0,0,0,2,0
ENFP,NF,ENFP vibes,78Eiqqj2QeumzEYiYYdAHx,30,0.637666667,0.124404605,0.660866667,0.176280876,-6.420533333,3.254106241,0.6,0.498272879,0.061226667,0.035794846,0.273148867,0.274089145,0.202056667,0.173463043,0.468633333,0.213556822,115.5291667,20.86384326,0.037484266,0.141089722,0,3,1,3,0,1,3,5,3,0,1,2,2,1,1,3,0,0,0,0,0,0,1,0
ENFP,NF,ENFP,3zUeCP3XUoy7QI1H9npduX,50,0.54566,0.12170483,0.66982,0.18989145,-8.14232,3.023474285,0.7,0.46291005,0.04442,0.034722944,0.237645179,0.294578676,0.129584,0.074616025,0.500062,0.248009194,123.70248,30.98173381,0.218176204,0.31452603,2,3,1,2,2,6,2,3,5,1,2,3,4,2,0,1,2,1,1,5,0,0,0,2
ENFP,NF,Mood: ENFP 7w6,4Jd09T551pd0o0ucg7qi3s,50,0.65044,0.132133847,0.73946,0.181846898,-5.30466,2.849575519,0.56,0.501426536,0.077348,0.058891458,0.19073486,0.20987579,0.202768,0.155279242,0.625156,0.234937109,123.35944,28.65204884,0.000829173,0.003263882,1,2,2,3,1,4,0,2,0,3,1,3,1,5,4,0,7,1,3,0,2,2,2,1
ENFP,NF,ENFP,3fHP3Go93FDb65a1dBd6ky,50,0.62568,0.115425644,0.76748,0.163377894,-5.2966,2.549745277,0.62,0.490314351,0.07176,0.048197502,0.18555786,0.245075803,0.191418,0.164955791,0.58286,0.199648876,128.55342,29.64276503,0.028171842,0.12279083,2,4,0,4,1,3,1,2,1,0,5,1,4,2,4,2,2,2,4,0,2,2,1,1
ENFP,NF,enfp+,6hm6yDJp7anWREQq9X8YDS,31,0.687483871,0.135730093,0.719935484,0.149347009,-7.608225806,2.781425698,0.483870968,0.508000508,0.052296774,0.024756824,0.224214516,0.232686925,0.208583871,0.161521198,0.680787097,0.202326548,122.9659032,23.14655801,0.030468377,0.128481211,0,2,1,2,2,1,0,1,1,1,0,2,1,3,0,1,4,3,3,1,0,1,1,0
ENFP,NF,enfp ¿❄🔪,33lUvMibgPJgNw99lZw2Hx,50,0.59414,0.165266515,0.58386,0.195085121,-8.55096,3.334745628,0.58,0.498569382,0.051288,0.04773419,0.306898062,0.306099663,0.179538,0.147161279,0.52274,0.228171419,118.93716,22.38411436,0.111602617,0.238747995,1,5,1,2,1,5,0,5,2,0,2,2,1,6,1,4,4,2,4,1,0,0,1,0
ENFP,NF,Enfp<3,6CHVn7MRLfwekyrWZg1HJn,20,0.6679,0.174497745,0.69185,0.175791226,-6.26825,2.801317827,0.7,0.470162346,0.049925,0.021569517,0.224092265,0.263908253,0.184075,0.104354204,0.6715,0.22821239,119.9368,30.35714491,0.076535506,0.226803512,1,2,0,3,1,1,2,0,1,0,1,1,0,2,0,1,1,0,0,1,0,1,1,0
ENFP,NF,Enfp,5PaGpwWK9bKm1FQKRVQoVN,25,0.65488,0.105084617,0.74772,0.155708199,-5.33296,2.529569042,0.64,0.489897949,0.054272,0.020407689,0.152717368,0.185957299,0.163496,0.129424593,0.61772,0.18922683,114.05656,19.61811824,0.001885485,0.006738964,1,1,1,2,1,1,0,2,1,1,3,2,0,1,2,0,2,0,1,2,0,0,0,1
ENFP,NF,The UnOfficial ENFP 5w4 Anti-Hero/Villain Playlist,4DWJm4y6DocprzOnk6lT9m,50,0.60646,0.130542856,0.73164,0.170098502,-5.54268,2.384109764,0.4,0.494871659,0.096246,0.07974608,0.11314226,0.195110297,0.218142,0.135047062,0.55164,0.194450955,118.9368,33.93238267,0.01205576,0.054144733,2,1,3,6,1,2,0,3,3,4,1,2,1,3,2,4,1,1,6,0,1,2,1,0
ENFP,NF,ENFP❤,1iQxvTN406vnNAD2bZXWPO,13,0.586230769,0.155384552,0.620230769,0.187944652,-7.811384615,1.736159437,0.769230769,0.43852901,0.060469231,0.071706885,0.218875769,0.278445329,0.129661538,0.075349857,0.398023077,0.214663745,131.1482308,30.37947668,0.409456623,0.402145659,1,1,0,0,0,2,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,3
ENFP,NF,enfp playlist ,4G9RsyVX6igs9m7vKuS8Yg,37,0.612459459,0.154973402,0.683837838,0.209297172,-6.338972973,2.55629799,0.648648649,0.483977514,0.068691892,0.063841576,0.208028254,0.276249383,0.188945946,0.122275124,0.521864865,0.227880349,119.9466216,28.11050975,0.043043694,0.139827592,1,2,3,4,0,3,1,3,3,0,3,2,2,1,1,1,3,1,0,1,0,0,2,0
ENFP,NF,Just ENFP type,2V5RU3y7tiyJVqKZm4GQ8U,26,0.680115385,0.116116606,0.731730769,0.161751799,-6.045192308,1.604465968,0.615384615,0.496138938,0.071607692,0.046396353,0.140731358,0.193237728,0.249319231,0.174202505,0.627269231,0.175993081,120.6161923,24.45397245,0.036639063,0.159615251,1,2,0,0,0,2,1,3,4,2,1,0,1,1,3,0,0,3,1,0,0,0,0,1
ENFP,NF,ENFP,0kZZgglmZFhyTWPRvzZMlA,20,0.6982,0.129299978,0.44465,0.120441414,-8.0897,2.691863434,0.7,0.470162346,0.09475,0.056430801,0.41292,0.255518232,0.20117,0.143349893,0.4317,0.193858087,115.54755,28.98286705,0.000333266,0.001239509,0,3,2,1,0,2,0,1,0,0,4,1,0,0,2,0,1,0,1,1,0,1,0,0
ENFP,NF,ENFP,1k9SWJbTYSM7Jvv70bQBAb,13,0.593538462,0.185661258,0.617230769,0.25668598,-9.296153846,5.035687438,0.692307692,0.480384461,0.054146154,0.023268742,0.304223656,0.311883515,0.168646154,0.108812251,0.578415385,0.312185324,118.1669231,25.7837897,0.074970885,0.20848888,0,4,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,2,0,2,0,0
ENFP,NF,INTJ X ENFP SHİP PLAYLİST,1RP5QMJbiWDxqxm6tOAZ0I,50,0.55378,0.150378338,0.59314,0.209425454,-7.67394,3.802460119,0.62,0.490314351,0.045092,0.036441666,0.23693744,0.284653056,0.177486,0.121764108,0.4692,0.22086934,124.55408,29.47026222,0.028683678,0.101405913,2,6,2,2,1,3,1,3,3,3,2,2,1,6,0,2,3,1,1,3,0,1,1,1
ENFP,NF,enfp puppy energy 🐶,4b9W5lUm47sK7fCvfDOGEE,43,0.668860465,0.109513118,0.816488372,0.100402137,-4.624837209,1.284614894,0.604651163,0.494711791,0.063127907,0.047020246,0.107727021,0.150561807,0.220972093,0.183315917,0.71027907,0.19947208,119.064907,22.96561688,0.010995989,0.065120029,1,3,4,2,1,4,1,0,5,2,2,2,1,2,1,1,3,1,3,2,0,1,1,0
ENFP,NF,INTJ X ENFP SHİP PLAYLİST,1RP5QMJbiWDxqxm6tOAZ0I,50,0.55378,0.150378338,0.59314,0.209425454,-7.67394,3.802460119,0.62,0.490314351,0.045092,0.036441666,0.23693744,0.284653056,0.177486,0.121764108,0.4692,0.22086934,124.55408,29.47026222,0.028683678,0.101405913,2,6,2,2,1,3,1,3,3,3,2,2,1,6,0,2,3,1,1,3,0,1,1,1
ENFP,NF,enfp,7Dj4Bwu6DnvZtrI1owEHv8,50,0.63866,0.122242584,0.79498,0.129656767,-6.49904,2.8055123,0.5,0.505076272,0.088422,0.071119902,0.10298776,0.142358168,0.165864,0.104937124,0.601006,0.232163933,134.01632,27.99057888,0.118175141,0.259598625,3,2,1,9,0,0,1,1,0,2,0,2,0,6,3,1,2,4,7,1,1,1,2,1
ENFP,NF,ENFP and/or 9w1,5hHl5Lxr4PQXLlMz3bnMdC,50,0.58432,0.146876936,0.73092,0.189921986,-5.68984,2.569783429,0.68,0.471212071,0.067938,0.054075042,0.143277278,0.191866153,0.177508,0.125161251,0.56408,0.212229933,124.93084,27.69808174,0.014270299,0.057420419,2,8,2,5,1,3,2,4,1,2,2,1,3,2,0,0,4,0,2,2,0,1,1,2
ENFP,NF,Ⓜ️ - El conejo malo 😈 —ENFP,7sQuoAiezFpfB5VnshbBfH,31,0.76116129,0.114581004,0.658225806,0.106746026,-5.767935484,1.608878096,0.612903226,0.495137648,0.123512903,0.106437192,0.237983871,0.185835106,0.164122581,0.142980476,0.466896774,0.225565889,114.7862903,25.64461382,0.000203261,0.000410599,0,2,3,4,2,4,0,0,0,2,0,1,0,3,2,0,1,2,1,1,0,1,0,2
ENFP,NF,ENFP,4ILFu7WfqR3Nqm1Smeiw2J,50,0.67112,0.136783702,0.67042,0.156036899,-5.7827,2.046940726,0.66,0.478518121,0.068634,0.051800515,0.1840278,0.207612167,0.157616,0.097815775,0.556568,0.237714184,120.6766,27.27467017,0.000775003,0.002809741,1,5,2,7,2,2,0,4,0,2,9,2,0,3,4,1,1,0,1,1,1,0,1,1
ENFP,NF,Enfp vibes,3UuWWGJRJDZgCpkpBTk05A,50,0.62854,0.16970445,0.57634,0.154702164,-7.08952,2.584018601,0.68,0.471212071,0.057354,0.038643336,0.3377726,0.296547047,0.158146,0.097707868,0.50892,0.212737631,117.2625,30.05053287,0.064336807,0.170838745,3,5,1,1,0,2,2,2,2,2,5,0,3,4,3,1,3,1,3,2,1,1,1,2
ENFP,NF,Enfp,1d2CAs6Xq8P4Ufruraeu3o,50,0.69112,0.1157114,0.58054,0.134574797,-6.20282,1.908747369,0.6,0.494871659,0.085034,0.085104161,0.287859,0.254684535,0.163902,0.117020681,0.53582,0.194420194,119.08236,23.39101928,0.012644506,0.069772865,2,3,2,3,0,2,1,0,1,0,3,3,3,3,3,4,4,3,1,2,2,0,3,2
ENFP,NF,ENFP songs,3vVPsJpAg3gSIh4urwJM9S,49,0.637183673,0.129463745,0.680612245,0.158909935,-5.844612245,2.183235661,0.591836735,0.496586991,0.081279592,0.077856668,0.204981469,0.250362454,0.195206122,0.135839617,0.54404898,0.197892489,122.9763878,28.71717088,0.003053506,0.018865639,1,2,2,4,0,3,2,1,1,6,1,2,2,0,5,0,3,1,1,2,2,3,1,4
ENFP,NF,ENFP-T,4ehzHzHc9fTWFcgPvYruHS,14,0.517071429,0.139060288,0.624428571,0.146209394,-7.521285714,3.192752669,0.714285714,0.468807231,0.035535714,0.008033163,0.134737143,0.210788109,0.1546,0.104008624,0.432071429,0.252871346,116.2869286,23.76554529,0.065164929,0.146857579,0,2,1,0,0,2,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,3,0,1
ENFP,NF,enfp :),0AAFtjdOlyaihxKCFUTwhE,9,0.468888889,0.17596338,0.645333333,0.17448424,-7.492,1.86572171,0.777777778,0.440958552,0.061555556,0.040479257,0.267207778,0.336020864,0.190277778,0.276849687,0.402922222,0.271402891,123.9741111,36.05543025,0.030955656,0.046539974,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0
ENFP,NF,ENFP's are gonna change the world,4bWFWirrfOMoyvVpoVbs0k,50,0.5749,0.136275119,0.84034,0.133267356,-5.04412,1.778920329,0.6,0.494871659,0.071692,0.042311946,0.056791628,0.105567732,0.238248,0.173131872,0.585818,0.22867315,126.962,25.77804903,0.022702306,0.136747549,1,2,1,6,1,3,1,1,1,1,2,3,1,6,3,2,2,2,4,2,2,1,1,1
ENFP,NF,ENFP 7w?,2EXXvUiDdUQg3GFYRX3Hvv,50,0.60352,0.132117177,0.76988,0.168138262,-5.63364,2.331510606,0.66,0.478518121,0.06534,0.038166376,0.06925173,0.129446523,0.236968,0.164054616,0.63038,0.190861087,133.64268,26.39382308,0.005973555,0.025575762,2,2,4,4,0,6,0,0,1,1,6,5,1,2,2,1,3,1,1,4,0,0,2,2
ENFP,NF,BRAIN CAVES OF THE ENFP,5fvCIChgHqRvq9AVK6qQkH,50,0.58884,0.142487573,0.6006,0.189365644,-7.45064,2.280296416,0.62,0.490314351,0.100542,0.117328722,0.24534034,0.280129556,0.176744,0.13001962,0.438964,0.209686193,123.97444,32.55888576,0.023648907,0.108584347,4,5,1,5,1,0,1,1,5,2,2,2,1,3,2,0,2,1,2,3,0,5,0,2
ENFP,NF,ENFP VIBES🌻🌱🍃,0JFpIn3BsdIQ4fhKCD3vok,50,0.57778,0.189103717,0.490464,0.220715009,-10.77838,4.904598042,0.66,0.478518121,0.09272,0.093705154,0.3240508,0.264961854,0.207632,0.190875441,0.457704,0.243175413,117.95604,24.76445866,0.046517023,0.118365151,1,4,1,2,1,8,0,4,1,1,0,1,1,9,1,1,4,1,4,0,0,1,1,3
ENFP,NF,enfp ,4WbcLhmQeNLsZLhDLa5nXz,16,0.6198125,0.131406351,0.742875,0.18472281,-5.5105625,2.114267469,0.625,0.5,0.0946625,0.118357002,0.153986994,0.192140876,0.229775,0.170333988,0.57475,0.181983333,128.2605,28.47206006,0.008425823,0.030098076,1,0,1,5,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
ENFP,NF,enfp's vibes,33Uyqj1AldhADnBQvcr5ah,17,0.630588235,0.115665498,0.713764706,0.123937751,-5.257235294,1.513209855,0.588235294,0.507299656,0.070564706,0.028671195,0.237117647,0.203292484,0.189105882,0.116437926,0.599647059,0.143622744,127.3413529,28.2805432,1.39E-07,3.97E-07,1,3,1,2,1,2,0,0,1,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0
ENFP,NF,enfp things,2zOHMj7GD0W3Cs34PuOS4B,50,0.6226,0.112507233,0.7358,0.146637412,-5.34158,2.010412914,0.72,0.453557368,0.06558,0.045951709,0.12823952,0.193589313,0.164878,0.10472732,0.570402,0.201902307,123.20982,29.54482658,0.002623551,0.01447914,0,4,3,4,1,1,2,0,2,1,4,4,2,3,3,0,7,3,0,2,1,1,0,2
ENFP,NF,Enfp songs,7dXZZBTnM0rn3i8Q5otoXM,11,0.685636364,0.059995454,0.731,0.136498352,-4.59,1.211639715,0.818181818,0.404519917,0.059436364,0.038318306,0.199623636,0.227759191,0.196663636,0.114891325,0.591,0.197716969,120.917,23.54658819,0.044939793,0.148936436,0,2,0,1,0,0,0,0,1,0,1,1,0,1,2,0,1,0,1,0,0,0,0,0
ENFP,NF,✨Random songs whit a good vibe✨,3LcQc0WPbYRbsUILSSoAms,50,0.6043,0.134684401,0.71506,0.17413687,-5.7312,2.933234831,0.62,0.490314351,0.074344,0.061427389,0.1209117,0.174089186,0.194006,0.143363001,0.538464,0.236476807,136.19976,31.55936592,0.00567159,0.02664634,0,2,1,6,0,2,2,4,1,4,4,0,1,6,4,4,0,1,2,0,1,2,0,3
ENFP,NF,enfp,4Ig7NH8vIBBu8NZoE4PRUt,24,0.604208333,0.154602148,0.718833333,0.191813013,-6.202833333,2.768011163,0.75,0.442325868,0.047645833,0.0192533,0.161772183,0.21334575,0.189495833,0.133686546,0.537208333,0.218868827,127.464,28.863156,0.02385251,0.115265872,0,2,1,2,0,3,0,0,1,0,1,1,0,1,2,0,2,2,2,4,0,0,0,0
ENFP,NF,ENFP,1dxnpXAT9vqMsfo6pwVWrd,9,0.535333333,0.129499035,0.693777778,0.227275041,-5.476777778,2.992434159,0.555555556,0.527046277,0.090222222,0.100299112,0.210814044,0.274285166,0.271933333,0.204276014,0.521777778,0.25362757,135.7286667,27.07965745,2.01E-05,3.09E-05,1,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0
ENFP,NF,enfp,5Y33P9aIymiALzC3V5bwsU,26,0.534730769,0.147153133,0.634961538,0.218573828,-7.888307692,3.585852454,0.846153846,0.367946484,0.072338462,0.063684397,0.353921154,0.356297987,0.239646154,0.174890206,0.555757692,0.229844971,128.386,29.39358154,0.251307,0.370912388,0,1,0,1,1,3,1,0,3,0,1,0,2,4,0,1,3,1,1,1,0,0,0,2
ENFP,NF,ENFP의 계절이왔다,0PBSAzkRp6eVJbk3Z7SqjM,21,0.690857143,0.067358211,0.751142857,0.16750322,-4.798857143,2.155310634,0.476190476,0.511766316,0.073095238,0.048191342,0.174987952,0.143181929,0.21862381,0.139917533,0.593857143,0.221040332,119.2565238,19.04310341,0.011819432,0.031855458,0,1,1,0,1,2,0,0,0,2,3,1,1,1,0,2,1,1,1,1,2,0,0,0
ENFP,NF,ENFP playlist🌺,20EnFkpeYHQNsZoTIanVH0,41,0.628902439,0.13208062,0.692170732,0.165178374,-5.982268293,2.097405612,0.658536585,0.480091455,0.066712195,0.047467242,0.166663998,0.218803536,0.185126829,0.170357076,0.546743902,0.239940959,121.1594634,26.74017453,0.003247965,0.019040179,0,4,2,6,0,1,2,3,3,2,2,2,0,5,2,0,1,1,2,1,1,1,0,0
ENFP,NF,enfp brainrot ,6NHW0K3KyEIyRNERRnMDCl,50,0.6517,0.130624442,0.7502,0.182349071,-4.59264,2.834457726,0.52,0.50467205,0.072628,0.046941475,0.17365846,0.220841674,0.22062,0.166810214,0.560824,0.223769787,122.12942,26.40930959,0.032102598,0.153683852,2,6,2,3,0,2,1,3,2,1,3,2,2,0,4,4,2,3,4,1,0,1,2,0
ENFP,NF,enfp ,7CxJS9s2KYcqTwdWv8CICv,50,0.50484,0.125580994,0.336456,0.188487732,-10.38662,3.281864906,0.78,0.418451958,0.058324,0.058434895,0.658224,0.315893766,0.182204,0.137320086,0.267924,0.154335534,113.83914,31.98977119,0.081079487,0.230111912,3,8,1,3,1,5,5,0,2,0,3,1,2,4,1,2,1,2,0,2,0,0,1,3
ENFP,NF,infp x enfp,6JUEdRbIwyeowfNWhYhhdm,50,0.58154,0.139886282,0.475668,0.172206595,-8.0333,3.095351955,0.86,0.350509833,0.05797,0.047231567,0.47241,0.316259716,0.188908,0.121699303,0.39394,0.182505399,114.56732,33.4592123,0.028913146,0.138920023,0,5,3,1,0,5,2,0,2,1,2,2,4,8,3,1,3,0,0,5,0,0,0,3
ENFP,NF,ENFP energy,4jDHilPeJQJjMJc5Ea29FE,50,0.65766,0.131386889,0.72546,0.169784042,-5.97772,2.812122838,0.64,0.484873221,0.073792,0.071078416,0.182973634,0.196657499,0.152062,0.099762518,0.66628,0.218932945,124.97874,27.25601816,0.020170703,0.106588467,0,7,1,3,0,4,0,3,0,2,1,2,1,5,4,3,5,1,2,0,1,2,1,2
ENFP,NF,Fabs vibes,1RtivQ8ilzihgefR72vZuK,50,0.54386,0.139880855,0.75906,0.146381862,-5.9738,2.402328904,0.62,0.490314351,0.06424,0.052280308,0.11190667,0.173548202,0.225782,0.162918491,0.54718,0.215388656,131.74242,32.82859517,0.02454559,0.092538504,2,4,0,1,0,8,0,4,1,3,1,1,0,3,2,6,7,1,1,2,0,1,0,2
ENFP,NF,ENFP,3kBxrDrBBro1dBFYxtozEB,50,0.67222,0.109948836,0.77422,0.138577362,-3.78694,1.548280421,0.6,0.494871659,0.073564,0.043739119,0.217138,0.20068148,0.169962,0.116613317,0.62666,0.188258681,126.47852,34.10340979,3.50E-06,1.95E-05,1,3,2,4,1,4,0,0,1,2,4,3,3,1,3,2,2,2,3,4,0,2,2,1
ENFP,NF,ENFP/depressed/turnt up,1mzrch14OaPIGGRR0GoQMB,25,0.68444,0.115850147,0.74504,0.103937273,-5.60464,1.665030352,0.56,0.506622805,0.04406,0.014190607,0.12082584,0.164593416,0.1638,0.112549793,0.66508,0.187115811,121.20712,22.93087874,0.032050371,0.133041596,1,4,2,1,0,2,0,1,1,4,2,2,1,1,0,0,0,0,0,0,0,1,0,2
ENFP,NF,m maus [ep. 12 season 31] ENFP,0fPIJvZfXkOa3fxS1jwsag,17,0.618294118,0.178579382,0.634294118,0.148085602,-8.278941176,2.050089098,0.588235294,0.507299656,0.101194118,0.092369641,0.193626529,0.176923967,0.226135294,0.145900732,0.489352941,0.236808979,128.4247059,33.98916404,0.235463012,0.289699406,0,3,2,2,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,2,0,0
ENFP,NF,Enfp moment,1NCv1ZCYd5IIATk9EfSICv,20,0.69325,0.099985196,0.7579,0.12517184,-5.82485,2.642749212,0.5,0.512989176,0.061715,0.036606129,0.1329245,0.147052939,0.177385,0.134022262,0.72755,0.154390303,124.4724,24.17399789,0.008105642,0.02178368,0,1,2,1,0,0,0,2,1,0,0,1,0,3,1,0,3,4,1,0,0,0,0,0
ENFP,NF,ENFP🤭🙈,1GYLsRNEuN4t7XaClNjIyL,23,0.630782609,0.119855578,0.683086957,0.178226596,-6.134695652,2.654081341,0.608695652,0.499010879,0.055004348,0.032726101,0.178405413,0.216888208,0.223578261,0.160774028,0.560195652,0.243895504,120.0495652,25.65194646,0.006405863,0.025185246,2,0,1,4,0,1,1,1,2,2,1,1,1,2,0,0,1,1,0,1,0,1,0,0
ENFP,NF,enfp ~,3K3XLh2M7Xs416kn2HrHf8,28,0.565642857,0.136278912,0.607357143,0.161403615,-6.297821429,2.294149371,0.928571429,0.262265264,0.043525,0.023500806,0.308016893,0.327360412,0.161985714,0.115100548,0.417714286,0.177796566,126.6433214,35.40105611,0.007473245,0.034135366,1,4,0,0,0,2,1,0,0,0,2,0,0,4,4,0,3,1,0,3,0,0,0,3
ENFP,NF,Enfp artists💐,2fGLrmEEqwxvz4BOAAuLnu,50,0.58914,0.140038772,0.6344,0.163432068,-7.24988,2.25826479,0.64,0.484873221,0.132786,0.119533177,0.21737374,0.203953909,0.276238,0.22498638,0.502856,0.207807957,113.83696,32.89819447,0.033449427,0.136201256,0,4,2,5,2,3,2,3,1,3,3,1,2,7,1,1,1,2,1,1,0,0,3,2
ENFP,NF,~enfp + intj lovers~,0pXmOpUQr1gEO85WzccCbo,24,0.577583333,0.126798682,0.597041667,0.19614003,-7.711416667,2.664025312,0.541666667,0.508977378,0.056595833,0.027396151,0.318514583,0.312110137,0.170016667,0.101035722,0.372291667,0.201410565,105.1641667,24.05155565,0.017560035,0.063496344,1,2,0,4,1,0,0,1,1,1,2,1,0,2,0,4,2,0,0,0,1,0,1,0
ENFP,NF,ENFP-T ENERGY,4ucTmPuHWU8F1m3XzI7ONY,41,0.613414634,0.139827032,0.75697561,0.151868938,-5.688,2.612212348,0.463414634,0.504854483,0.10404878,0.099789176,0.099423561,0.154519891,0.172160976,0.106154538,0.548756098,0.227874503,132.0679756,30.9062989,0.045545053,0.137102429,1,4,2,3,1,2,1,2,0,2,1,0,0,1,4,5,2,3,2,1,1,2,1,0
ENFP,NF,ENFP flow,1CUd5yC5ycPnEewHakyA8n,34,0.529323529,0.122938694,0.491470588,0.19537458,-10.04608824,2.533998438,0.617647059,0.493270218,0.042420588,0.032606262,0.466292353,0.328998774,0.143008824,0.084773925,0.312976471,0.201285424,110.4980588,25.94148192,0.184842771,0.334625605,3,3,1,3,0,3,0,3,1,0,2,1,1,6,0,2,1,0,1,1,0,1,1,0
ENFP,NF,Enfp,4PRGco4IX9GErih7NdSUgG,30,0.626766667,0.107827027,0.724833333,0.182321634,-5.304566667,2.294770903,0.633333333,0.490132518,0.061616667,0.039138332,0.159964397,0.186107286,0.215713333,0.160427764,0.621933333,0.206474835,125.6940333,27.79376176,0.005628272,0.022659498,1,2,1,5,1,1,0,2,4,2,2,2,2,0,0,1,2,0,0,1,0,1,0,0
ENFP,NF,I'm enfp-t,1gKlhlUpFp54pFHEbzh6WS,50,0.55334,0.127295512,0.523498,0.256822612,-8.97432,4.119497574,0.74,0.443087498,0.040908,0.019681545,0.40024388,0.375417926,0.14048,0.076525901,0.4263,0.197593817,120.67164,29.89531368,0.077985318,0.247393919,1,10,4,2,0,3,0,1,1,1,5,0,3,5,1,2,4,0,3,2,0,1,0,1
ENFP,NF,ENFP,3OY16GvOlFp6dDQN5iheAU,50,0.59906,0.12677916,0.73758,0.149307256,-7.56498,2.827905647,0.78,0.418451958,0.038462,0.01264643,0.26684608,0.23451681,0.198066,0.169224681,0.75052,0.19628158,122.74884,24.44602925,0.026319574,0.085378749,0,7,0,0,0,9,1,2,2,0,1,3,1,2,1,2,8,2,2,3,0,0,0,4
