playlist_id,mbti,song_index,song_name,artist,track_id
ENFJ_sub_0003,ENFJ,9,Crystal Snow,"TERRY,ERIKA",0U6NuXZrqfsnP3QcabGSG5
ENFJ_sub_0003,ENFJ,10,はじまりのおわり,TENSONG,0mSG3sEPChXW7NBzQ1UQfM
ENFJ_sub_0004,ENFJ,1,Öl & Karaoke,Arvid Nero,3n9fqv9ZdC2Zpy3oPabrtl
ENFJ_sub_0004,ENFJ,2,Hope,Tota,6TAbxQCvmh1pufM8WZm9ze
ENFJ_sub_0004,ENFJ,3,DIVE!,優木せつ菜 (CV.楠木ともり),1U1MCOvXcpTguCzyXyBE90
ENFJ_sub_0004,ENFJ,4,メロウ,須田景凪,7yi9GtzcszqW9qnCcwD0dg
ENFJ_sub_0004,ENFJ,5,イフ (feat. 花里みのり&桐谷遥&桃井愛莉&日野森雫&初音ミク),MORE MORE JUMP!,3O9hXP63syyiV4wTURNmil
ENFJ_sub_0004,ENFJ,6,夏休み,Lyrical Lily,0xjlX9f4wQRk0yR9Qr1uGj
ENFJ_sub_0004,ENFJ,7,Fantasy Solfege,"初星学園,倉本千奈",1iUI2aetAB0J7ReHrGYSgI
ENFJ_sub_0004,ENFJ,8,GREATEST,音乃瀬奏,3vp7EiLq532iTfN7LicN94
ENFJ_sub_0004,ENFJ,9,Cold Night,HANA,48Y23GvNKpVeXrMapKcPLP
ENFJ_sub_0004,ENFJ,10,You & 合図,音乃瀬奏,37XdCNi2kRtxy2oGcKMbB3
ENFJ_sub_0005,ENFJ,1,Get Up,NewJeans,1wUnuiXMMvhudmzvcCtlZP
ENFJ_sub_0005,ENFJ,2,Love Love Love,Epik High,7hlEhmg5h9XuFtaGfgvqjF
ENFJ_sub_0005,ENFJ,3,RUDE!,Hearts2Hearts,2bAQsNqdo62T8akkIvWzGl
ENFJ_sub_0005,ENFJ,4,Landing in Love,HANRORO,3WvM2dIR9iIxMGNMP7WsNw
ENFJ_sub_0005,ENFJ,5,Rest,Yerin Baek,0NnQTCaZnKrOK1lojv5qYI
ENFJ_sub_0005,ENFJ,6,Datoom,Yerin Baek,68AKufq8YEqHEPbViaXona
ENFJ_sub_0005,ENFJ,7,Gondry,HYUKOH,7lPFh8HF5FFMzSIUOwvRTm
ENFJ_sub_0005,ENFJ,8,나무,"Car, the garden",30tYWTkLIQtZWnRIOqcHnJ
ENFJ_sub_0005,ENFJ,9,Mom's Call (Feat. Verbal Jint),"Jazzyfact,Verbal Jint",437UvMKMM97LB27afD9xyx
ENFJ_sub_0005,ENFJ,10,Up up and away,Jazzyfact,5aUt8Q3qAZf1JFZhXWaRmv
ENFJ_sub_0006,ENFJ,1,Dancing Queen,ABBA,0GjEhVFGZW8afUYGChu3Rr
ENFJ_sub_0006,ENFJ,2,"Good Luck, Babe!",Chappell Roan,0WbMK4wrZ1wFSty9F7FCgu
ENFJ_sub_0006,ENFJ,3,You're So Vain,Carly Simon,2DnJjbjNTV9Nd5NOa1KGba
ENFJ_sub_0006,ENFJ,4,Style (Taylor's Version),Taylor Swift,1hjRhYpWyqDpPahmSlUTlc
ENFJ_sub_0006,ENFJ,5,Bejeweled,Taylor Swift,3qoftcUZaUOncvIYjFSPdE
ENFJ_sub_0006,ENFJ,6,Fergalicious,"Fergie,will.i.am",1D066zixBwqFYqBhKgdPzp
ENFJ_sub_0006,ENFJ,7,...Ready For It?,Taylor Swift,2yLa0QULdQr0qAIvVwN6B5
ENFJ_sub_0006,ENFJ,8,Unwritten,Natasha Bedingfield,3U5JVgI2x4rDyHGObzJfNf
ENFJ_sub_0006,ENFJ,9,Karma,Taylor Swift,7KokYm8cMIXCsGVmUvKtqf
ENFJ_sub_0006,ENFJ,10,Do I Wanna Know?,Arctic Monkeys,5FVd6KXrgO9B3JPmC8OPst
ENFJ_sub_0007,ENFJ,1,ไม่เปลี่ยนเลย (Best Luck),fellow fellow,3wyzSQ9rAWjx9vsMQSrLn2
ENFJ_sub_0007,ENFJ,2,แค่มีเธอไปเดินเตะคลื่นทะเลด้วยกัน,No One Else,4vLs8BDqK1JtpJdrgrriX6
ENFJ_sub_0007,ENFJ,3,ข้อความรูปยิ้ม :),Polycat,3ZajpwGfKsToCEAuLTtoxF
ENFJ_sub_0007,ENFJ,4,ให้เธอรู้ (Beside),FREEHAND,2RitvVNIOCG0jZU89R6i5D
ENFJ_sub_0007,ENFJ,5,มัธยม,Polycat,7kTTfNCxGKdm65M2RNEvXp
ENFJ_sub_0007,ENFJ,6,ยิ่งรู้จักยิ่งรักเธอ,Da Endorphine,4ZmR0sftfJ70CtBgSPrkzF
ENFJ_sub_0007,ENFJ,7,ชอบไปหมด,PiXXiE,73rLFde6eQ2Xzg4cF5ilHs
ENFJ_sub_0007,ENFJ,8,ระหว่างทาง (Good Time) [เพลงประกอบซีรีส์ Good Old Days ร้านซื้อขายความทรงจำ],"BRIGHT,ต้าเหนิง กัญญาวีร์",4FreerZPFJkNpQqhL2cSCA
ENFJ_sub_0007,ENFJ,9,ตกหลุมรัก,Waii,1UiBApzAXkEI7rGa9igCSm
ENFJ_sub_0007,ENFJ,10,รักเอ๋ย - เพลงจากละคร  พนมนาคา ,Bird Thongchai,27mx9rW179Rypbfx8xB4I3
ENFJ_sub_0008,ENFJ,1,"Good Luck, Babe!",Chappell Roan,0WbMK4wrZ1wFSty9F7FCgu
ENFJ_sub_0008,ENFJ,2,Can't Do Better,Kim Petras,7t9gDWqX10tbhtriPR1Cnd
ENFJ_sub_0008,ENFJ,3,Lady Lady,Olivia Dean,1XwbJNPOcLuSRTQNR9zz4r
ENFJ_sub_0008,ENFJ,4,Too Little Too Late,JoJo,2H5YDS0csmS7gEuruC6LQt
ENFJ_sub_0008,ENFJ,5,Can't Take My Eyes off You,Frankie Valli,6ft9PAgNOjmZ2kFVP7LGqb
ENFJ_sub_0008,ENFJ,6,Bejeweled,Taylor Swift,3qoftcUZaUOncvIYjFSPdE
ENFJ_sub_0008,ENFJ,7,Only Girl (In The World),Rihanna,2ENexcMEMsYk0rVJigVD3i
ENFJ_sub_0008,ENFJ,8,touch tank,quinnie,1TgCchWmdmmhGrtsa8NHwY
ENFJ_sub_0008,ENFJ,9,Busy Woman,Sabrina Carpenter,0b0Dz0Gi86SVdBxYeiQcCP
ENFJ_sub_0008,ENFJ,10,sHe,ZAYN,48qaQk75LoWs5qgsZgbkA5
ENFJ_sub_0009,ENFJ,1,Autumn morning,IU,100N8P8WYnz9eCYuLYGflV
ENFJ_sub_0009,ENFJ,2,Through the Night,IU,3P3UA61WRQqwCXaoFOTENd
ENFJ_sub_0009,ENFJ,3,Maybe I,Roy Kim,7ngHMY8gzscgMPnqSgU7wA
ENFJ_sub_0009,ENFJ,4,Anyway,AKMU,6iNVnXtPZ2hcLDpqa1TMhE
ENFJ_sub_0009,ENFJ,5,"Some how, into you",ENFJ,1mqsJSYRzTGR3mncWxN0YV
ENFJ_sub_0009,ENFJ,6,Heavy Heart,RIO,4KdJekSGPPhAU52BmDZIOY
ENFJ_sub_0009,ENFJ,7,free flight,Shin Ji Hoon,1874dOZUea5IRomZWKjsxg
ENFJ_sub_0009,ENFJ,8,Like A Bird,Urban Zakapa,7LpKQh8qk9BOzeb2j7y4z6
ENFJ_sub_0009,ENFJ,9,손에 쥔 걸 놓고서,"WELOVE,Coffeeboy",2NPMh7x5gguyTwyEvWFMYk
ENFJ_sub_0009,ENFJ,10,Antifreeze,Yerin Baek,1osW08ygBwopWmjWzqWbfJ
ENFJ_sub_0010,ENFJ,1,Answer : Love Myself,BTS,2X3UgVLSA4wYriGIQyYmMA
ENFJ_sub_0010,ENFJ,2,Jaljayo Good Night,TWICE,1OFJ8o35oCIcaWjYq0bHOS
ENFJ_sub_0010,ENFJ,3,Love Maze,BTS,4ROdFnoZNn2RTmwct0cVpx
ENFJ_sub_0010,ENFJ,4,tolerate it,Taylor Swift,0PurA4JVJ8YQgSVopY8fn6
ENFJ_sub_0010,ENFJ,5,Ya Sudahlah,"Bondan Prakoso,Fade2Black",0OjiV7FpVCrOIq53ZSH1EM
ENFJ_sub_0010,ENFJ,6,Siapkah Kau 'Tuk Jatuh Cinta Lagi,Hivi!,1uF0XYWWeoWEWipY855GxT
ENFJ_sub_0010,ENFJ,7,Manusia Kuat,Tulus,1vT1rKlEzvT9r0uYwAuwC8
ENFJ_sub_0010,ENFJ,8,mirrorball,Taylor Swift,0ZNU020wNYvgW84iljPkPP
ENFJ_sub_0010,ENFJ,9,Fix a Heart,Demi Lovato,0fMhhdMdbC94rHHK63jwWu
ENFJ_sub_0010,ENFJ,10,Forever Winter (Taylor's Version) (From The Vault),Taylor Swift,3oGVx9RBmiYGv5ZCecWLkx
ENFJ_sub_0011,ENFJ,1,mirrorball,Taylor Swift,0ZNU020wNYvgW84iljPkPP
ENFJ_sub_0011,ENFJ,2,Blank Space,Taylor Swift,1u8c2t2Cy7UBoG4ArRcF5g
ENFJ_sub_0011,ENFJ,3,Here Comes The Sun - Remastered 2009,The Beatles,6dGnYIeXmHdcikdzNNDMm2
ENFJ_sub_0011,ENFJ,4,Froot,MARINA,5UBeEw8u5VurDhPo1klAPY
ENFJ_sub_0011,ENFJ,5,How to Be a Heartbreaker,MARINA,2sEk5R8ErGIFxbZ7rX6S2S
ENFJ_sub_0011,ENFJ,6,Love Me More,Mitski,4PUT0cH2iggaje5hTJZeGe
ENFJ_sub_0011,ENFJ,7,Cigarette Daydreams,Cage The Elephant,6jHvX8ZnHKC1PnrPMJ0Emt
ENFJ_sub_0011,ENFJ,8,I Will,Mitski,2yYP6zjOBqGKqI6s2lZyer
ENFJ_sub_0011,ENFJ,9,Strawberry Shortcake,Melanie Martinez,57OBlxZRcRyHFdlXlsHP7G
ENFJ_sub_0011,ENFJ,10,Should've Been Me,Mitski,5FQ9NDyx3KZXhovWWq4Gxo
ENFJ_sub_0012,ENFJ,1,Too Good to Say Goodbye,Bruno Mars,0B0tYbVp7pDQAqKDhgMeaL
ENFJ_sub_0012,ENFJ,2,Thinking Of You,Katy Perry,4ciwlQ4UYHUMj2wuH0ffw6
ENFJ_sub_0012,ENFJ,3,Nobody Gets Me,SZA,5Y35SjAfXjjG0sFQ3KOxmm
ENFJ_sub_0012,ENFJ,4,Kiss It Better,Rihanna,0UHB9METy4VCXNgkcGqHqS
ENFJ_sub_0012,ENFJ,5,OMG,NewJeans,65FftemJ1DbbZ45DUfHJXE
ENFJ_sub_0012,ENFJ,6,august,Taylor Swift,3hUxzQpSfdDqwM3ZTFQY0K
ENFJ_sub_0012,ENFJ,7,All I Ever Need,Austin Mahone,04Aw2jdHNkLAR9LWUIGf2b
ENFJ_sub_0012,ENFJ,8,XXL,LANY,3l1grOhgJQG4E1E2MjfHWG
ENFJ_sub_0012,ENFJ,9,Dress,Taylor Swift,6oVxXO5oQ4pTpO8RSnkzvv
ENFJ_sub_0012,ENFJ,10,ILYSB,LANY,2btKtacOXuMtC9WjcNRvAA
ENFJ_sub_0013,ENFJ,1,I Still Haven't Found What I'm Looking For,U2,6wpGqhRvJGNNXwWlPmkMyO
ENFJ_sub_0013,ENFJ,2,Big Time Sensuality,Björk,0X0LTI0MQG9S3FLSUvjrj5
ENFJ_sub_0013,ENFJ,3,Sacrifice,Björk,4mcVsjABoRrcN0nXgFrvOi
ENFJ_sub_0013,ENFJ,4,Wolves Without Teeth,Of Monsters and Men,1bhpub6BolgKXDD7iMkYTZ
ENFJ_sub_0013,ENFJ,5,I Just Called To Say I Love You,Stevie Wonder,6RNDeRnWsRMjPdNVgupZCs
ENFJ_sub_0013,ENFJ,6,Dealer,Lana Del Rey,7iqQz931tn59mK6IZ3knRx
ENFJ_sub_0013,ENFJ,7,Out of My League,Fitz and The Tantrums,2AYEOC02WLhUiOoaig2SEH
ENFJ_sub_0013,ENFJ,8,Graceland Too,Phoebe Bridgers,1WCjhRs2WBgyeGaybCX2Po
ENFJ_sub_0013,ENFJ,9,Carry That Weight - Remastered 2009,The Beatles,5eZrW59C3UgBhkqNlowEID
ENFJ_sub_0013,ENFJ,10,Lover,Taylor Swift,1dGr1c8CrMLDpV6mPbImSI
ENFJ_sub_0014,ENFJ,1,Nervous,The Neighbourhood,113xf7t4qNM7038YJvauik
ENFJ_sub_0014,ENFJ,2,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)","Kali Uchis,Tyler, The Creator,Bootsy Collins",1otG6j1WHNvl9WgXLWkHTo
ENFJ_sub_0014,ENFJ,3,Do It For Her (feat. Zach Callison & Grace Rolek),"Steven Universe,Grace Rolek,Zach Callison",54bTrcQ1rMQn9qvP3UgyIF
ENFJ_sub_0014,ENFJ,4,People Watching,Conan Gray,3TFoEJe5zNuHZStRboWPxg
ENFJ_sub_0014,ENFJ,5,Looking Out for You,Joy Again,1lpLrlyweOShEKXT1bpcDd
ENFJ_sub_0014,ENFJ,6,Can I Call You Tonight?,Dayglow,15RPEE4Xjz1dQK71zdAJSA
ENFJ_sub_0014,ENFJ,7,Heather,Conan Gray,4xqrdfXkTW4T0RauPLv3WA
ENFJ_sub_0014,ENFJ,8,Mr. Loverman,Ricky Montgomery,2IVsRhKrx8hlQBOWy4qebo
ENFJ_sub_0014,ENFJ,9,I Wanna Be Yours,Arctic Monkeys,5XeFesFbtLpXzIVDNQP22n
ENFJ_sub_0014,ENFJ,10,Pacify Her,Melanie Martinez,360Wr96ywrCQq4kTAJ8Pq6
ENFJ_sub_0015,ENFJ,1,Tomma Nova,Tomatomat,5P22djiRF0dor1HgXVFZss
ENFJ_sub_0015,ENFJ,2,Nice Guy,BOYNEXTDOOR,6pqyZNnLKyJKtrlf42FQoq
ENFJ_sub_0015,ENFJ,3,Mushroom House,Tomatomat,5jVjqBtRqo7j25txCvZICI
ENFJ_sub_0015,ENFJ,4,Don't Say You Love Me,NCT WISH,1y36TbOny4aWyqQyaGEnxk
ENFJ_sub_0015,ENFJ,5,Patience ~ seal my love ~,cosmosy,3nzG5lm2n5GvL2YGyJdQig
ENFJ_sub_0015,ENFJ,6,1 Thing,STAYC,5iL9B1OKNfpJSgkbvKngXI
ENFJ_sub_0015,ENFJ,7,SODA,QWER,0VfOZBCILsIrkJPzw3WdvA
ENFJ_sub_0015,ENFJ,8,STYLE,Hearts2Hearts,5EoV2HmAlkqN1XvsIjOBZZ
ENFJ_sub_0015,ENFJ,9,###,tripleS,4N45PHznf6nObFel4Wvtf1
ENFJ_sub_0015,ENFJ,10,Eau de Toilette,roon,48f8OnjJdC3Y0mffvj9Xff
ENFJ_sub_0016,ENFJ,1,별별별 (See that?),NMIXX,2Oc0j4x7HkDRVZq8JsgACT
ENFJ_sub_0016,ENFJ,2,Youth (DAY),OOHYO,5UYFb1uulJIf8A44zT6OxQ
ENFJ_sub_0016,ENFJ,3,Hate you,Yerin Baek,49tVjyiyyL1pSOPR3qOzLd
ENFJ_sub_0016,ENFJ,4,Go Back,Yerin Baek,0fCYb5rjHs7ARjxtUkSzAI
ENFJ_sub_0016,ENFJ,5,DASH,NMIXX,1mXIJLlpAEG3Vab5b21QIM
ENFJ_sub_0016,ENFJ,6,Bawling,"Primary,OHHYUK",5qHgojWfVTUsGm6J9OG8ix
ENFJ_sub_0016,ENFJ,7,Cookie,NewJeans,2DwUdMJ5uxv20EhAildreg
ENFJ_sub_0016,ENFJ,8,D (Half Moon),"DEAN,Gaeko",3uA8SjMyDtwtt0jLPMQbVD
ENFJ_sub_0016,ENFJ,9,Ohio,HYUKOH,53EC95VrvT6Ne0ZfJLAQM9
ENFJ_sub_0016,ENFJ,10,Tell me,JANNABI,2kuxMt9uBIJ63li6NQWhlU
ENFJ_sub_0017,ENFJ,1,เทพลีลา,Silly Fools,224KJQt1pd72n038PCtKKS
ENFJ_sub_0017,ENFJ,2,แอบตะโกน (Loudest Love) (เพลงประกอบซีรีส์ Cherry Magic 30 ยังซิง),"Tay Tawan,New Thitipoom",2KF6ijHcPdxbQbvuOXbfpQ
ENFJ_sub_0017,ENFJ,3,พระเอกลิเก,"CDGuntee,BANKSORN",2KS66Xyl9zup2CBKNjOmxw
ENFJ_sub_0017,ENFJ,4,แพ้ทาง,Labanoon,7MmT65V6LJ09mCokmlDQQv
ENFJ_sub_0017,ENFJ,5,เพิ่งเข้าใจ - From  ใจพิสุทธิ์ ,Aun Jessada,0egJ410b6aGv01BpF3SrdT
ENFJ_sub_0017,ENFJ,6,แค่ที่รัก,3.2.1,0VnMaYgzGx3j8b2jjAuMsQ
ENFJ_sub_0017,ENFJ,7,เธอเชื่อเรื่องพรหมลิขิตหรือเปล่า (Original Soundtrack From  Lovesick 2024 ),"Progress Passawish,Lovesick 2024",6IVRjEJ4lW6YjRJrWzO2mj
ENFJ_sub_0017,ENFJ,8,เด็กอินเตอร์,YOUNGOHM,6koztzfSaFalbFxpiaFpjk
ENFJ_sub_0017,ENFJ,9,อยู่ๆก็มาปรากฏตัวในหัวใจ,Pijika,04X75Vj2R7xYJ7YwYFDmQH
ENFJ_sub_0017,ENFJ,10,เก็บมันไว้ในใจ,Crescendo,3D2pEjJfluE976mEOz3j2U
ENFJ_sub_0018,ENFJ,1,Sahabat Sejati,Sheila On 7,6WUqv9T3RPTHHNKw0zVJuM
ENFJ_sub_0018,ENFJ,2,Fever,"Dua Lipa,Angèle",3wJVBz7gvGTwTWVAxFa6ny
ENFJ_sub_0018,ENFJ,3,How to Be a Heartbreaker,MARINA,2sEk5R8ErGIFxbZ7rX6S2S
ENFJ_sub_0018,ENFJ,4,tolerate it,Taylor Swift,0PurA4JVJ8YQgSVopY8fn6
ENFJ_sub_0018,ENFJ,5,Diri,Tulus,2qgjqbi96IAOBzZFC6H57U
ENFJ_sub_0018,ENFJ,6,Forever Winter (Taylor's Version) (From The Vault),Taylor Swift,3oGVx9RBmiYGv5ZCecWLkx
ENFJ_sub_0018,ENFJ,7,Ring The Alarm,KARD,6jUq2EfNMW7SizzNVVGvhm
ENFJ_sub_0018,ENFJ,8,Siapkah Kau 'Tuk Jatuh Cinta Lagi,Hivi!,1uF0XYWWeoWEWipY855GxT
ENFJ_sub_0018,ENFJ,9,Answer : Love Myself,BTS,2X3UgVLSA4wYriGIQyYmMA
ENFJ_sub_0018,ENFJ,10,Ya Sudahlah,"Bondan Prakoso,Fade2Black",0OjiV7FpVCrOIq53ZSH1EM
ENFJ_sub_0019,ENFJ,1,Heartbreak Heard Around the World (feat. T-Pain),"Jacob Latimore,T-Pain",4jRhf3Ut6qLfOudvcJjXJO
ENFJ_sub_0019,ENFJ,2,よるのあと,adieu,0Ww9CZicnZs8gscWdMiE7p
ENFJ_sub_0019,ENFJ,3,君がいない世界,Aine,2eVrsTxCy0zRlQ49w7YqPH
ENFJ_sub_0019,ENFJ,4,baby tell me,YUKI,4j9S9j4XKPHruHtB86FvZ6
ENFJ_sub_0019,ENFJ,5,baby girl,Yba Memphis,2oFuCGdFX3bi6w9wo6hF6v
ENFJ_sub_0019,ENFJ,6,あなたは煙草　私はシャボン,Lovely Summer Chan,4PNii2qmrTZD0fzQ7gr0UT
ENFJ_sub_0019,ENFJ,7,"Locker (feat. G-k.i.d, Tiji Jojo & YZERR)","BAD HOP,G-k.i.d,Tiji Jojo,YZERR",00fKBzsoA37ycAjvQxVKpY
ENFJ_sub_0019,ENFJ,8,We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth,Selena Gomez",06KyNuuMOX1ROXRhj787tj
ENFJ_sub_0019,ENFJ,9,Melting,Nozomi Kitay,4U7FttxU315vADgEVrfkqT
ENFJ_sub_0019,ENFJ,10,Fool For You,Kastra,6gJkrYx9i8dZ5mJb2vbAnT
ENFJ_sub_0020,ENFJ,1,How to Be a Heartbreaker,MARINA,2sEk5R8ErGIFxbZ7rX6S2S
ENFJ_sub_0020,ENFJ,2,This Side of Paradise,Coyote Theory,79EkGysjP2dL5GdpeQjRxT
ENFJ_sub_0020,ENFJ,3,STEREOTYPE,STAYC,2bZIDMpzVooosmPHn0tHnd
ENFJ_sub_0020,ENFJ,4,Mrs. Potato Head,Melanie Martinez,3K1tdhoeE6koNnWgAxEK9Y
ENFJ_sub_0020,ENFJ,5,Copycat,CircusP,2PoYyfBkedDBPGAh0ZUoHW
ENFJ_sub_0020,ENFJ,6,Butterfly,LOONA,6wNKKoUQfLPmch7cqSFytV
ENFJ_sub_0020,ENFJ,7,Here Comes The Sun - Remastered 2009,The Beatles,6dGnYIeXmHdcikdzNNDMm2
ENFJ_sub_0020,ENFJ,8,Forever Winter (Taylor's Version) (From The Vault),Taylor Swift,3oGVx9RBmiYGv5ZCecWLkx
ENFJ_sub_0020,ENFJ,9,GOLDWING,Billie Eilish,0FfqyjhB6Kspvit1oOo7ax
ENFJ_sub_0020,ENFJ,10,Yellow,Coldplay,3AJwUDP919kvQ9QcozQPxg
ENFJ_sub_0021,ENFJ,1,gold rush,Taylor Swift,5BK0uqwY9DNfZ630STAEaq
ENFJ_sub_0021,ENFJ,2,mirrorball,Taylor Swift,0ZNU020wNYvgW84iljPkPP
ENFJ_sub_0021,ENFJ,3,Should've Been Me,Mitski,5FQ9NDyx3KZXhovWWq4Gxo
ENFJ_sub_0021,ENFJ,4,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Taylor Swift,7l2tmgUhV7Y2aJHjiszifg
ENFJ_sub_0021,ENFJ,5,God is a woman,Ariana Grande,5OCJzvD7sykQEKHH7qAC3C
ENFJ_sub_0021,ENFJ,6,OK,Wallows,0APAKxMXB7jdDs4kw1l30y
ENFJ_sub_0021,ENFJ,7,positions,Ariana Grande,35mvY5S1H3J2QZyna3TFe0
ENFJ_sub_0021,ENFJ,8,Here Comes The Sun - Remastered 2009,The Beatles,6dGnYIeXmHdcikdzNNDMm2
ENFJ_sub_0021,ENFJ,9,Serendipity (Full Length Edition),BTS,1dS4l6xmdgEhCZTAhdOm4N
ENFJ_sub_0021,ENFJ,10,All For Us - from the HBO Original Series Euphoria,"Labrinth,Zendaya",10hMM5nsZQf66ldBlgWBfG
ENFJ_sub_0022,ENFJ,1,봄금사빠,me and you,0uBSPXc90RUByp0EkIlnk0
ENFJ_sub_0022,ENFJ,2,Heavy Heart,RIO,4KdJekSGPPhAU52BmDZIOY
ENFJ_sub_0022,ENFJ,3,네가 좋아 (Feat. 박원),"Hello Ga-Young,PARK WON",2H6bHKevy29MqlvBirynTR
ENFJ_sub_0022,ENFJ,4,Dreaming,Kassy,5Are3u8hcRsJGSPJ6qnVQx
ENFJ_sub_0022,ENFJ,5,Can You Hear My Heart (feat. LEE HI),"Epik High,LEEHI",7n5eQJYX7e6H5gkzgyEfQG
ENFJ_sub_0022,ENFJ,6,Exciting Spring (Feat. Eunbyeol),"Norwegian Wood,Eunbyeol",4Y8k1ip0uZqRDEk4Umo6mz
ENFJ_sub_0022,ENFJ,7,Heartbeat,SURAN,2c8ZAZPa0bDKpBm7n5gBwJ
ENFJ_sub_0022,ENFJ,8,Maybe I,Roy Kim,7ngHMY8gzscgMPnqSgU7wA
ENFJ_sub_0022,ENFJ,9,You’re a good love,Kassy,6CKnMSICVZmQikLnu1Sg2g
ENFJ_sub_0022,ENFJ,10,heart,IU,5ktwBE88NKZSfmk6Lw2KhS
ENFJ_sub_0023,ENFJ,1,My Hero,Foo Fighters,4dVbhS6OiYvFikshyaQaCN
ENFJ_sub_0023,ENFJ,2,Third Eye,Florence + The Machine,7Mz95vPtFlDGIiZ5d1XdT3
ENFJ_sub_0023,ENFJ,3,One,U2,3G69vJMWsX6ZohTykad2AU
ENFJ_sub_0023,ENFJ,4,home with you,FKA twigs,7BpykYGkewMF00FzSJLSgH
ENFJ_sub_0023,ENFJ,5,Long Live,Taylor Swift,7DjCRhhFo9PPzca1BjMLcf
ENFJ_sub_0023,ENFJ,6,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)","Kali Uchis,Tyler, The Creator,Bootsy Collins",1otG6j1WHNvl9WgXLWkHTo
ENFJ_sub_0023,ENFJ,7,Forever Winter (Taylor's Version) (From The Vault),Taylor Swift,3oGVx9RBmiYGv5ZCecWLkx
ENFJ_sub_0023,ENFJ,8,Honeypie,JAWNY,1bt443XPmX5ZG5DjhMJ8Rh
ENFJ_sub_0023,ENFJ,9,Careless Whisper - Remastered,George Michael,02kqNEFXbcFg22pyvUyjmI
