#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,song_frequency
133,Drones,grandson,126,3A,82,2025-04-25,02:30,44,,"I Love You, I’m Trying",2023-05-05,59,4,0,59,20,30,-6,A#/B♭ Minor,4,5JvspoRjPwqMmPV5anGYZj,USAT22300767,1
134,Sweet Dreams (Are Made of This) - 2005 Remaster,"Eurythmics,Annie Lennox,Dave Stewart",125,5A,71,2025-04-25,03:36,86,"new wave, synthpop, ",Sweet Dreams (Are Made Of This),1983-01-04,69,23,0,88,0,10,-7,C Minor,4,1TfqLAPs4K3s2rJMoCokcS,GBARL0300589,1
136,moonlight (kali uchis) - sped up version,"sped up viral,Kali Uchis",82,2B,85,2025-04-25,02:36,64,,moonlight (kali uchis) [sped up version],2023-02-24,64,59,0,92,10,10,-6,F#/G♭ Major,4,1TL4lgjSoc9SeKKjLhDO1n,USUM72307860,1
137,Vulneratus Non Victus,"Remi Rorschach,PG Tips",95,11A,67,2025-04-25,02:34,1,,Blade Dance,2023-03-17,64,6,0,96,30,20,-11,F#/G♭ Minor,4,1gAY7JYZK997Rlpx5VShpB,QZFZ22316720,1
138,Stayin' Alive,Bee Gees,104,3A,54,2025-04-25,01:32,74,disco,Staying Alive (Original Motion Picture Soundtrack),1977-12-13,71,11,1,64,0,0,-20,A#/B♭ Minor,4,4UDmDIqJIbrW0hMBQMFOsM,GBA077700130,1
139,Killshot,Eminem,106,5A,65,2025-04-25,04:13,71,"rap, hip hop",Killshot,2018-09-19,89,10,0,60,30,30,-9,C Minor,4,1jo3TwNGCXfNdB5uba3ZVv,USUM71814876,1
140,Never Enough,"Eminem,50 Cent,Nate Dogg",96,1B,72,2025-04-25,02:39,72,"rap, hip hop, old school hip hop, east coast hip hop, g-funk, west coast hip hop",Encore (Deluxe Version),2004-11-12,78,29,0,59,30,60,-5,B Major,4,5CsDo9j3N4yFZNCN1h9loS,USIR10400816,1
141,TUNNEL VISION,Melanie Martinez,180,1A,41,2025-04-25,04:44,54,,PORTALS (Deluxe),2023-04-05,48,74,0,57,0,40,-10,G#/A♭ Minor,4,6b6lS6QFGPzJl4bZF8cFvG,USAT22303661,1
142,Save Your Soul,She Wants Revenge,110,3B,91,2025-04-25,03:30,40,"darkwave, gothic rock",Save Your Soul,2008-05-13,56,0,49,79,0,40,-5,C♯/D♭ Major,4,1uHm3PSB3qroN3EoK74fv4,USI4R0711327,1
143,Written In Blood,She Wants Revenge,144,4B,94,2025-04-25,04:59,43,"darkwave, gothic rock",This Is Forever,2007-01-01,58,7,9,43,0,0,-3,G#/A♭ Major,4,4RyqTYxpmujmixdHrZWvol,USUM70748643,1
149,d€sire,jacolin,125,11A,46,2025-04-25,04:08,23,,d€sire,2023-01-20,51,5,60,4,0,0,-10,F#/G♭ Minor,4,1scCpgkfwFIZv3wgg2wh8o,QZ8252301578,1
155,Show & Tell,Melanie Martinez,110,9A,75,2025-04-25,03:35,68,,K-12,2019-09-06,54,30,0,65,20,30,-6,E Minor,4,7po7c8LzxTZ0ybU41qT5gD,USAT21902528,1
157,Carousel,Melanie Martinez,77,3B,66,2025-04-25,03:50,68,,Cry Baby (Deluxe Edition),2015-08-14,74,10,0,33,0,0,-5,C♯/D♭ Major,4,5nHTLEJ10zaqdnKqLriah4,USAT21401867,1
158,Drama Club,Melanie Martinez,74,4A,66,2025-04-25,03:45,62,,K-12,2019-09-06,63,38,0,51,0,10,-7,F Minor,4,6FcNLunvzsHCVVf4TGYULM,USAT21902530,3
160,Crazy,"Gnarls Barkley,CeeLo Green,Danger Mouse",112,4B,54,2025-04-25,02:57,82,,St. Elsewhere,2007-12-01,87,5,2,64,0,0,-6,G#/A♭ Major,4,1vxw6aYJls2oq3gW0DujAo,GBAHT0600202,1
161,Mrs. Potato Head,Melanie Martinez,170,12A,62,2025-04-25,03:37,75,,Cry Baby (Deluxe Edition),2015-08-14,52,17,0,46,0,10,-4,C♯/D♭ Minor,4,3K1tdhoeE6koNnWgAxEK9Y,USAT21501942,1
162,Pork Soda,Glass Animals,96,9B,66,2025-04-25,04:13,67,,How To Be A Human Being,2016-08-26,70,12,0,62,0,30,-8,G Major,4,5C5gvDZsl6d8bh89URfKHr,GB2DY1600025,1
163,Criminal,Britney Spears,108,9B,73,2025-04-25,03:45,75,pop,Femme Fatale (Deluxe Version),2011-03-28,70,5,0,71,0,10,-5,G Major,4,6T689Jvh5KrSXyaPtUWZtQ,USJI11100103,1
164,Lights Down Low (feat. Waka Flocka Flame),"Maejor,Waka Flocka Flame",155,6A,86,2025-04-25,03:06,77,,Lights Down Low (feat. Waka Flocka Flame),2012-03-23,72,7,0,67,0,0,-3,G Minor,4,0hkR93a0LriV2CQUhSXw3h,USRC11200140,1
166,Soaked,Shy Smith,109,3B,67,2025-04-25,02:59,73,,Soaked,2021-11-24,90,5,0,84,0,0,-7,C♯/D♭ Major,4,65zIby9Z03d1bhGvLNJNrA,QZPLR2123812,1
167,Bathroom,Montell Fish,120,7A,42,2025-04-25,03:28,78,christian lo-fi,Her Love Still Haunts Me Like a Ghost,2022-10-28,71,69,0,16,0,10,-4,D Minor,4,3sLTYBYs6lJsFK84t2X7wt,QZVBE2200015,2
169,Black and Yellow,Wiz Khalifa,164,7A,83,2025-04-25,03:37,81,,Rolling Papers,2011-03-29,68,6,0,54,0,20,-5,D Minor,4,5A6OHHy73AR5tLxgTc98zz,USAT21001800,1
172,Mr Boombastic,Shaggy,158,10B,71,2025-04-25,04:06,54,reggae,"Oldies Ragga Dancehall, Vol. 2",2019-02-04,86,30,0,77,20,30,-11,D Major,4,5DyiVavRvMrFP3Fx917Rkr,FR8GV1904450,1
176,Bark Like You Want It,Sir Mix-A-Lot,135,2B,83,2025-04-25,03:20,72,old school hip hop,Return Of The Bumpasaurus,1996-01-01,95,0,0,82,20,30,-9,F#/G♭ Major,4,1TqmlXyMcCppD8v2OogDMR,USLIC0701179,1
181,Mary On A Cross,Ghost,130,1B,90,2025-04-25,04:04,80,"metal, hard rock",Seven Inches of Satanic Panic,2019-09-13,46,0,0,56,0,10,-4,B Major,4,2wBnZdVWa5jVpvYRfGU7rP,USC4R1902750,1
182,Cure For Me,AURORA,116,11A,74,2025-04-25,03:18,65,"norwegian pop, art pop",The Gods We Can Touch,2022-01-21,72,12,0,43,0,0,-7,F#/G♭ Minor,4,7Iiek3SL6PluRxj9IgbTC1,GBUM72100848,2
183,BABY SAID,Måneskin,131,11A,72,2025-04-25,02:44,73,,RUSH!,2023-01-20,62,0,0,61,0,0,-4,F#/G♭ Minor,4,2KReCz1L5XkGIBhDncQ5VZ,ITB002200844,1
184,SUPERMODEL,Måneskin,121,9B,88,2025-04-25,02:28,69,,RUSH!,2023-01-20,63,0,0,80,0,10,-3,G Major,4,0eJmsdfbAOM1KD0w50EhlD,ITB002200385,1
185,OWN MY MIND,Måneskin,114,12A,76,2025-04-25,03:11,64,,RUSH!,2023-01-20,68,0,0,69,0,0,-5,C♯/D♭ Minor,4,71tM20RVoYqUUs9EDOso2v,ITB002200840,1
186,MAMMAMIA,Måneskin,142,12A,68,2025-04-25,03:06,70,,RUSH!,2023-01-20,77,0,0,80,0,10,-3,C♯/D♭ Minor,4,7oJ3Nb3LIY1ond1fHF3xio,ITB002100961,2
189,Two Face,Jake Daniels,140,5A,37,2025-04-25,02:34,47,dark r&b,Two Face,2020-06-26,86,76,0,35,0,20,-8,C Minor,4,7pypWb7YVqdozw2DFnLl5b,QZHN52028220,1
194,Low Life (feat. The Weeknd),"Future,The Weeknd",144,4B,33,2025-04-25,05:13,83,"rap, ",EVOL,2016-04-13,72,34,28,10,0,10,-8,G#/A♭ Major,4,7EiZI6JVHllARrX9PUvAdX,USSM11600557,1
195,Farben,Orange Sector,123,12A,84,2025-04-25,03:03,65,"ebm, industrial",Farben,2016-12-09,80,2,53,66,0,30,-3,C♯/D♭ Minor,4,47uoSjqgclu4zjv3TV6aBG,DEKV21612531,1
196,Asshole,hooligan chase,160,7B,80,2025-04-25,02:36,47,,Asshole,2017-11-29,75,60,0,87,10,10,-6,F Major,4,0EKbMWOt2ZwdEcqgRpLHaC,TCADJ1772514,2
204,Drugs & Money - New Mix,Chase Atlantic,124,1B,74,2025-04-25,03:59,68,,Chase Atlantic,2017-10-04,63,20,0,48,0,20,-5,B Major,4,4SRyrhBJ5mq8fEa3bsdZn6,USWB11701726,1
207,Bad Chick,CRO,102,2B,67,2025-04-25,03:35,68,"german hip hop, german pop, german indie, german indie pop",Melodie (Deluxe-Premium Edition),2014-06-06,77,27,0,68,0,60,-3,F#/G♭ Major,4,3NqXYg2MGboDZY72cZCARQ,DEW921300395,1
211,Hey Mami,Fannypack,133,4B,75,2025-04-25,03:23,51,electroclash,So Stylistic,2003-07-08,93,1,3,76,0,0,-6,G#/A♭ Major,4,46dyvv28cCVBDTCxAxvUH1,USTB10300650,1
212,Let's Get It Started,Black Eyed Peas,105,10A,72,2025-04-25,03:47,59,,Summer Party,2007-01-01,78,10,0,76,10,10,-6,B Minor,4,28jHD8xBLnN8esbroQ6zz8,USIR10400344,1
213,Does Your Mother Know,ABBA,136,9B,87,2025-04-25,03:13,69,,Voulez-Vous,1979-00-00,73,15,0,98,0,0,-6,G Major,4,2HPB3px8MJZRMfu1L65Z41,SEAYD7901060,1
215,BABYDOLL,Ari Abdul,85,10A,59,2025-04-25,03:16,0,dark r&b,BABYDOLL,2022-02-22,46,5,1,52,0,40,-5,B Minor,4,0rdhOCfkQkOoxgShrMh7gJ,QZFZ32285065,1
216,I'm Yer Dad,GRLwood,128,8B,95,2025-04-25,02:24,0,"riot grrrl, queercore",Daddy,2018-06-15,55,1,47,18,10,10,-5,C Major,4,0GxbglYySl18aZDIaGu1RU,USGAC1800077,3
217,Barracuda,Heart,137,9A,69,2025-04-25,04:21,75,"classic rock, aor, rock",Little Queen,1977-05-14,55,2,11,67,0,10,-14,E Minor,4,4KfSdst7rW39C0sfhArdrz,USSM10009075,1
218,NEON BLADE - Sped Up,MoonDeity,105,8A,98,2025-04-25,02:44,50,"phonk, drift phonk",NEON BLADE (Sped Up),2022-07-06,51,0,97,89,0,10,-12,A Minor,4,3D9ulQZoQfdGbt9JCLgdjd,QM6N22287471,1
219,I Ain't Worried,OneRepublic,140,8B,80,2025-04-25,02:28,83,soft pop,I Ain’t Worried (Music From The Motion Picture  Top Gun: Maverick ),2022-05-13,70,8,0,83,0,0,-6,C Major,4,4h9wh7iOZ0GGn8QVp4RAOB,USUM72206227,1
220,Mess Around,Cage The Elephant,150,9A,93,2025-04-25,02:53,0,,Mess Around,2015-10-30,42,1,0,61,0,60,-5,E Minor,4,6AIrvhduCLZnhskALBzdIw,USRC11502822,1
221,La Isla Bonita,Madonna,100,12A,82,2025-04-25,04:02,78,,True Blue,1986-06-30,72,30,0,96,0,0,-4,C♯/D♭ Minor,4,6r8k1vznHrzlEKYxL4dZEe,USWB19903355,1
223,Immigrant Song - Remaster,Led Zeppelin,113,1B,93,2025-04-25,02:26,80,"classic rock, rock, hard rock, rock and roll",Led Zeppelin III (Remaster),1970-00-00,56,1,17,62,0,30,-10,B Major,4,78lgmZwycJ3nzsdgmPPGNx,USAT21300934,1
225,Toca Toca,Fly Project,126,3A,61,2025-04-25,02:45,76,europop,Toca Toca (Remixes),2013-00-00,91,2,0,93,0,0,-5,A#/B♭ Minor,4,3HUDCgZgaY3ZVWohToy4LJ,ROROT1313101,1
226,Gasolina,Daddy Yankee,96,8B,80,2025-04-25,03:12,13,"reggaeton, latin",Barrio Fino (Bonus Track Version),2004-07-13,85,32,0,74,0,0,-7,C Major,4,228BxWXUYQPJrJYHDLOHkj,QM6N21759342,1
228,It's Tricky,Run–D.M.C.,128,10A,86,2025-04-25,03:03,68,"old school hip hop, east coast hip hop, hip hop",Raising Hell,1986-05-15,97,0,0,95,10,0,-8,B Minor,4,6jBCehpNMkwFVF3dz4nLIW,USAR18600005,1
232,Flare,Hensonn,150,12B,93,2025-04-25,02:31,59,"phonk, drift phonk",Flare,2022-11-11,72,17,96,3,0,20,-3,E Major,4,3hzelPptWzx0OrSDTyIuuy,QMDA62287736,1
233,Flare - Slowed,Hensonn,126,3B,81,2025-04-25,02:41,55,"phonk, drift phonk",Flare (Remixes),2022-12-23,81,18,90,29,0,30,-3,C♯/D♭ Major,4,7aZxSDe8hgD8MXv8ukuCfT,QMFMF2202767,1
235,LUNCH,Billie Eilish,125,10A,40,2025-04-25,02:59,82,,HIT ME HARD AND SOFT,2024-05-17,89,5,8,95,0,0,-8,B Minor,4,629DixmZGHc7ILtEntuiWE,USUM72401991,2
236,Tell Ur Girlfriend,Lay Bankz,135,9B,74,2025-04-25,02:04,5,jersey club,Tell Ur Girlfriend,2024-02-07,87,9,0,61,20,0,-5,G Major,4,3lMzT16MjAKKXF7pSZn13B,QZZ4J2400019,1
238,DOOR TO DUSK,Odetari,125,11B,75,2025-04-25,02:22,63,hyperpop,DOOR TO DUSK,2023-12-06,76,1,0,20,0,20,-6,A Major,3,0TGArkMCrtF5KaRT7ZvNHu,QZVFR2301743,1
240,NARCISSISTIC PERSONALITY DISORDER - Instrumental,"ODECORE,Odetari",151,1B,85,2025-04-25,01:51,54,hyperpop,Odetari Instrumentals (Vol. 1),2023-07-24,68,6,85,40,0,10,-6,B Major,4,260CCW25lpYQDDC2zmfgtn,QZVFR2301492,1
241,Evacuate The Dancefloor,Cascada,127,8B,70,2025-04-25,03:27,6,"europop, eurodance",Evacuate The Dancefloor,2009-01-01,76,2,0,90,0,30,-6,C Major,4,0jDWRUbxSn8zQlwFbeLHwo,DEHK90911201,1
242,This House is a Circus,Arctic Monkeys,155,9B,84,2025-04-25,03:11,59,"indie, garage rock",Favourite Worst Nightmare,2007-04-22,48,0,0,66,0,20,-5,G Major,4,0DKvcH4SCRdhVYTxStKx9h,GBCEL0700070,1
245,Old Town Road,Lil Nas X,136,3B,53,2025-04-25,01:53,75,,7,2019-06-21,91,6,0,51,10,10,-6,C♯/D♭ Major,4,0F7FA14euOIX8KcbEturGH,USSM11901941,1
246,Copy Cat (feat. Tierra Whack),"Melanie Martinez,Tierra Whack",176,5A,45,2025-04-25,03:52,58,alternative r&b,Copy Cat (feat. Tierra Whack),2020-02-10,71,62,0,81,10,0,-9,C Minor,3,4AhAT2GxKdNYWc5bmdoAES,USAT22000462,1
247,Look At Me!,XXXTENTACION,139,3B,73,2025-04-25,02:06,79,emo rap,Look At Me!,2017-02-20,76,26,0,35,20,10,-6,C♯/D♭ Major,4,7floNISpH8VF4z4459Qo18,USUYG1131080,1
248,Escapism.,"RAYE,070 Shake",96,10B,74,2025-04-25,04:32,84,,My 21st Century Blues,2023-02-03,54,14,0,25,10,0,-5,D Major,4,5mHdCZtVyb4DcJw8799hZp,QMDA62217995,1
249,Havana (feat. Young Thug),"Camila Cabello,Young Thug",105,10B,52,2025-04-26,03:37,83,"rap, trap, melodic rap",Camila,2018-01-12,77,18,0,39,0,10,-4,D Major,4,1rfofaqEpACxVEHIZBJe6W,USSM11706905,1
250,Morirò da Re,Måneskin,194,6B,88,2025-04-26,02:37,65,,Il ballo della vita,2018-10-26,61,12,0,93,10,0,-3,A#/B♭ Major,4,1aX0Ki80LFzzhqxqRlqbAV,ITB001800090,1
251,Rape Me,Nirvana,112,4B,75,2025-04-29,02:50,73,"grunge, rock",In Utero (Deluxe Edition),1993-09-21,42,1,0,23,0,0,-11,G#/A♭ Major,4,5Rizj5FLb2AyNKu9esjYY6,USGF19960704,1
252,Cooler Than Me,Ethan Fields,136,4A,85,2025-04-30,02:35,69,,Cooler Than Me,2020-08-15,58,0,0,63,0,30,-5,F Minor,4,26CCPKPZQGVYSXLJVDgCEo,QZK6M2043675,3
255,Floki Lost Soul,"arciana,nxwzat,uzumxki",101,3B,78,2025-05-01,02:43,0,"nightcore, melbourne bounce",Floki Lost Soul,0000-00-00,74,5,0,65,0,20,-5,C♯/D♭ Major,4,3J2BSDbetaIANrqzN0nr3N,EEHU32500180,1
257,DANSE MACABRE,MoonDeity,130,9B,82,2025-05-01,02:09,44,"phonk, drift phonk",DANSE MACABRE,2022-11-18,69,0,64,33,0,40,-7,G Major,4,6WsmflGCwkuqed92TBOUPu,QMDA72227906,1
259,CRAZY (English ver.),LE SSERAFIM,130,10A,91,2025-05-02,02:44,59,k-pop,CRAZY (Party Remixes 1),2024-09-02,80,1,0,54,10,10,-2,B Minor,4,69MMbwpvp5I9QTIzJeinpe,USA2P2457421,2
263,FUNKED UP - SLOWED,"xxanteria,isq",110,10A,93,2025-05-02,01:55,71,"phonk, brazilian phonk",FUNKED UP,2024-01-19,76,0,93,70,0,0,0,B Minor,4,4VL5XwfATZuAVTW471Wpro,QZTLA2417825,1
264,"MONEY! (Money Money, Green Green)",Kaytoven,149,3B,88,2025-05-02,01:18,0,,"MONEY! (Money Money, Green Green)",2024-02-27,55,44,80,23,0,10,-6,C♯/D♭ Major,4,40MPZ79Nb7wBZqA9PzLVy0,USWB12400901,1
267,Mentally Not Here,Elita,111,1B,71,2025-05-02,02:35,47,,Dysania,2023-03-22,65,6,66,50,0,10,-6,B Major,4,4F0Tzpl5dPK7lalFCDChdg,CA5KR2301272,1
268,Rock Lobster - Live,The B-52's,177,4B,96,2025-05-02,05:27,58,"new wave, post-punk",Live! Rock 'N' Rocket 1998,2018-04-21,24,2,0,39,0,90,-3,G#/A♭ Major,4,0iAo4mljj6d6Lr2jwexEpa,FR96X2128261,2
271,Sad Girl,Lana Del Rey,119,7B,59,2025-05-03,05:17,80,,Ultraviolence (Deluxe),2014-01-01,35,54,7,26,0,10,-8,F Major,4,11MyiSGZSYSmhhqwGUTtAq,GBUM71402107,1
272,Detention,Melanie Martinez,95,2A,66,2025-05-08,03:56,63,,K-12,2019-09-06,83,49,0,78,0,10,-6,D#/E♭ Minor,4,7i9AEaOWJrfVBsinUSefma,USAT21902534,1
274,Old Town Road (feat. Billy Ray Cyrus) - Remix,"Lil Nas X,Billy Ray Cyrus",136,2B,62,2025-05-22,02:37,79,,7,2019-06-21,88,5,0,64,10,10,-6,F#/G♭ Major,4,2YpeDb67231RjR0MgVLzsG,USSM11902498,1
277,Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,108,3A,85,2025-05-31,03:45,81,,Backstreet's Back,1997-08-12,73,4,0,61,0,20,-4,A#/B♭ Minor,4,1di1BEgJYzPvXUuinsYJGP,USJI19710083,2
278,I Love You Like An Alcoholic,The Taxpayers,107,9A,41,2025-06-07,03:36,70,"folk punk, anti-folk"," God, Forgive These Bastards  Songs From The Forgotten Life of Henry Turner",2012-06-19,60,39,0,25,0,10,-7,E Minor,4,1rH4VE3Za1Mxsrj1cVc5ZK,US4ZV1200087,2
279,Floki Lost Soul,audemars piguet,188,3B,73,2025-06-07,02:44,0,,Floki Lost Soul,2024-03-20,42,3,0,52,0,30,-11,C♯/D♭ Major,4,7B9ms6nyc6adqzp8ZP5OgE,QZTAY2565198,1
282,DO YOU REMEMBER ME???,emily jeffri,120,4A,61,2025-06-08,04:26,48,,SOUNDTRACK FOR AN 80'S HORROR MOVIE,2023-08-25,45,1,0,19,0,0,-8,F Minor,4,28m5ESE3ZbbN2hhER2Yfhq,QZNWT2328824,1
283,sex money feelings die,Lykke Li,134,1A,53,2025-06-08,02:19,67,,so sad so sexy,2018-06-08,79,32,0,63,0,0,-6,G#/A♭ Minor,4,0g4fzRkbLeCDUCoe5iUOcf,USRC11801750,1
284,I Know You Want Me (Calle Ocho),Pitbull,127,10B,73,2025-06-09,03:57,72,,Pitbull Starring In Rebelution,2009-08-31,82,2,0,83,10,10,-6,D Major,4,13plQdOoWSSXPRUSZc5FuM,USJAY0900144,1
285,Freed From Desire,"Gala,Molella,Phil Jay",129,7A,86,2025-06-10,03:33,80,"eurodance, italo dance",Come Into My Life (The Album),1997-11-17,70,59,6,64,0,10,-4,D Minor,4,3u5N55tHf7hXATSQrjBh2q,ITA179700143,1
286,Pon de Replay,Rihanna,99,9B,64,2025-06-10,04:06,82,,Music Of The Sun,2005-08-29,78,0,0,50,10,10,-8,G Major,4,4TsmezEQVSZNNPv5RJ65Ov,USIR20500331,1
288,Big And Chunky,will.i.am,120,11A,78,2025-06-21,03:21,73,,Madagascar: Escape 2 Africa (Music From The Motion Picture),2008-11-04,97,14,0,86,10,10,-7,F#/G♭ Minor,4,5wA5mA9v9lPxAaSg1FagG6,USUM70840966,2
289,1-800,"bbno$,Ironmouse",132,11B,97,2025-06-28,03:29,73,,1-800,2025-06-27,66,2,1,85,0,10,-3,A Major,4,6NBZu27n3cxEk4y4c2Kxi8,CA5KR2538047,3
292,八方來財(Stacks from All Sides),攬佬SKAI ISYOURGOD,123,3A,50,2025-07-06,02:53,76,chinese hip hop,八方來財(Stacks from All Sides),2024-08-20,90,2,1,41,0,20,-4,A#/B♭ Minor,4,7jm2PueKmv4EOHfdbdXMKT,HKE022272921,1
293,哥哥给我钱,"MUJAG MALAYSIA,RTR",123,6B,43,2025-07-06,01:24,18,,哥哥给我钱,2025-06-30,86,0,0,38,0,20,-7,A#/B♭ Major,4,0hyos75XpMD1RupAuhxLG5,QZNWX2505187,1
294,RUN! (feat. Lay Bankz),"VALORANT,Odetari,Lay Bankz",136,4B,70,2025-07-28,02:28,3,"hyperpop, jersey club",VALORANT Sounds Vol. 1,2024-08-28,78,1,0,69,0,10,-6,G#/A♭ Major,4,1ZNrPyeyKs8YleAwY4vpKj,QZZ4J2400409,1
296,The Other Side Of Paradise,Glass Animals,128,10A,34,2025-08-01,05:20,71,,How To Be A Human Being,2016-08-26,69,35,0,57,0,0,-8,B Minor,4,0rRjGruFonCGOt0S5zAJNQ,GB2DY1600028,2
299,Sugar On My Tongue,"Tyler, The Creator",126,1B,50,2025-08-15,02:33,84,,DON'T TAP THE GLASS,2025-07-21,70,3,0,46,10,10,-7,B Major,4,6xV7Be6XEvkSnighmh2Tzj,USQX92503270,2
300,Teach Me How to Scream,Brokencyde,182,3B,87,2025-08-17,03:36,68,crunk,Will Never Die,2010-11-09,50,0,71,50,20,40,-6,C♯/D♭ Major,3,3ltvtrxIDoqIOAmLQQii1f,USS1N1021607,2
301,Gnarly - Ice Spice Remix,"KATSEYE,Ice Spice",135,10B,82,2025-08-17,02:17,72,"k-pop, ",Gnarly (Ice Spice Remix),2025-06-06,74,5,0,70,30,10,-5,D Major,4,3wAvAVwMbUG3Bw23M8KMke,USUM72506046,1
303,check,bbno$,134,8B,91,2025-10-03,02:02,66,,check,2025-02-10,74,1,2,96,0,10,-3,C Major,4,02b35qI48b1RWhsFNKCb1Y,QM24S2407381,2
304,Hard Bass,"Bar Yahman,Blacky Taiki,Onyo on the cliff",155,8B,25,2025-11-14,02:30,39,,Hard Bass,2021-03-25,71,3,0,64,20,0,-28,C Major,4,3UVZ3zewHYUtNCH4HLZdp0,TCJPR2245952,1
1,The Cult of Dionysus,"The Orion Experience,ORION,Linda XO",138,12A,84,2021-09-26,03:07,65,,Cosmicandy,2006-01-01,66,1,0,80,0,0,-4,C♯/D♭ Minor,4,08KTQSs3ickNki7FFTb6fY,USCGH0714735,3
4,Babooshka - 2018 Remaster,Kate Bush,109,4A,36,2021-09-26,03:19,67,"art pop, baroque pop, art rock",Never for Ever (2018 Remaster),1980-09-07,49,76,0,29,0,0,-12,F Minor,4,6VpNGCU2ig4NQmsLfALdJU,GBAYE1800839,2
13,queen of broken hearts,blackbear,97,8B,71,2021-09-26,02:51,0,,everything means nothing,2020-08-21,72,1,0,83,0,0,-6,C Major,4,1HKl3RJInVzf5ObVnM644j,USUG12000337,2
14,Pumped Up Kicks,Foster The People,128,4A,71,2021-09-26,03:59,41,,New Year's Eve - NYE 2018/2019,2018-12-07,73,14,12,97,0,10,-6,F Minor,4,2ED8sc40RVFvgqao2r3Qqn,USSM11002931,6
15,The Passenger,Siouxsie and the Banshees,140,7A,93,2021-09-26,05:09,61,"gothic rock, post-punk, deathrock, darkwave, new wave, cold wave",Through The Looking Glass (Remastered And Expanded),1987-03-02,46,3,0,29,0,10,-5,D Minor,4,6EZDbjz2X5XzgIZCtbsrXh,GBF068625560,1
16,Psycho,Red Velvet,140,4B,67,2021-09-26,03:30,74,k-pop,‘The ReVe Festival’ Finale,2019-12-23,66,19,0,41,0,0,-2,G#/A♭ Major,4,3CYH422oy1cZNoo0GTG1TK,KRA301900597,1
17,Rasputin - Club Mix,"Boney M.,G. Mart",127,11A,91,2021-09-26,04:32,57,"disco, ",Barbra Streisand - Boney M. goes Club,2011-02-21,72,17,0,98,0,20,-5,F#/G♭ Minor,4,1zVMJGPMWKmD4cjTTyf68y,DED161000021,1
18,Heart Of Glass,Blondie,115,12B,70,2021-09-26,04:12,68,,Greatest Hits: Blondie,2006-01-01,73,0,8,41,0,0,-8,E Major,4,41AE8ODX2JETBCa6muhSLY,USCH37900017,1
21,Where Is My Mind?,Pixies,81,12B,44,2021-09-26,03:49,75,alternative rock,Death to the Pixies,1997-10-06,51,1,0,24,0,0,-14,E Major,4,0KzAbK6nItSqNh8q70tb0K,GBAFL9700100,1
22,Cleopatra,The Lumineers,151,4B,78,2021-09-26,03:21,1,"folk pop, indie folk",Cleopatra,2016-04-08,54,23,0,49,0,0,-7,G#/A♭ Major,4,5bzf1xrbqr1ttjAJuRz2xY,USDMG1673803,1
28,Levitating,Dua Lipa,103,11A,86,2021-09-26,03:23,57,pop,Future Nostalgia,2020-03-27,70,6,0,90,0,20,-3,F#/G♭ Minor,4,5uu0D02efCoFMQiLYFT32e,GBAHT1901299,1
29,The Name Of The Game,ABBA,77,11B,56,2021-09-26,04:51,62,,The Album,1977-00-00,66,36,0,62,0,0,-9,A Major,4,1lDo24S34NvI1pAg7Oxldc,SEAYD7702040,1
32,You Really Got Me,"League of Legends: Wild Rift,Hanna Leess,Kataem,Marvin Brooks,2WEI",130,2B,93,2021-09-26,02:20,0,,You Really Got Me,2020-10-28,57,14,0,55,20,20,-5,F#/G♭ Major,4,77JgtlrZWY5SkmpbWVUVrC,QZH6S1900279,1
33,Wait,NoMBe,98,9A,46,2021-09-26,03:34,0,,They Might've Even Loved Me,2018-03-23,76,22,2,19,0,10,-8,E Minor,4,78q95oBxFrzHHAWsXRogXa,TCACW1758501,2
35,Run Boy Run,Woodkid,134,4A,96,2021-09-26,03:33,76,,The Golden Age,2013-01-01,51,8,0,34,10,10,-5,F Minor,4,0boS4e6uXwp3zAvz1mLxZS,FR4DI1200110,1
36,Believer,Imagine Dragons,125,3A,78,2021-09-26,03:24,88,,Evolve,2017-06-23,78,6,0,67,10,0,-4,A#/B♭ Minor,4,0pqnGHJpmpxLKifKRmU6WP,USUM71700626,3
39,Basket Case,Green Day,85,5B,94,2021-09-26,03:01,86,"punk, pop punk",Dookie,1994-02-01,44,0,0,78,0,0,-3,D#/E♭ Major,4,6L89mwZXSOwYl76YXfX13s,USRE19900151,2
40,American Idiot,Green Day,186,3B,99,2021-09-26,02:56,85,"punk, pop punk",American Idiot,2004-09-21,38,0,0,77,0,30,-2,C♯/D♭ Major,4,6nTiIhLmQ3FWhvrGafw2zj,USRE10400888,2
42,hot girl bummer,blackbear,130,11A,56,2021-09-26,03:08,75,,everything means nothing,2020-08-21,78,13,0,69,0,30,-7,F#/G♭ Minor,1,6jRq8gaZhMUyy5RclRPcAf,USUG11902959,2
43,When Will I See You Again,Shakka,150,2B,89,2021-09-26,03:37,0,,When Will I See You Again,2014-10-19,59,30,0,63,10,10,-6,F#/G♭ Major,4,3T9EW0MN5nyXi7qbKWaOMq,GBV841400001,2
